Gene = RBM8A
index = 1124
Annotated 5SS: [ 177  519  728 1055 1496]
Annotated 3SS: [ 458  649  917 1358 1608]
SMsplice 5SS: [ 177  519  752 1055 1496]
SMsplice 3SS: [ 458  649  917 1358 1608]
top_k =  100
Partition function (log Z): 9.293796967541457

Sorted 5' Splice Sites (High to Low Probability):
Position 1055: 0.9925107057327334
Position 1496: 0.9799329114221386
Position 519: 0.9665698553719582
Position 177: 0.8816829532729106
Position 728: 0.48663454357158453
Position 752: 0.4765411464676388
Position 1658: 0.28928461814721645
Position 1674: 0.20764231516868925
Position 215: 0.07923744793086893
Position 747: 0.021126010375289453
Position 383: 0.0177591849453054
Position 3592: 0.012134584659917276
Position 767: 0.007608858539717122
Position 365: 0.005220463292818759
Position 2170: 0.004946127943473422
Position 371: 0.004083638961596609
Position 199: 0.00400778106481154
Position 263: 0.0038315600816120465
Position 732: 0.003560525317921117
Position 2134: 0.0035413072916199483
Position 1763: 0.0035119647759557222
Position 1260: 0.0029394891427041245
Position 2628: 0.002831839989760784
Position 1525: 0.0027255594686510665
Position 1771: 0.002231754042401432
Position 1102: 0.002185151300444567
Position 63: 0.0017634668858707062
Position 367: 0.0016427340874586654
Position 1242: 0.0008280419800491638
Position 539: 0.000814432486083598
Position 388: 0.0006361421545800411
Position 760: 0.0003771344399394276
Position 1216: 0.00036419372028404623
Position 552: 0.00034863016035544783
Position 1227: 0.0002943954619856739
Position 770: 0.00012160497198997096
Position 773: 9.306000773547397e-05
Position 1474: 7.416753878793729e-05
Position 1460: 6.293870380044567e-05
Position 792: 4.884569849076417e-05
Position 260: 4.080069534803947e-05
Position 802: 3.720352789132165e-05
Position 1467: 3.443379480378861e-05
Position 674: 3.4325907043408624e-05
Position 1452: 1.988605331132389e-05
Position 335: 1.6814173572595975e-05
Position 525: 1.4813709886619108e-05
Position 764: 1.3537994607619967e-05
Position 1519: 1.1134875503256674e-05
Position 1728: 1.0892283885979718e-05
Position 1782: 5.857498555680008e-06
Position 1774: 1.9391338393672013e-06
Position 1869: 1.8477929914725262e-06
Position 1361: 1.7002484521025507e-06
Position 18: 1.343581027046382e-07
Position 119: 8.222363127257426e-08
Position 186: 7.03150144051129e-08
Position 3: 1.1495602420991938e-08
Position 1064: 5.024079419217708e-11
Position 53: 5.529905036146222e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9937454658279361
Position 1608: 0.9809144226650658
Position 1358: 0.9670187986886939
Position 649: 0.9256074972459228
Position 458: 0.8339296703691563
Position 1941: 0.1791355695270869
Position 5318: 0.08017079577285154
Position 267: 0.0776616943733332
Position 2894: 0.07661272958682105
Position 596: 0.059259228577394726
Position 3570: 0.03405131349753107
Position 5701: 0.03398138478871122
Position 2465: 0.031198793212081757
Position 321: 0.02935285265674622
Position 1937: 0.022673502794804852
Position 2358: 0.021348304818397702
Position 4868: 0.016183290898586937
Position 427: 0.015525662744859886
Position 1371: 0.01154413979266687
Position 3700: 0.01033233563409624
Position 652: 0.009967493617071548
Position 1610: 0.009947172470443487
Position 2374: 0.00850563243775667
Position 2427: 0.007806237802083893
Position 5854: 0.005923904964856958
Position 303: 0.005333585655642863
Position 1391: 0.004075316671343804
Position 1961: 0.002859570880791953
Position 386: 0.002638763583150663
Position 1774: 0.0018914468180538644
Position 926: 0.001770283617417613
Position 1140: 0.001735974982328247
Position 327: 0.0016161257168351253
Position 2778: 0.0012539587858478622
Position 324: 0.001152417853373444
Position 950: 0.0007125894164005518
Position 1142: 0.0006847424383128848
Position 1185: 0.000639438638931889
Position 689: 0.0006059706823910114
Position 462: 0.00040371577110452644
Position 1323: 0.00036396172120932907
Position 1442: 0.0003156350239235738
Position 1427: 0.000303530696696648
Position 460: 0.0002435661046865831
Position 1395: 0.0002372930815445379
Position 280: 0.00017228649611139953
Position 479: 0.00011390097752402241
Position 346: 7.045284667666303e-05
Position 305: 7.017980615309571e-05
Position 612: 6.016833734017991e-05
Position 1485: 5.323063109557772e-05
Position 1283: 3.2595587563758825e-05
Position 1260: 2.8176394130653088e-05
Position 654: 2.7068823488786546e-05
Position 485: 2.6548854008824664e-05
Position 331: 2.3934113709245214e-05
Position 874: 2.202889820002991e-05
Position 2040: 1.8938020166845957e-05
Position 995: 1.554564074179108e-05
Position 615: 1.4634590666319056e-05
Position 1035: 1.2048443798327008e-05
Position 1657: 5.134863992785206e-08
