Gene = RER1
index = 1130
Annotated 5SS: [  126  4039  5388  7682  9103 10510]
Annotated 3SS: [ 3950  5282  7581  9023 10373 11201]
SMsplice 5SS: [  543  5388  7682  9103 10510]
SMsplice 3SS: [ 5282  7581  9023 10263 11201]
top_k =  100
Partition function (log Z): -1.9858212481263042

Sorted 5' Splice Sites (High to Low Probability):
Position 5388: 0.9885121331538163
Position 9103: 0.9057977058726233
Position 7682: 0.8665390839385837
Position 543: 0.7714841618599589
Position 10510: 0.6171596712639726
Position 1523: 0.6115009590236565
Position 4039: 0.5875725675963932
Position 883: 0.3288141565283053
Position 8253: 0.27287053847590603
Position 2896: 0.15396637184794887
Position 294: 0.14670031752226745
Position 3816: 0.12027574040051074
Position 9698: 0.11800636880846879
Position 9121: 0.08209613913378298
Position 5712: 0.07240715018232972
Position 9708: 0.06971551004671761
Position 4043: 0.05692580852160585
Position 10018: 0.04523391666012219
Position 11249: 0.03429268738665761
Position 7718: 0.032219935864153046
Position 126: 0.027805299825134584
Position 3831: 0.0211515296262095
Position 8434: 0.02106477222985765
Position 8405: 0.01788146419440011
Position 3542: 0.017831813805858573
Position 340: 0.016624105730568897
Position 10322: 0.013138686657474974
Position 6464: 0.011071299490255555
Position 7924: 0.008515635733782737
Position 10408: 0.006516340020477485
Position 1399: 0.005698350756953353
Position 960: 0.005374440723784056
Position 3157: 0.004226999615142471
Position 3694: 0.004223536820003804
Position 8049: 0.0031302898721811572
Position 87: 0.002691483908779469
Position 8006: 0.002539627847940723
Position 8138: 0.002396725887213074
Position 708: 0.0013982697411962135
Position 512: 0.0012696912366126716
Position 313: 0.00116842333408823
Position 7687: 0.0010794714956243864
Position 557: 0.0009262079267002375
Position 945: 0.00043855474513470835
Position 582: 0.0003892654881113616
Position 368: 0.00029891892115075774
Position 300: 0.0002515289601131904
Position 330: 0.00024302540890867386
Position 537: 0.00021116774810177094
Position 981: 0.00013843673637415775
Position 5392: 7.750298935499725e-05
Position 5862: 3.4351262535691155e-05
Position 253: 2.8364488904302056e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9023: 0.98842813031552
Position 5282: 0.9699172377733687
Position 11201: 0.9047851909843088
Position 7581: 0.8980968631178364
Position 10263: 0.5049934543993874
Position 3950: 0.4349177371195161
Position 7895: 0.2835362396955712
Position 729: 0.2805197887804314
Position 1436: 0.25921101500948246
Position 3774: 0.23577741455080267
Position 9605: 0.19554336621717047
Position 1398: 0.17676580127201566
Position 10373: 0.1665174061020857
Position 2813: 0.15388901042688713
Position 1374: 0.13297132697881872
Position 3956: 0.11523049447440047
Position 5557: 0.05367994627083908
Position 9864: 0.04866498598181566
Position 11492: 0.03988675215818418
Position 8317: 0.03599198931199327
Position 1239: 0.024709025619298004
Position 1210: 0.023542140900994938
Position 11601: 0.02296159952588359
Position 5175: 0.01867239836980255
Position 803: 0.016276875159406172
Position 3391: 0.015364040355599184
Position 6327: 0.011071299490255558
Position 12233: 0.010740631593424019
Position 5480: 0.007083639918609769
Position 5652: 0.006697163942866692
Position 8006: 0.005916578121452515
Position 10797: 0.005317795096787516
Position 5592: 0.004980751312549892
Position 646: 0.004324363839809688
Position 3506: 0.004223536820003804
Position 10241: 0.0034251328001127126
Position 8252: 0.0029542471122644956
Position 3043: 0.002835235850658666
Position 3326: 0.002467773450259387
Position 707: 0.002373192911886784
Position 3008: 0.0013917637644838062
Position 740: 0.0009355515923174293
Position 808: 0.000881981896463459
Position 7636: 0.0008810927205991498
Position 7390: 0.000860535459925665
Position 9052: 0.0006925806756176758
Position 405: 0.00039728920593370075
Position 864: 0.000379203213721132
Position 2828: 7.7361421061743e-05
Position 845: 6.444070733569148e-05
Position 485: 2.1001348189784525e-05
Position 670: 1.9426958056694962e-05
Position 463: 1.7363915697437113e-05
Position 542: 1.7260460928619434e-05
