Gene = NCBP1
index = 916
Annotated 5SS: [  290  7257  8037  9735 11599 12107 13936 14598 16975 17748 20283 21319
 22139 22460 25118 27443 28519 29422 30818 33252 35349 36081]
Annotated 3SS: [ 7167  7935  9577 11490 11984 13865 14381 16876 17683 20171 21253 22075
 22384 25013 27319 28415 29327 30713 33136 35219 35966 37459]
SMsplice 5SS: [  290  7257  8066 11599 12107 13936 14598 16975 20283 22139 22460 25118
 27443 30818 33252 35349 36081]
SMsplice 3SS: [ 7167  7935 11490 11984 13865 14473 16876 20171 22075 22384 25013 27355
 30713 33136 35219 35966 37459]
top_k =  100
Partition function (log Z): 33.20112021950123

Sorted 5' Splice Sites (High to Low Probability):
Position 30818: 1.000000000000003
Position 27443: 1.0000000000000024
Position 290: 0.9960699246539318
Position 22460: 0.9899827065760287
Position 35349: 0.9886718223875569
Position 14598: 0.9856981514784264
Position 36081: 0.9681349305803948
Position 11599: 0.9503598693206708
Position 33252: 0.9466797194599946
Position 22139: 0.9146615444339954
Position 7257: 0.9133528865120903
Position 13936: 0.9106112488987853
Position 20283: 0.9098335367196744
Position 25118: 0.8799589999655516
Position 16975: 0.842710383704088
Position 12107: 0.7666389303878547
Position 8066: 0.6582790990594847
Position 24945: 0.654214983843991
Position 1402: 0.571419374182237
Position 37598: 0.42541311152785316
Position 5842: 0.4246454727735621
Position 29422: 0.373332157677488
Position 8037: 0.3341084021244729
Position 24820: 0.3244483487429708
Position 21319: 0.31948366011012674
Position 24255: 0.30505818248845057
Position 7543: 0.2687220217323606
Position 9735: 0.2510851739072265
Position 29769: 0.23512776371033506
Position 13759: 0.2221028789037812
Position 13755: 0.1949645101342698
Position 35066: 0.13748029194955141
Position 25153: 0.12004100003445038
Position 1694: 0.08550732042363704
Position 37870: 0.0776805507332064
Position 17033: 0.07718450514894656
Position 14084: 0.07651640924371637
Position 7582: 0.06484298853696141
Position 28355: 0.06455319561712651
Position 12143: 0.0636994220741865
Position 22149: 0.054761335475715385
Position 7379: 0.05327466448853548
Position 7741: 0.046381792882312346
Position 28519: 0.04632661678657246
Position 33271: 0.042647650074157245
Position 37576: 0.03490201327750162
Position 32989: 0.03168396139086651
Position 36103: 0.029477365807663688
Position 16992: 0.028161613122984267
Position 36741: 0.025262817958434405
Position 7817: 0.022618742135187966
Position 22292: 0.020002898362355113
Position 33911: 0.018538036836761883
Position 37232: 0.01735292603367093
Position 15887: 0.016619972100692566
