Gene = NICN1
index = 941
Annotated 5SS: [ 219 3075 3444 3960 4378]
Annotated 3SS: [2897 3329 3887 4272 4451]
SMsplice 5SS: [ 219 3444 3960 4378]
SMsplice 3SS: [3329 3819 4272 4451]
top_k =  100
Partition function (log Z): 0.9205026563899585

Sorted 5' Splice Sites (High to Low Probability):
Position 3444: 0.998362102409186
Position 219: 0.9663876121896292
Position 4378: 0.9323018869513972
Position 3960: 0.6291567802901975
Position 2453: 0.49280487188502525
Position 3977: 0.27221870167776335
Position 3075: 0.20181581313604569
Position 4021: 0.058143651625439156
Position 1487: 0.041929591189340115
Position 2984: 0.03211413202680751
Position 232: 0.024339533034606762
Position 3127: 0.01864272415564331
Position 2566: 0.016632231132144494
Position 3031: 0.011912696679947887
Position 3050: 0.0107798325240826
Position 2423: 0.010408915030800043
Position 138: 0.009263508758589027
Position 513: 0.006433150475761056
Position 1622: 0.0030692215780480873
Position 1606: 0.0019337599535874804
Position 3597: 0.0013705638591429736
Position 457: 0.0012340938619424498
Position 1510: 0.0009971302995193377
Position 3729: 0.0007111894254142573
Position 1527: 0.0006103385211812801
Position 1008: 0.0005529433135207547
Position 2803: 0.00021454456292484037
Position 277: 6.1037418138413185e-06
Position 343: 1.346068858828647e-06
Position 147: 1.1134551861182073e-06
Position 180: 2.701596200967711e-07
Position 280: 1.7164604493088924e-07
Position 102: 1.6332268934921458e-07
Position 114: 1.2123075762379673e-07
Position 36: 5.2155012226797985e-08
Position 39: 1.6579389260697143e-09
Position 69: 1.3152070997664145e-09
Position 371: 1.264045969218378e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3329: 0.9462718982786682
Position 4272: 0.8990191241807786
Position 3819: 0.802261882247668
Position 4451: 0.7268738987170584
Position 2365: 0.49952860013723444
Position 2897: 0.22814861669531603
Position 3887: 0.0784404662078457
Position 5029: 0.0730291066536717
Position 3864: 0.05092513659272513
Position 1379: 0.04329454484553015
Position 6187: 0.03217767294600089
Position 3772: 0.031972606506360204
Position 4831: 0.03051701111618567
Position 2903: 0.030033563426322064
Position 4958: 0.029362754193376348
Position 4989: 0.02514189501724082
Position 3349: 0.023749892785795614
Position 4538: 0.020479670264037016
Position 2334: 0.018313351053110105
Position 2957: 0.017132349961637212
Position 3234: 0.017017218474744328
Position 5597: 0.016646293985995188
Position 4628: 0.015581059200766082
Position 4314: 0.011604081288211048
Position 3408: 0.007409751919729697
Position 6121: 0.0073859688555828786
Position 4153: 0.0062843151830998195
Position 438: 0.00559512619969239
Position 4292: 0.005527319267433627
Position 4269: 0.005181160238113336
Position 4179: 0.00508585296274538
Position 4836: 0.004817107278676881
Position 3380: 0.004524308511489131
Position 5943: 0.003793163848611031
Position 4507: 0.003031821893823613
Position 1325: 0.0029145005510357526
Position 4311: 0.002760497138883213
Position 3749: 0.002104593818494108
Position 389: 0.0020012211378587705
Position 2389: 0.0018952093856605505
Position 1414: 0.0018880717676845356
Position 4588: 0.0015896593847558253
Position 3649: 0.0009297844161558909
Position 906: 0.0005529433135207548
Position 3563: 0.0004087472757583764
Position 2306: 0.00032340203488945155
Position 3558: 0.00030151746139480393
Position 1271: 0.00016770780634634943
Position 1274: 0.00015208244530977394
Position 1480: 0.00012313412576975442
Position 363: 7.089700015234886e-05
Position 3840: 7.0781407390875516e-06
Position 3927: 1.2284251754033722e-06
