Gene = DCP2
index = 432
Annotated 5SS: [  251  9251 15513 16035 24501 24734 24939 27342 31307 34072]
Annotated 3SS: [ 9098 15384 15935 24347 24620 24830 27205 31201 34019 36584]
SMsplice 5SS: [  251  6126 15513 15852 16035 24501 24734 24939 31307]
SMsplice 3SS: [ 6011 15417 15677 15935 24347 24620 24830 31201 43608]
top_k =  100
Partition function (log Z): 2.2004267595788827

Sorted 5' Splice Sites (High to Low Probability):
Position 6126: 0.9999999999999938
Position 6459: 0.9999999999999938
Position 16035: 0.9999999999999938
Position 24939: 0.9999660898848691
Position 24734: 0.9969927865981052
Position 251: 0.9928419372709171
Position 24501: 0.940706787190192
Position 31307: 0.9111647492427066
Position 702: 0.5259379470831043
Position 788: 0.4024966396315528
Position 27342: 0.38514982206528614
Position 1030: 0.07238513258878033
Position 32932: 0.06619204084230432
Position 24524: 0.037474849565258324
Position 32950: 0.028700160285858416
Position 16438: 0.022088763079596608
Position 24535: 0.019295018248838187
Position 35245: 0.018074833377952806
Position 142: 0.00550008579909722
Position 33440: 0.003715653337282748
Position 26114: 0.0009976481434880826
Position 24691: 0.000806458180919358
Position 24756: 0.000785446927998082
Position 185: 0.0003889756103858264
Position 36: 0.00018205153989985686
Position 296: 0.00018193748202395525
Position 213: 3.062326881688463e-05
Position 137: 3.0245494307214944e-05
Position 287: 9.03291579309083e-06
Position 189: 8.470605826175869e-06
Position 282: 6.92070948272524e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6011: 0.9999999999999938
Position 15935: 0.9999999999999938
Position 24620: 0.9985850038044565
Position 24830: 0.9979861755248186
Position 24347: 0.9974766550042885
Position 31201: 0.9111647492427066
Position 522: 0.7360454674394634
Position 43608: 0.5945497299562098
Position 6262: 0.3796143836817089
Position 27205: 0.28715644414167646
Position 6337: 0.25822277624514417
Position 36584: 0.24734758568901596
Position 6358: 0.1885657028193651
Position 467: 0.1720326151581609
Position 6395: 0.1510443353909765
Position 32854: 0.10572683997661557
Position 27226: 0.08760700709744626
Position 35932: 0.06924174716161562
Position 35089: 0.05588314055222507
Position 983: 0.03549512187952915
Position 33206: 0.026892783714138082
Position 893: 0.025202359409607623
Position 6212: 0.022552801862799076
Position 661: 0.014392587092074909
Position 16309: 0.01184757887908333
Position 923: 0.011687651299643562
Position 27144: 0.010499058956106084
Position 16369: 0.010241184200513278
Position 34019: 0.006225132419801102
Position 429: 0.005144197721514576
Position 35928: 0.0032456352096239737
Position 28059: 0.0027474853010012405
Position 24857: 0.0013489475697017557
Position 33321: 0.0012872299384562346
Position 28735: 0.0012296608857310185
Position 25970: 0.0010755998098104995
Position 24839: 0.0006604214643252376
Position 25070: 0.00045167251039572565
Position 27818: 0.0003251327895728525
Position 25830: 0.0003078459213927903
Position 25810: 0.0002669204428163068
Position 25326: 0.00014276613004110148
Position 25997: 0.0001295898203029202
Position 25021: 0.00010449852646955723
Position 25806: 7.653312658407672e-05
Position 26397: 6.672622334482298e-05
Position 25045: 6.508208876740671e-05
Position 25438: 4.980262938032278e-05
Position 25233: 4.3017766718195415e-05
Position 25406: 3.9488199207683686e-05
Position 27074: 1.2090952580110204e-05
Position 24874: 2.8191169023588205e-06
Position 24808: 1.2318304890848411e-06
Position 24878: 8.665937653619583e-08
Position 24905: 5.7369459135426825e-09
