Gene = SLU7
index = 1274
Annotated 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
Annotated 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
SMsplice 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
SMsplice 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
top_k =  100
Partition function (log Z): 34.60796466605665

Sorted 5' Splice Sites (High to Low Probability):
Position 11066: 0.999999458494499
Position 14955: 0.999975061986066
Position 4270: 0.9985778433920178
Position 372: 0.9967914662610963
Position 6944: 0.9939814610377837
Position 11424: 0.9861925802613409
Position 14586: 0.9786124614937789
Position 5076: 0.9613308673037182
Position 5496: 0.8812092872031351
Position 11919: 0.8465175398808568
Position 14364: 0.7544236765182638
Position 12927: 0.7407333642162115
Position 10745: 0.7091669888139811
Position 5939: 0.6605272201899272
Position 11649: 0.5286399696814583
Position 144: 0.3487846589130978
Position 14391: 0.23380825684365983
Position 10: 0.15826971832795472
Position 14752: 0.08957770258171086
Position 2283: 0.07877281357357165
Position 12893: 0.06981336475930197
Position 15146: 0.059743778686476096
Position 1170: 0.056012799818736525
Position 5920: 0.05190420725767954
Position 6730: 0.033932608496438935
Position 16013: 0.032410640829955636
Position 9505: 0.025982957041754663
Position 6550: 0.01954375596220537
Position 5054: 0.0189374749249046
Position 5131: 0.014292445613453678
Position 9831: 0.012454445278944274
Position 6243: 0.010609338312021167
Position 14746: 0.009508289322299782
Position 15249: 0.009459005562867526
Position 799: 0.008970108366236497
Position 15139: 0.00844710785699959
Position 5658: 0.007758323997118835
Position 14715: 0.007308901963158075
Position 7816: 0.006145307716449657
Position 14368: 0.006056433015305434
Position 16246: 0.004953563068576219
Position 10255: 0.0037765043381831416
Position 9035: 0.002400108946538576
Position 5805: 0.0022573805395415805
Position 6972: 0.0022079110512357885
Position 7841: 0.0015353210910606986
Position 6459: 0.001347737444313159
Position 11466: 0.0012769106952307406
Position 11442: 0.0011386393884124854
Position 8935: 0.0007734833151626261
Position 11435: 0.0002920911878217552
Position 110: 0.00016601803661031684
Position 11286: 0.00014833435916211345
Position 37: 6.586589142512077e-05
Position 307: 6.400881267244663e-05
Position 27: 3.8287383464693234e-05
Position 14908: 1.8676012717729026e-05
Position 4274: 1.4264103202191438e-05
Position 31: 6.0047363566073654e-06
Position 172: 4.104573251555613e-06
Position 14917: 5.421412125063223e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10933: 0.9987805838919797
Position 6874: 0.9961856636210272
Position 14258: 0.9922028460949929
Position 14837: 0.9662796413092419
Position 11325: 0.9646527694363128
Position 5414: 0.8425413459371451
Position 10696: 0.709323692871833
Position 11778: 0.6906822176016592
Position 4921: 0.6735310388339788
Position 14513: 0.6579131636447969
Position 4083: 0.5829765676678195
Position 5773: 0.5723457122792066
Position 12764: 0.5321811858166707
Position 15929: 0.49846731856572896
Position 234: 0.4873436368248245
Position 11580: 0.4534305012797847
Position 15036: 0.42517132602480884
Position 4154: 0.4152113413551062
Position 14464: 0.31853021552348604
Position 4946: 0.28694994827223713
Position 12798: 0.25911142258217423
Position 11513: 0.15147550071599197
Position 14676: 0.13460209522818842
