Gene = ASPM
index = 102
Annotated 5SS: [  554  2738  4364  6928 11599 13345 14410 16780 17508 18205 21649 21825
 22585 24307 24536 24780 28906 46264 50697 52611 53643 54788 55845 56499
 56765 58439 59892]
Annotated 3SS: [ 2593  2883  6822 11451 13098 14341 16637 17376 18028 21502 21738 22362
 24098 24392 24650 28710 41508 50529 52513 53432 54637 55652 56305 56609
 58261 59721 62267]
SMsplice 5SS: [   13   180   554  2738  4198  4364  6928 11599 14410 16780 17508 21649
 21825 22585 24536 24780 28906 50697 52611 53643 54788 55845 56499 56765
 58439 59892]
SMsplice 3SS: [   99   458  2593  4087  4264  6822 11451 14341 16637 17376 21502 21738
 22362 24456 24650 28710 50529 52513 53432 54637 55652 56305 56609 58261
 59721 62267]
top_k =  100
Partition function (log Z): 2.1906907114267495

Sorted 5' Splice Sites (High to Low Probability):
Position 11599: 0.9999999999999971
Position 14410: 0.9999999999999969
Position 2738: 0.9903952119709887
Position 4364: 0.9877707873031583
Position 17508: 0.9809201878378537
Position 554: 0.960985915230452
Position 16780: 0.9453660631683521
Position 28906: 0.9324501488140619
Position 22585: 0.9266426816730056
Position 180: 0.8867281151472323
Position 24780: 0.8678284374050563
Position 21825: 0.7452201862334736
Position 4198: 0.677518205837475
Position 21649: 0.6226293169628225
Position 5464: 0.5196655375921816
Position 18205: 0.38370191689225003
Position 21666: 0.3352744986720769
Position 4806: 0.2134103437472989
Position 3163: 0.16541261202179997
Position 24828: 0.12571865331399842
Position 23470: 0.06749729993628323
Position 16032: 0.056381156891432326
Position 293: 0.055119468567906636
Position 17003: 0.05232794473643771
Position 12020: 0.04347457328744038
Position 13345: 0.04127631873843533
Position 17650: 0.04034900154045837
Position 1988: 0.03900480367217126
Position 24220: 0.03822403532537021
Position 24027: 0.036807198701712195
Position 28265: 0.02934381378562935
Position 2178: 0.02108672477926607
Position 30039: 0.019746204575728763
Position 675: 0.012396935509930086
Position 800: 0.011602631519793839
Position 24307: 0.01123747173829797
Position 16036: 0.01006541501574192
Position 4126: 0.00963002449189808
Position 17573: 0.00880548417451658
Position 2021: 0.008572926170651307
Position 394: 0.008281146674997384
Position 107: 0.007273863659957434
Position 174: 0.004982775700984638
Position 17: 0.0040378016926966515
Position 5122: 0.0040095067990046085
Position 748: 0.0035662367163732224
Position 16996: 0.003146688524035995
Position 1148: 0.0029843728141308837
