Gene = ERRFI1
index = 509
Annotated 5SS: [  151 10814 11001]
Annotated 3SS: [10615 10923 11911]
SMsplice 5SS: [  151 10814 11001]
SMsplice 3SS: [10615 10923 11911]
top_k =  100
Partition function (log Z): -11.56153730642397

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9992035734438219
Position 10814: 0.7418704136013285
Position 11001: 0.3352522093582044
Position 11027: 0.20267127448939298
Position 10801: 0.1669131630831329
Position 12043: 0.04014974690969687
Position 11059: 0.020112189424651074
Position 12076: 0.014935513611195486
Position 805: 0.0014029699773648113
Position 4970: 0.0012149892910066115
Position 562: 0.0006789511926991919
Position 3916: 0.0005611649166848089
Position 1203: 0.00011798945757081678
Position 11: 2.8719304982824904e-06
Position 539: 1.6366913034061985e-06
Position 765: 7.701541938656733e-07
Position 748: 3.671405662311336e-07
Position 356: 1.6502476324256586e-07
Position 176: 1.4274513101240112e-07
Position 744: 7.176820361655738e-08
Position 65: 6.046694053424236e-08
Position 6: 2.506577479811876e-08
Position 284: 5.88839159475005e-09
Position 300: 2.5656098026793477e-09
Position 448: 6.119926292796384e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10615: 0.9152884928071494
Position 10923: 0.6816520019185918
Position 11911: 0.5665331468268827
Position 12370: 0.11284997173475553
Position 11862: 0.08500191768246107
Position 11956: 0.07014468238434654
Position 12944: 0.02591704696189005
Position 12161: 0.014676887070376015
Position 868: 0.008398856700442447
Position 5100: 0.007915280751351892
Position 9428: 0.006518205061873365
Position 3406: 0.005410891513138335
Position 5798: 0.0039498142451250195
Position 4889: 0.0018335129406939238
Position 2005: 0.0016666721797295436
Position 6236: 0.0015499753639883788
Position 1280: 0.001476674340485115
Position 4866: 0.0013269101464219828
Position 3840: 0.00131991715407918
Position 710: 0.0009877665100643568
Position 3351: 0.0009608038017381537
Position 3770: 0.0009540076117545414
Position 355: 0.00093694391109204
Position 5352: 0.0009244640261246732
Position 796: 0.0007405679202733694
Position 1862: 0.0007342029583154497
Position 5497: 0.0006753988517958452
Position 2214: 0.0006390973327263417
Position 1683: 0.0005854535888932721
Position 4778: 0.0005540628397256948
Position 4234: 0.00048277661692309353
Position 3951: 0.00048026132220124426
Position 4193: 0.0004324133141974804
Position 3213: 0.00043193597748805175
Position 1444: 0.00035014049076076973
Position 388: 0.0003231963379353901
Position 769: 0.0002663437643064706
Position 512: 0.00010245363419613632
Position 658: 5.816038747128194e-05
Position 576: 8.35304776985948e-06
Position 526: 7.664576588048402e-06
Position 1117: 6.147585006521415e-06
Position 1008: 4.581504266648339e-06
Position 1062: 3.2902037591283154e-06
Position 1041: 3.256823403886701e-06
Position 993: 2.9973757985529346e-06
Position 412: 8.628720566275491e-07
Position 256: 6.515498508616619e-07
Position 238: 5.355072999298906e-07
Position 490: 3.802329703188581e-07
Position 300: 2.385495849778556e-07
