Gene = DDOST
index = 435
Annotated 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
Annotated 3SS: [ 552 5356 5764 6009 6836 7172 7769 8572 8816 9015]
SMsplice 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
SMsplice 3SS: [ 446 5356 5764 6009 6836 7220 7769 8572 8816 9015]
top_k =  100
Partition function (log Z): 22.481009476850712

Sorted 5' Splice Sites (High to Low Probability):
Position 5444: 0.987954737474974
Position 6931: 0.9812358101384843
Position 8924: 0.977275371600213
Position 5869: 0.961785543445879
Position 7322: 0.9455844693701367
Position 8694: 0.9453243643414072
Position 348: 0.9366408177986179
Position 7918: 0.862423255705852
Position 664: 0.8198322735541098
Position 6105: 0.7786449352319272
Position 6109: 0.18955070379469413
Position 1474: 0.1462435907096876
Position 8123: 0.06970312990468132
Position 3376: 0.06561449066893617
Position 4077: 0.05909742593258691
Position 1552: 0.04613239956195223
Position 3804: 0.045967261350032394
Position 2825: 0.03758694530428075
Position 8063: 0.03712713886229718
Position 2795: 0.03575985544672404
Position 7870: 0.03369912987054161
Position 7677: 0.030744227116036835
Position 6526: 0.027192270524334712
Position 611: 0.026047740739171626
Position 102: 0.019722721415429804
Position 6203: 0.018606460515646045
Position 5893: 0.018233344264437564
Position 8934: 0.01810847851455316
Position 83: 0.01697844252748394
Position 7065: 0.01576486779265447
Position 148: 0.012722663214314924
Position 7770: 0.011153758533948227
Position 6113: 0.010849187458626688
Position 308: 0.010663383936094388
Position 2784: 0.009131327140155882
Position 369: 0.007677988397579312
Position 9156: 0.007150097431637098
Position 157: 0.005501274052400282
Position 359: 0.005063257639655858
Position 5462: 0.004284312701658077
Position 5422: 0.003867861785734605
Position 5789: 0.003592542483883888
Position 6098: 0.0033944190775426508
Position 481: 0.0032149717856027097
Position 7644: 0.002378943867950634
Position 7442: 0.0014055814903629925
Position 657: 0.0013289559845106633
Position 832: 0.0010504615778725588
Position 9311: 0.0005212592675486269
Position 5728: 0.0004574479013190175
Position 6454: 0.0004123349348178456
Position 9214: 0.000402800643132952
Position 139: 0.00021680431155233826
Position 5940: 0.00019460542482619442
Position 172: 6.377557791165307e-05
Position 165: 1.433763234121122e-05
Position 260: 4.664934024677697e-06
Position 7508: 4.032702183798386e-06
Position 389: 1.8982418245158826e-06
Position 393: 1.487116015280777e-06
Position 159: 1.02494008354992e-06
Position 105: 3.800739332785245e-07
Position 376: 2.397252871884371e-07
Position 8854: 1.9368951961403826e-07
Position 235: 8.584366839553687e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6009: 0.9971471222344808
Position 8816: 0.9908387020696268
Position 9015: 0.9881262980028902
Position 5764: 0.9779560477082789
Position 6836: 0.9647621554790788
Position 5356: 0.9416911468501431
Position 7769: 0.9159454873894322
Position 8572: 0.7330547508232416
Position 446: 0.4975775088179797
Position 7220: 0.469649018986742
Position 7172: 0.3570526708419031
Position 552: 0.2765455216905018
Position 8516: 0.2007566142823164
Position 1376: 0.18336001469509386
Position 7249: 0.10448852101130805
Position 2723: 0.08247812789116064
Position 8014: 0.07304161450343011
Position 3251: 0.057363144019083614
Position 5298: 0.04876802528602374
Position 3964: 0.03861643377773385
Position 7578: 0.03366124933908451
Position 6796: 0.030755747580440126
Position 3534: 0.02906376652691616
Position 443: 0.026870231348038946
Position 3926: 0.020480992154853064
Position 497: 0.020111884138118312
Position 6201: 0.01811505386963455
Position 3574: 0.016903494823116243
Position 7555: 0.016446670713945247
Position 660: 0.015484519263823613
Position 270: 0.015176894677492957
Position 8641: 0.011655401624870458
Position 9413: 0.008712401740872308
Position 3211: 0.00825134664985261
Position 6418: 0.006837803255428163
Position 287: 0.00668349290034943
Position 7270: 0.00644557876497418
Position 6234: 0.006012991995233991
Position 7225: 0.005817584920422416
Position 5239: 0.005647739826197119
Position 183: 0.005480955754572693
Position 9252: 0.005428230460189901
Position 7827: 0.005096098634556151
Position 1337: 0.004791479430708352
Position 8869: 0.00472968620430801
Position 1423: 0.004224496145837321
Position 9036: 0.00369244965391515
Position 5578: 0.0023097344383184396
Position 7155: 0.002222309418811737
Position 500: 0.00219005212912485
Position 7714: 0.0018228247320899796
Position 5623: 0.001715656445682838
Position 6809: 0.001443893505079506
Position 7064: 0.0012903808694360503
Position 8103: 0.0012156385487700646
Position 5583: 0.0011911809175584646
Position 5603: 0.0011007822909671599
Position 9086: 0.0006089539088278288
Position 6266: 0.0005271126102375726
Position 8766: 0.0005063883518901674
Position 9389: 0.00034116672425102466
Position 9122: 0.00033152164080766327
Position 663: 0.0001419478633800615
Position 687: 0.0001306903679581645
Position 595: 0.00010939597151830116
Position 189: 9.907893662710867e-05
Position 611: 9.16043300189207e-05
Position 186: 4.658990552343363e-05
Position 7051: 3.8695661734863826e-05
Position 7193: 2.8018749085446736e-05
Position 193: 3.565637851446709e-06
Position 346: 2.270230486639785e-06
Position 339: 2.17475380253837e-06
Position 204: 6.401380958876277e-07
Position 199: 5.471789889024043e-07
Position 6097: 3.092921166206164e-07
Position 6918: 1.85704807006689e-07
