Gene = EFCC1
index = 487
Annotated 5SS: [  696  2449 29232 31338 32701 35489 37272]
Annotated 3SS: [ 2164 29073 31192 32534 35347 37201 38082]
SMsplice 5SS: [  301  2449 29232 31338 32701 35489 37272 37987]
SMsplice 3SS: [ 2164 29073 31189 32534 35347 37201 37824 38082]
top_k =  100
Partition function (log Z): -19.53984925796292

Sorted 5' Splice Sites (High to Low Probability):
Position 2449: 0.9354787978225806
Position 301: 0.43509909329237967
Position 696: 0.4216233131886242
Position 3261: 0.09128103868362936
Position 5979: 0.08158858599532105
Position 183: 0.07692978287181082
Position 2309: 0.03776931708183008
Position 589: 0.03620082999048496
Position 1317: 0.0333918269658568
Position 723: 0.02697547417230889
Position 10507: 0.026916818628979395
Position 10624: 0.026293239554151557
Position 4651: 0.020549279218623193
Position 1689: 0.017596889850793426
Position 1866: 0.012443302073293338
Position 1526: 0.012330673949372756
Position 2228: 0.010408501408011668
Position 1212: 0.00746459520153881
Position 49: 0.006762485889956705
Position 2393: 0.005927168930337175
Position 9: 0.004244014966079549
Position 2071: 0.0027768198489375928
Position 1601: 0.0017223590856036252
Position 3566: 0.0014817441919668935
Position 147: 0.0013010624790776618
Position 2414: 0.0012952423381584934
Position 144: 0.000987482675066678
Position 170: 0.0009773392472969377
Position 5342: 0.0004543642898135648
Position 321: 3.419526229501015e-05
Position 252: 2.746403463309179e-05
Position 217: 4.692018397657377e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2164: 0.9999964715543259
Position 10388: 0.5519851001518958
Position 3157: 0.10642635630268604
Position 14542: 0.10096914406349104
Position 11325: 0.09871147227484393
Position 4574: 0.08131570687798233
Position 5796: 0.07945036797368041
Position 7255: 0.05268167689469531
Position 499: 0.042958248143929054
Position 5627: 0.03826659791577035
Position 9972: 0.022858817196843895
Position 7580: 0.01210609249512791
Position 1122: 0.011504959993532845
Position 1171: 0.009810026821773779
Position 2596: 0.009319543722026341
Position 1205: 0.007950841834361013
Position 8105: 0.0066247647654988934
Position 5154: 0.006364873242053453
Position 6827: 0.006268843700761116
Position 6253: 0.006242251227952987
Position 1066: 0.006099561922271245
Position 2302: 0.005464403591784273
Position 6793: 0.005341905517698537
Position 6715: 0.005257804371753884
Position 1699: 0.004992641016510547
Position 2407: 0.004985844920008488
Position 7223: 0.004431735272155468
Position 2916: 0.004415618134343536
Position 2552: 0.004384316685841593
Position 6226: 0.004177305521522135
Position 2978: 0.004097320466957307
Position 577: 0.003989135993766443
Position 5978: 0.0037902341499734264
Position 1538: 0.0028555620362963846
Position 2018: 0.0027803482946036485
Position 1409: 0.0024301650178765117
Position 5553: 0.0023759315091330412
Position 5220: 0.0019657524934364465
Position 2338: 0.0018921251284046493
Position 4211: 0.001871713659974792
Position 4600: 0.0017257980707133158
Position 431: 0.001707269640998574
Position 1491: 0.0012990505624116385
Position 3068: 0.0011332409524176788
Position 3484: 0.0009351937360030037
Position 2612: 0.0006458818928054774
Position 665: 0.0005194142311488173
Position 2392: 0.0003539220883343919
Position 3425: 0.0002255387384497189
Position 3108: 0.00016829441942807413
Position 3291: 0.00010930431244843588
Position 5252: 0.00010330370451126538
