Gene = MUC1
index = 896
Annotated 5SS: [  83  686 2021 2176 2462 2729 2959]
Annotated 3SS: [ 584 1897 2119 2324 2606 2808 3973]
SMsplice 5SS: [  83  686 2021 2462 2729 2959]
SMsplice 3SS: [ 557 1951 2324 2606 2808 3973]
top_k =  100
Partition function (log Z): 0.4049936705629249

Sorted 5' Splice Sites (High to Low Probability):
Position 2462: 0.9152649508892617
Position 2959: 0.892910403828625
Position 686: 0.8755172663808205
Position 2729: 0.8591419664190713
Position 2021: 0.8074263376185895
Position 83: 0.5297012785850108
Position 182: 0.48245222750153
Position 3454: 0.15665666242184004
Position 2176: 0.07805602566501972
Position 1856: 0.038282086314726224
Position 2369: 0.018843634302725985
Position 2215: 0.013739866131600555
Position 97: 0.011724983305077775
Position 3054: 0.011004788756160497
Position 3589: 0.005625632113519799
Position 272: 0.005502322382889947
Position 465: 0.0036794996917107058
Position 3348: 0.0036549553593147894
Position 276: 0.003382891069837154
Position 3842: 0.0017193460330047275
Position 2684: 0.0007910651308753996
Position 2606: 0.0005618724988109592
Position 324: 0.00044354685404367336
Position 142: 0.00032488442907333714
Position 176: 0.0002919995364005168
Position 432: 0.00011142127305846695
Position 73: 2.1975878550467736e-06
Position 42: 1.3693868859603928e-07
Position 122: 7.046828007249971e-08
Position 104: 1.9725392468381012e-08
Position 125: 5.475657855175614e-09
Position 134: 4.36045813041854e-09
Position 146: 1.0469578011069711e-09
Position 131: 4.629088604894771e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2808: 0.9740191339812913
Position 2324: 0.840035049708894
Position 557: 0.665080833019893
Position 3973: 0.6599390909586743
Position 1951: 0.6097155958393693
Position 2606: 0.4082872620950444
Position 2638: 0.37038164025129916
Position 3378: 0.2335599088183637
Position 1970: 0.1604403437133642
Position 3291: 0.11656836064894638
Position 584: 0.08638424742272825
Position 2119: 0.07748981477245856
Position 2544: 0.07414460435820555
Position 527: 0.06489556332333045
Position 2368: 0.06347910556005718
Position 620: 0.05715793780211628
Position 162: 0.037229377056780796
Position 3983: 0.022989418998224726
Position 1897: 0.02272050674916266
Position 1731: 0.022379853847662962
Position 1884: 0.02003790113098585
Position 2820: 0.019005577366675963
Position 2329: 0.018693391279055532
Position 3722: 0.011870119748118944
Position 3426: 0.010266784090097217
Position 4048: 0.00804036134265231
Position 1679: 0.007698798048093626
Position 1779: 0.007658868767188333
Position 2657: 0.0047252774520310445
Position 2128: 0.004592037360821358
Position 1977: 0.0044015251054101215
Position 4019: 0.004184058682283354
Position 2258: 0.0035789386348721417
Position 3841: 0.003023948313405612
Position 2860: 0.0029721908246102286
Position 1595: 0.002834330291143208
Position 2518: 0.0027294773356349826
Position 1626: 0.002388086437501102
Position 1566: 0.0023306605642028273
Position 3131: 0.0020173685565839463
Position 3189: 0.0019582964407413813
Position 1655: 0.001644448617434698
Position 486: 0.0007744361967704381
Position 609: 0.0006524608767492055
Position 566: 0.0005717877392329787
Position 2832: 0.0005534333253681478
Position 3261: 0.000324023467213561
Position 219: 0.00019556331914474077
Position 222: 0.0001383935254676666
Position 303: 1.604153527057239e-05
Position 456: 1.5722269361432904e-05
Position 308: 1.2054143300026977e-05
Position 176: 6.145689100199143e-06
Position 181: 4.193156407067147e-06
