Gene = ZMYM6NB
index = 1605
Annotated 5SS: [ 156 1587]
Annotated 3SS: [1405 3233]
SMsplice 5SS: [ 156 1587]
SMsplice 3SS: [1405 3233]
top_k =  100
Partition function (log Z): -9.190285664240333

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.9124198139297506
Position 1587: 0.6751113129960179
Position 526: 0.09811403496984261
Position 933: 0.058799423086580004
Position 892: 0.03662803290585045
Position 308: 0.018307890803736987
Position 2065: 0.01327839357840765
Position 3100: 0.008991841879385797
Position 1448: 0.007839014203232688
Position 921: 0.0022791889430220117
Position 461: 5.892588919357456e-05
Position 31: 4.617602062816275e-05
Position 141: 3.5392278343797666e-05
Position 107: 2.1462762176928987e-05
Position 66: 2.0200964335442723e-05
Position 421: 5.802640578508374e-06
Position 75: 4.344119884584487e-06
Position 390: 1.65050453866479e-07
Position 200: 1.1807816072330441e-07
Position 102: 6.372825009916648e-08
Position 8: 9.103000154588829e-09
Position 73: 1.435222269830567e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1405: 0.5728267089990777
Position 3233: 0.5561361230877991
Position 1447: 0.09390155196794628
Position 2212: 0.09071923980098506
Position 3557: 0.0684574399682526
Position 1423: 0.056145011041637084
Position 3203: 0.05121151268434185
Position 777: 0.048696987171589656
Position 1777: 0.03260628844409548
Position 827: 0.030780455792250347
Position 3065: 0.026424892932394268
Position 1718: 0.02373400153577518
Position 239: 0.021788167249810617
Position 382: 0.02132389498672119
Position 3254: 0.019509772350797143
Position 3736: 0.016017943862920932
Position 2997: 0.013090056488280587
Position 350: 0.0121040986953588
Position 1487: 0.012011609035535909
Position 2489: 0.010850088868874697
Position 2351: 0.010174352115848932
Position 3437: 0.009219138236129933
Position 515: 0.004944031317440364
Position 728: 0.004457305375042671
Position 1940: 0.004010145515558771
Position 563: 0.003994991726117096
Position 1943: 0.0027259442442925906
Position 788: 0.0025343335730063665
Position 2260: 0.002433852560842495
Position 399: 0.002059805578505751
Position 1696: 0.0019226838652865858
Position 1037: 0.0016665416656788067
Position 1227: 0.0014427951452813254
Position 662: 0.0005761637956434323
Position 734: 0.0005098090495391559
Position 876: 0.0003302920318898012
Position 845: 0.00028344727655322036
Position 716: 0.00017651911662958116
Position 1801: 8.763990445917706e-05
Position 1260: 7.597230786562223e-05
