Gene = CHMP5
index = 370
Annotated 5SS: [  206  1173  2958  5775  6282 11623 13284]
Annotated 3SS: [ 1067  2910  5680  6209 11513 13170 15866]
SMsplice 5SS: [  206  1173  2958  6282 11623]
SMsplice 3SS: [ 1067  2910  6209 11513 15866]
top_k =  100
Partition function (log Z): 5.286135446263234

Sorted 5' Splice Sites (High to Low Probability):
Position 6282: 1.0000000000000007
Position 11623: 0.9999851714666855
Position 1173: 0.9185599887982047
Position 206: 0.8287430942907984
Position 2958: 0.6262440917565423
Position 11838: 0.463264569783027
Position 13284: 0.3213663759376984
Position 885: 0.3123513958235343
Position 5775: 0.21168978261867114
Position 11866: 0.199328932771249
Position 3701: 0.16710482366495696
Position 3559: 0.15481619554820525
Position 2124: 0.1502367311256186
Position 8308: 0.12182364015032503
Position 1178: 0.0697815737007085
Position 2327: 0.05124371278285076
Position 3554: 0.04875864736643603
Position 6714: 0.04565328199714033
Position 6690: 0.02931756850098801
Position 2829: 0.019749766029719847
Position 12022: 0.017266855760733238
Position 3922: 0.01451910962587123
Position 13258: 0.01309483021592726
Position 228: 0.012769067207724472
Position 2498: 0.008948145330342149
Position 2403: 0.008502005354071406
Position 854: 0.006035287020359546
Position 1201: 0.005048253655070138
Position 3028: 0.004225277378716973
Position 2991: 0.004066810137619427
Position 7004: 0.0037836131974296966
Position 2040: 0.0032418610679752274
Position 598: 0.0008827726968863672
Position 1812: 0.0005233006188028757
Position 369: 0.00027886110924319607
Position 631: 0.00011668536781692896
Position 304: 1.4182249013123388e-05
Position 64: 1.1896770929249591e-05
Position 76: 1.0553060574779922e-05
Position 97: 9.472166582093232e-08
Position 110: 9.246484393452127e-09
Position 116: 7.840409438218005e-09
Position 360: 8.716235928682007e-10
Position 90: 4.6283521611449884e-11
Position 108: 3.6136659944852025e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11513: 1.0000000000000004
Position 6209: 1.0000000000000002
Position 1067: 0.9564258052324099
Position 15866: 0.8823922867222801
Position 2910: 0.6345361792728788
Position 13170: 0.34111424288418646
Position 3455: 0.2545265322054206
Position 11703: 0.22659635489251584
Position 11719: 0.22540505091695273
Position 5680: 0.21168978261867114
Position 11731: 0.13132223296485118
Position 8055: 0.12182364015032501
Position 3659: 0.1082713493455079
Position 2019: 0.09882248981513653
Position 16029: 0.0772969609471037
Position 6598: 0.0742824216166925
Position 567: 0.06404186318315598
Position 1952: 0.05578400436344456
Position 11807: 0.04822975031720093
Position 786: 0.04573925911176191
Position 2234: 0.03120125925594308
Position 11761: 0.030730303940279036
Position 969: 0.02731553379169214
Position 686: 0.023089157354069478
Position 2534: 0.01974976602971985
Position 597: 0.016072810749268734
Position 15678: 0.015606488532693802
Position 11932: 0.01459231335347367
Position 15601: 0.014399421904222363
Position 2157: 0.012728587008234241
Position 3515: 0.011760998593167175
Position 2237: 0.009839568294889767
Position 3424: 0.008983313754223897
Position 2257: 0.0075787399647087896
Position 845: 0.0067748414555221835
Position 11951: 0.006326347570398795
Position 1024: 0.004770415372839673
Position 2086: 0.003576937988005201
Position 1034: 0.0024582021928096012
Position 6979: 0.0013903217080476725
Position 1979: 0.0013417473474434927
Position 428: 0.0013010433974483498
Position 6520: 0.0012589996379727968
Position 1911: 0.001229751187981068
Position 754: 0.0011143688934782063
Position 807: 0.0010847255415108918
Position 6774: 0.0010217413893072239
Position 271: 0.0009278345432238096
Position 662: 0.0009197696141918177
Position 3480: 0.0008608785412411464
Position 6790: 0.0008009793435378466
Position 3360: 0.000795703765908813
Position 1633: 0.0005233006188028755
Position 631: 0.0005114727354340788
Position 496: 0.000438232347791958
Position 577: 0.00034008999639228423
Position 764: 0.0003125138725640002
Position 1078: 0.0002220384471963299
Position 502: 0.00021695205171675706
Position 11736: 0.0001741959603006396
Position 699: 0.00010596105895936416
Position 392: 0.00010467267003802635
Position 1100: 0.00010288577342954303
Position 862: 6.948485122875351e-05
Position 1999: 6.93704350714484e-05
Position 11775: 6.376043055696722e-05
Position 1075: 6.319718453559911e-05
Position 11784: 5.7024598303220994e-05
Position 369: 4.2135701879894796e-05
Position 1044: 3.470563065369796e-05
Position 711: 1.6473840622134359e-06
Position 584: 1.1309423607223859e-06
Position 654: 9.361691461768842e-07
Position 1125: 3.7262695670693995e-08
