Gene = PPP2R4
index = 1063
Annotated 5SS: [   83   682  9661 12189 18161 20690 23945 25646 26743 31603]
Annotated 3SS: [  521  9562 12101 18034 20571 23844 25520 26641 31494 36436]
SMsplice 5SS: [  682  9661 12189 18161 20690 23945 25646 26520 26743 31603]
SMsplice 3SS: [ 9562 12101 18034 20571 23844 25520 26404 26641 31494 32424]
top_k =  100
Partition function (log Z): 2.662899588914638

Sorted 5' Splice Sites (High to Low Probability):
Position 12189: 0.9999999999999986
Position 682: 0.9985990802234176
Position 31603: 0.9955549872968342
Position 20690: 0.9299570036535281
Position 23945: 0.8422604120241379
Position 18161: 0.8397087115305681
Position 26743: 0.7880330623907081
Position 25646: 0.7385786603853469
Position 9661: 0.45195693905540835
Position 26520: 0.4128014337004564
Position 20496: 0.29627739765288463
Position 9730: 0.2556470162871842
Position 8192: 0.24780699010001808
Position 20286: 0.18249806072562705
Position 18142: 0.1449781731204363
Position 28700: 0.11939202062463439
Position 21532: 0.08314733998713082
Position 16056: 0.08035003243605492
Position 17119: 0.06505621738180752
Position 20232: 0.058420040947433916
Position 9679: 0.05708458259741126
Position 26756: 0.05371839667876829
Position 26723: 0.051218153471491515
Position 25661: 0.039291084756744574
Position 13851: 0.03788091473798692
Position 2287: 0.027919138534600246
Position 83: 0.023220117389683614
Position 15489: 0.016377532549384254
Position 16483: 0.013458177532215398
Position 29202: 0.008476816153424025
Position 4642: 0.007585890018578364
Position 4189: 0.006854269195127763
Position 1262: 0.006482748643300944
Position 32240: 0.0052791721320727975
Position 26928: 0.004626268817796373
Position 332: 0.003959658981789323
Position 18427: 0.003537517095863778
Position 198: 0.0028263769943259304
Position 32524: 0.0018482625699301474
Position 89: 0.001592919136470523
Position 717: 0.000718384837477063
Position 224: 0.0006191661098134425
Position 29: 0.00020331568809828495
Position 842: 0.00020308944327992597
Position 192: 0.00016717477594619347
Position 227: 0.0001401095076088769
Position 408: 0.00013603109883412578
Position 320: 8.947897018443104e-05
Position 114: 8.102034094419327e-05
Position 32063: 4.339106190676569e-05
Position 32261: 2.2209846421394813e-05
Position 32024: 1.2596970950673452e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 31494: 0.9999999999999986
Position 12101: 0.9999999999999981
Position 18034: 0.9846868846510048
Position 26641: 0.8929696125409685
Position 20571: 0.8734217859341893
Position 23844: 0.8210532925503978
Position 25520: 0.7778697451420912
Position 9562: 0.7646885379400039
Position 26404: 0.4128014337004564
Position 20345: 0.31743460634953047
Position 8073: 0.24780699010001808
Position 20152: 0.2373543992687075
Position 32424: 0.20353882980043358
Position 36436: 0.18485066428833252
Position 37564: 0.15076293083818787
Position 28492: 0.11939202062463439
Position 33199: 0.11744055960428663
Position 21404: 0.0831473399871308
Position 32138: 0.08086351374415182
Position 15974: 0.08035003243605492
Position 31730: 0.06701156526249487
Position 17013: 0.06505621738180752
Position 32754: 0.041240115379258716
Position 32972: 0.040252756861063645
Position 36212: 0.031254816230113454
Position 20617: 0.02982251543187503
Position 13714: 0.02832389957557439
Position 32303: 0.025054294359878913
Position 23749: 0.021207119473739836
Position 2168: 0.017721549328373772
Position 521: 0.01668700374217525
Position 32099: 0.016393995600161658
Position 546: 0.015750535644219663
Position 16424: 0.013458177532215398
Position 35608: 0.013357270207442803
Position 15288: 0.010638252126928026
Position 32927: 0.009925398797897344
Position 35907: 0.008698429786374359
Position 29132: 0.008476816153424025
Position 4469: 0.007585890018578365
Position 2188: 0.006898284180342696
Position 4074: 0.006854269195127763
Position 13608: 0.006621272043918391
Position 15269: 0.0057392804224562265
Position 31916: 0.0056198394788781175
Position 20448: 0.005555493590818311
Position 35147: 0.004847734951872189
Position 26816: 0.004626268817796373
Position 20062: 0.003563702404353499
Position 18298: 0.0035375170958637796
Position 1134: 0.0033025399877179063
Position 2164: 0.003299305025883772
Position 1186: 0.0031802086555830435
Position 13821: 0.00293574311849414
Position 32834: 0.0016479046872871952
Position 442: 0.00011838411148006732
