Gene = QARS
index = 1105
Annotated 5SS: [ 455  748 1209 1441 1727 2653 2867 3244 3452 3717 4497 4692 4882 5111
 5311 5562 5728 5962 6187 6472 6719 6880 7080]
Annotated 3SS: [ 599 1098 1364 1661 2598 2805 3171 3365 3629 4396 4612 4772 4979 5217
 5423 5639 5817 6081 6378 6590 6812 6953 8991]
SMsplice 5SS: [ 163  455 1209 1441 1727 2690 2867 3244 3452 3717 4497 4692 4882 5111
 5311 5562 5728 5962 6187 6522 6719 6880 7080]
SMsplice 3SS: [ 372 1098 1364 1639 2598 2805 3171 3365 3629 4396 4612 4772 4979 5217
 5423 5639 5817 6081 6378 6590 6812 6953 8991]
top_k =  100
Partition function (log Z): 50.983956821537575

Sorted 5' Splice Sites (High to Low Probability):
Position 1727: 0.994809356088948
Position 3717: 0.9921998246426079
Position 5311: 0.9878055483014215
Position 4692: 0.9869583423020978
Position 5111: 0.9779376627391598
Position 1209: 0.9673821019854393
Position 5962: 0.9648957577758266
Position 6187: 0.9486242921536544
Position 2867: 0.9291101285916011
Position 3244: 0.8879615529219818
Position 6880: 0.8810647559890458
Position 5562: 0.8794128499347462
Position 6719: 0.8450456350637184
Position 1441: 0.8279584654550204
Position 7080: 0.827758868043706
Position 455: 0.8219051789520005
Position 3452: 0.8006832238391692
Position 4497: 0.7539902353091814
Position 6522: 0.731809839584435
Position 4882: 0.6867753163271749
Position 163: 0.6842804099296274
Position 5728: 0.6454465966551344
Position 2690: 0.31142695967423545
Position 5742: 0.3020873224939275
Position 2653: 0.25795399436179733
Position 6472: 0.24159354059622556
Position 2695: 0.2020150167811629
Position 748: 0.14742343446197723
Position 5566: 0.11026730621209924
Position 2700: 0.10638677866555103
Position 2477: 0.10245330775560207
Position 6699: 0.10055920434699774
Position 2685: 0.07216043116431589
Position 6847: 0.07025434858703651
Position 699: 0.06572706142889266
Position 6312: 0.06188688636212465
Position 715: 0.05056734652719927
Position 67: 0.05028430145773379
Position 1516: 0.03732351078518099
Position 892: 0.03578683723696305
Position 3366: 0.03319044998007088
Position 6748: 0.03266884154732336
Position 3472: 0.030751184628343847
Position 4530: 0.03031609363724145
Position 1505: 0.028768683091909313
Position 272: 0.023825765005280646
Position 3444: 0.023386824109972646
Position 5980: 0.019882526522894604
Position 4912: 0.019681854165715242
Position 4484: 0.019092756628895056
Position 5747: 0.018058499067704695
Position 5078: 0.014719988224728689
Position 5336: 0.011090831899302373
Position 6909: 0.008784001144367694
Position 3821: 0.007800175357393441
Position 5991: 0.006416991245616571
Position 1170: 0.005983421775407286
Position 4906: 0.0038203553911049246
Position 280: 0.0029744389529863277
Position 6694: 0.002662950933332082
Position 1109: 0.002317463003465475
Position 6900: 0.0019859414581475743
Position 5127: 0.0012688817119523243
Position 481: 0.0010283175368460528
Position 5552: 0.0006223659881211827
Position 6229: 0.0005642174743936571
Position 5061: 0.00046419153489106056
Position 1578: 0.0004281497515188909
Position 5557: 0.0004198251897703286
Position 6139: 0.0004168924581123636
Position 4922: 0.00029121152679449864
Position 5115: 0.0002700078467699638
Position 167: 0.00026901178531114504
Position 2119: 0.0002570521203126544
Position 517: 0.00022586574622450068
Position 5034: 0.00019051579885436752
Position 5135: 0.0001375772069237285
Position 6: 2.7641220630246886e-05
Position 4887: 1.6749456721228672e-05
Position 118: 1.1953254947647184e-05
Position 310: 6.7971175087317095e-06
Position 178: 6.27909044916324e-06
Position 176: 3.3019072287456487e-06
Position 5324: 1.271775821004898e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5217: 0.9993808123754478
Position 6590: 0.9905341492041191
Position 4612: 0.9862788274343098
Position 4979: 0.9853523908928796
Position 5639: 0.9750096324443276
Position 3629: 0.9696558157310352
Position 3171: 0.9468556123481531
Position 2598: 0.9468256740235776
Position 6812: 0.9261861184882559
Position 5817: 0.9077732320740328
Position 6081: 0.8972739409774225
Position 2805: 0.8721874982927047
Position 8991: 0.8664017529923685
Position 1364: 0.8635140294028665
Position 6953: 0.8625675973186602
Position 5423: 0.8432260006288783
Position 3365: 0.7958143722255747
Position 1098: 0.7471190253595099
Position 4772: 0.7090016311116446
Position 6378: 0.7025023885330348
Position 1639: 0.6829741199682717
Position 4396: 0.58596880033549
Position 372: 0.5497278834902252
Position 1661: 0.310914498812546
Position 599: 0.23636967552151417
Position 1064: 0.16838156464831996
Position 6284: 0.14804665610080717
Position 4378: 0.1298355285846248
Position 6346: 0.12380376439028759
Position 2383: 0.09635229018577915
Position 5478: 0.08296035600473411
Position 5388: 0.06428118455756104
Position 6263: 0.056338830539973905
Position 972: 0.05506223035757801
Position 4330: 0.05370741158860456
Position 5863: 0.052570997120557426
Position 6096: 0.05106477283579073
Position 2786: 0.049506597611803566
Position 6978: 0.03887636831892456
