Gene = PELO
index = 1011
Annotated 5SS: [  475 13181]
Annotated 3SS: [11944 13468]
SMsplice 5SS: [  475 13181 13726]
SMsplice 3SS: [13063 13600 14137]
top_k =  100
Partition function (log Z): -15.37324715615858

Sorted 5' Splice Sites (High to Low Probability):
Position 475: 0.7245997934318498
Position 1709: 0.20698876243240588
Position 1058: 0.1343300757086507
Position 56: 0.13329457072638287
Position 602: 0.0616083752682552
Position 4162: 0.053688135892953064
Position 730: 0.052570151689630286
Position 5899: 0.015150133929221168
Position 1073: 0.015048943213680005
Position 151: 0.012852901972159844
Position 3374: 0.004725900125071978
Position 1595: 0.004329982666584806
Position 703: 0.0003456021425935141
Position 541: 0.00023164344510461532
Position 697: 0.00014966460968348177
Position 839: 6.331999916639302e-05
Position 633: 3.81789811678427e-05
Position 363: 3.249847108094123e-05
Position 210: 5.772197300084904e-06
Position 444: 3.7926223151250357e-06
Position 219: 1.085673775228601e-07
Position 123: 4.243690180861426e-08
Position 201: 2.6422926381851595e-08
Position 191: 2.570463757362142e-08
Position 45: 2.8342873000547214e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4239: 0.2856385713112259
Position 935: 0.24605464138089123
Position 7265: 0.2013671609865093
Position 4282: 0.15500849787116397
Position 1657: 0.11767997706827005
Position 11398: 0.10172934820364693
Position 4136: 0.06886917153474263
Position 952: 0.0518382335712754
Position 1485: 0.04953503525258268
Position 601: 0.03526494154617485
Position 5767: 0.024244113053749683
Position 3807: 0.019899417331524963
Position 7155: 0.01691750903111225
Position 6162: 0.014851378858700973
Position 2344: 0.009310411462474402
Position 896: 0.0059658033359655345
Position 3202: 0.004725900125071978
Position 1680: 0.0033362173987527047
Position 2980: 0.003183866065298713
Position 133: 0.0020489606424724197
Position 2708: 0.0018470592849217005
Position 300: 0.00032696096649918385
Position 381: 0.00011106759234843666
Position 441: 6.334575208714301e-05
Position 302: 5.370856816473939e-05
Position 681: 4.2911538967052794e-05
Position 662: 3.8231473256941266e-05
Position 561: 2.2381858681876066e-05
Position 694: 1.90541797873885e-05
Position 329: 1.4766589540381801e-05
Position 401: 1.2849277348097263e-05
Position 320: 9.412958687674021e-06
Position 217: 8.934932561388627e-06
Position 162: 8.625195615129953e-06
Position 254: 5.650862285405554e-06
Position 135: 4.288429027746408e-06
