Gene = MUL1
index = 899
Annotated 5SS: [ 257 4940 6093]
Annotated 3SS: [4851 5971 6741]
SMsplice 5SS: [ 257 4940 6939]
SMsplice 3SS: [4851 6741 7045]
top_k =  100
Partition function (log Z): -7.958139326299733

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.8729875011655582
Position 4940: 0.6306741938096316
Position 6939: 0.5792460041606464
Position 6093: 0.38624959854261165
Position 638: 0.25351584656039705
Position 1437: 0.24686926381473026
Position 6983: 0.24173033664513024
Position 7136: 0.06665881871293491
Position 7581: 0.0247504491887168
Position 660: 0.022794930907226844
Position 545: 0.01974010175107474
Position 34: 0.014221530136846308
Position 305: 0.012407703937169048
Position 4788: 0.007374053726485055
Position 655: 0.004278260326496152
Position 29: 0.0029022243196807117
Position 1197: 0.002222267482534182
Position 614: 0.0007572282791632006
Position 593: 0.00039011000300181786
Position 220: 0.00014531035468133154
Position 48: 0.00011647111615422893
Position 70: 1.3464339155101574e-05
Position 239: 5.95252294417278e-06
Position 395: 2.319007513782836e-06
Position 289: 2.2835050675446452e-06
Position 381: 1.3750447376905198e-06
Position 22: 9.863853159381235e-07
Position 59: 8.143307336398192e-07
Position 169: 1.6280812603562427e-07
Position 211: 1.2169205101111172e-07
Position 53: 4.271660574566649e-08
Position 77: 2.2697778590305534e-08
Position 84: 1.3353976730009865e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6741: 0.9529820682179574
Position 4851: 0.6286220604870595
Position 7045: 0.49012135986722577
Position 5971: 0.3434407342287544
Position 1314: 0.24271843869540574
Position 7523: 0.1472484952352179
Position 462: 0.14698997953049162
Position 7729: 0.1260925534994566
Position 8628: 0.06711312033960302
Position 7195: 0.04950487840342284
Position 5992: 0.04280886431385713
Position 7198: 0.038772285632121206
Position 6904: 0.026210316689815643
Position 479: 0.024294809925495334
Position 541: 0.02258243920027161
Position 4648: 0.010824545333054441
Position 1338: 0.010585666868482651
Position 545: 0.005058173773560582
Position 6515: 0.003753404751341532
Position 111: 0.002822283575431329
Position 363: 0.0018771588451667555
Position 837: 0.0013570513502890735
Position 1097: 0.0010873487650093967
Position 948: 0.0010507941592328774
Position 1835: 0.0006082996334695395
Position 370: 0.0004493567147702269
Position 1100: 0.00042537463647144863
Position 169: 0.00023186087125013336
Position 304: 0.00021436587430350074
Position 391: 0.00021167392688731205
