Gene = XYLB
index = 1581
Annotated 5SS: [  147  1854 13630 16239 18507 18958 20095 21479 23396 25958 27724 28481
 29454 30213 32564 48785 50381 54207]
Annotated 3SS: [ 1770 13559 16157 18419 18828 20028 21405 23276 25875 27682 28364 29337
 30138 32466 48725 50292 54111 66156]
SMsplice 5SS: [  147  1854 10115 13630 16239 18507 18958 23172 23396 25958 26563 28481
 30213 32564 34844 39575 48785 50381]
SMsplice 3SS: [ 1770  9979 13559 16157 18419 18828 23128 23276 25875 26335 28364 30138
 32466 34769 39465 48725 50292 66156]
top_k =  100
Partition function (log Z): 2.4184270807696824

Sorted 5' Splice Sites (High to Low Probability):
Position 16239: 1.0000000000000022
Position 32564: 0.999999999999998
Position 25958: 0.9997207014510674
Position 18958: 0.9937026193597724
Position 147: 0.9892407632789769
Position 18507: 0.8712924907092175
Position 23396: 0.8507561494849881
Position 26563: 0.8351236236897394
Position 28481: 0.7598026583786844
Position 2899: 0.7294373415026473
Position 5634: 0.65237593691923
Position 1854: 0.6337682427595253
Position 3460: 0.6079464751092214
Position 30588: 0.5801066704891622
Position 23172: 0.5668790923748143
Position 30213: 0.5383892353186821
Position 34844: 0.5184979625578325
Position 27724: 0.4795674680008109
Position 30254: 0.46161076468131645
Position 2721: 0.36812695977358845
Position 37726: 0.3229649958014126
Position 38037: 0.30688442870640487
Position 21479: 0.3001917440869541
Position 3094: 0.2646428649141918
Position 5658: 0.2276910867320572
Position 29454: 0.19901626840520464
Position 20095: 0.19347724890841553
Position 25476: 0.19217998658366864
Position 37783: 0.1860797400298562
Position 38365: 0.1756835182438805
Position 26501: 0.15242925883377856
Position 16893: 0.1510121002106319
Position 35859: 0.13378025739212354
Position 37941: 0.1324869054214738
Position 5287: 0.1278200028469394
Position 28515: 0.12079214625356663
Position 30006: 0.11186040943269876
Position 1629: 0.11178520175550741
Position 18526: 0.10684704298405662
Position 19269: 0.10604503571391449
Position 20322: 0.10090980994749302
Position 25298: 0.08214073824672556
Position 3530: 0.08189391469786544
Position 20316: 0.06369265981918666
Position 38039: 0.05835233033869823
Position 22972: 0.05005747400870765
Position 2913: 0.045228633860872385
Position 23606: 0.026878482339226316
Position 26886: 0.025458564394346635
Position 1771: 0.022344266843621525
Position 26211: 0.01780536182312742
Position 23560: 0.012064155206505292
Position 516: 0.009061744512575428
Position 1542: 0.009043514686847004
Position 2058: 0.008101213331353899
Position 3064: 0.007911379060279215
Position 18907: 0.004201807913036535
Position 200: 0.003935836427055557
Position 18532: 0.0029698216652760067
Position 1084: 0.0025790470836404263
Position 1111: 0.002578132716440712
Position 194: 0.0023288079188457734
Position 1457: 0.0022454915537243603
Position 1336: 0.0016216086963810176
Position 1701: 0.0013509441942921295
Position 1873: 0.0004947283685916184
Position 25987: 0.0002792985489352571
Position 541: 3.812151717939308e-06
Position 432: 1.5780579310492204e-06
Position 839: 1.5753655079220308e-06
Position 641: 1.3612946042386281e-06
Position 318: 1.142306106043217e-07
Position 152: 5.479594624262625e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16157: 1.000000000000002
Position 25875: 1.0000000000000018
Position 32466: 0.9999999999999989
Position 30138: 0.9993432220592628
Position 18828: 0.9357781376428626
Position 28364: 0.8805948046322521
Position 5450: 0.8800670236512869
Position 23276: 0.8628203046914937
Position 18419: 0.8524489037935772
Position 2822: 0.7663957067017071
Position 38246: 0.6931509960916268
Position 3347: 0.6756158322948286
Position 37681: 0.6577093402844489
Position 1770: 0.6188895398636226
Position 23128: 0.5668790923748142
Position 26335: 0.5559232572011666
Position 37923: 0.5495769396124389
Position 34769: 0.5184979625578325
Position 2658: 0.3718809019354075
Position 21405: 0.3001917440869541
Position 3022: 0.26993152289818967
Position 27524: 0.26752456319676743
Position 30415: 0.2644291683792138
Position 30486: 0.2628730513575242
Position 26418: 0.24333280894282536
Position 27653: 0.20409342759622293
Position 25360: 0.19217998658366864
Position 29337: 0.17155967211849485
Position 35709: 0.16677117644776515
Position 40616: 0.16643573052021482
Position 20245: 0.16460246976667967
Position 16819: 0.1510121002106319
Position 26375: 0.14474096164366423
Position 18364: 0.12866045156497277
Position 5032: 0.12782000284693942
Position 1456: 0.12575208877138636
Position 29871: 0.11251718737343722
Position 19133: 0.10393570442930618
Position 20028: 0.09646577797600651
Position 19992: 0.09381362335544349
Position 25091: 0.08214073824672556
Position 22803: 0.05005747400870765
Position 18712: 0.04424262581322715
Position 38775: 0.04135726378171276
Position 26451: 0.03585678354421442
Position 29317: 0.027456596286709635
Position 23523: 0.026878482339226316
Position 26738: 0.025458564394346656
Position 35319: 0.022676433258114193
Position 30354: 0.020531192284156886
Position 18845: 0.01788366381672009
Position 3435: 0.014224557512258283
Position 30300: 0.012977874542036692
Position 26204: 0.011194882118214398
Position 30526: 0.010610855461924978
Position 1795: 0.01056641017517197
Position 33391: 0.010216422186628249
Position 30366: 0.008684528464305208
Position 27444: 0.007949477207820632
Position 1602: 0.007935085661827813
Position 1494: 0.007472584827129124
Position 2720: 0.007139047576274919
Position 26397: 0.0070735521762262535
Position 1929: 0.006262918276389395
Position 26186: 0.005207746900002957
Position 33277: 0.005063066301318289
Position 996: 0.004139509911951308
Position 1261: 0.003458198009954179
Position 20038: 0.0031978475769654418
Position 1559: 0.0028975202100157754
Position 19106: 0.0021093312846082604
Position 33682: 0.001905999545125621
Position 333: 0.0018244728415720529
Position 1368: 0.0017755522701531495
Position 1650: 0.0013800755415328244
Position 32781: 0.0013688079044540875
Position 974: 0.0012923755038722294
Position 1677: 0.0011478925183215462
