Gene = SLFNL1
index = 1273
Annotated 5SS: [ 100 1490 4081 4482]
Annotated 3SS: [ 936 3558 4337 5486]
SMsplice 5SS: [ 186 1490 4081 4482]
SMsplice 3SS: [1393 3881 4337 5486]
top_k =  100
Partition function (log Z): -5.107172470640808

Sorted 5' Splice Sites (High to Low Probability):
Position 1490: 0.9954957311450949
Position 4081: 0.6490770159703586
Position 4482: 0.6271509038298344
Position 186: 0.5441237232362817
Position 852: 0.20680585074661098
Position 3425: 0.1827008742804307
Position 212: 0.17480298256099625
Position 1310: 0.10172051532742431
Position 1990: 0.05537160727769412
Position 5606: 0.05380641005922695
Position 644: 0.05056466314329017
Position 93: 0.020512448076594778
Position 3226: 0.016949572993747955
Position 610: 0.011136090762082721
Position 3446: 0.008930048849355655
Position 1116: 0.006550968459918725
Position 1088: 0.005515753057461253
Position 2490: 0.004440858167376114
Position 4132: 0.003076233161653278
Position 3398: 0.0020964113321045477
Position 664: 0.0014502560476782065
Position 444: 0.00028189947305138117
Position 686: 0.00017208831501424576
Position 2225: 8.106732413438699e-05
Position 25: 6.972389838244275e-05
Position 1867: 4.215223606650287e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5486: 0.9807181692232678
Position 1393: 0.9319678652484018
Position 3881: 0.5376596631246232
Position 4337: 0.45962335320346476
Position 3297: 0.18219916227983496
Position 3993: 0.1051491937431045
Position 4367: 0.08906313646055501
Position 4246: 0.07846441416581461
Position 1359: 0.05107024472104488
Position 781: 0.04180150271942798
Position 1225: 0.033884847280264696
Position 1924: 0.0218154105388819
Position 1145: 0.02072828606021797
Position 798: 0.01857428901220378
Position 3142: 0.01855470303530702
Position 6032: 0.017767634798603587
Position 5926: 0.016003841610706882
Position 1865: 0.01487628690144516
Position 5411: 0.014254021639543424
Position 1745: 0.011649108948608355
Position 936: 0.011176655571997495
Position 5779: 0.007238281737537339
Position 3393: 0.006041327637817073
Position 3558: 0.005277649794410493
Position 5946: 0.0051589967284800566
Position 2381: 0.004643313779136044
Position 844: 0.004641282229720836
Position 5984: 0.00461953192084448
Position 3206: 0.004501961878860773
Position 1041: 0.003852632147642589
Position 3738: 0.0037087855057541595
Position 5839: 0.003018123263054574
Position 3719: 0.0029482788083758362
Position 1902: 0.002159661879597786
Position 5422: 0.0015492140800532602
Position 910: 0.0014974814636268003
Position 1871: 0.0013337556976281484
Position 1762: 0.0012753673784027912
Position 1867: 0.0011541813015092089
Position 1680: 0.0010105986352992008
Position 1661: 0.00014020961253960769
Position 2013: 7.79683777479228e-05
Position 5488: 6.55702249387347e-05
Position 523: 7.607795331156124e-06
Position 2146: 2.277566234941065e-06
