Gene = PIFO
index = 1026
Annotated 5SS: [ 384  762 1485 2359 3936]
Annotated 3SS: [ 621 1385 2227 3817 4970]
SMsplice 5SS: [ 202  384 3668 3936]
SMsplice 3SS: [ 293 3529 3817 6003]
top_k =  100
Partition function (log Z): -6.074178330577151

Sorted 5' Splice Sites (High to Low Probability):
Position 384: 0.9317063143432505
Position 3936: 0.8675356436764352
Position 202: 0.667257045795331
Position 3668: 0.40875128124800364
Position 762: 0.3299719260680779
Position 1084: 0.05660883564965528
Position 2359: 0.054714761600802804
Position 422: 0.041545519148262676
Position 3562: 0.024113642840737942
Position 2261: 0.020475071266046002
Position 3900: 0.015931609526791027
Position 4785: 0.015841546961708943
Position 4773: 0.012169398653244701
Position 3991: 0.002703288256689359
Position 583: 0.0005677379211959143
Position 505: 0.000431851115895598
Position 707: 0.00034035376402688505
Position 516: 0.00024240753501732353
Position 208: 0.00021603318867322865
Position 171: 0.00019552003635803954
Position 220: 4.9189398549928065e-05
Position 231: 4.4459514323015806e-05
Position 411: 2.1827254483677718e-05
Position 367: 2.1809894254576382e-05
Position 434: 2.0303691616368158e-05
Position 12: 6.993925733304583e-06
Position 107: 1.442595946551666e-07
Position 223: 9.612007414450888e-08
Position 46: 9.324824373814928e-08
Position 343: 9.010064897025128e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3817: 0.9059194141457245
Position 293: 0.6407294631627016
Position 6003: 0.44034064569144915
Position 3529: 0.4015968180927995
Position 4970: 0.3716405529816295
Position 621: 0.3452520263669899
Position 2227: 0.06263157649399333
Position 4605: 0.05561296051076686
Position 4670: 0.04511718943722871
Position 3434: 0.03126810599594216
Position 4192: 0.028270787704600692
Position 910: 0.02352333599171718
Position 5330: 0.016081360776782586
Position 6022: 0.015667224060173707
Position 2004: 0.013347670665202201
Position 5538: 0.011195731447395791
Position 5078: 0.01107116496278197
Position 907: 0.010873828636746193
Position 1019: 0.00976142833540172
Position 759: 0.008092164420830019
Position 783: 0.0014055689931994108
Position 335: 0.000939322973007306
Position 487: 0.0006330318227978796
Position 721: 0.00021399369695280495
Position 538: 0.00012432700946573958
Position 1065: 8.865339318638691e-05
Position 255: 3.2856041921848024e-05
Position 509: 1.882445906256544e-05
Position 378: 1.2406914798662366e-05
Position 659: 1.1068975608387073e-05
Position 312: 5.529389967005871e-06
Position 375: 2.7409667632870276e-06
Position 576: 2.1451533687740175e-06
Position 490: 7.933988031047917e-07
Position 119: 7.832857788548574e-10
Position 349: 4.1961383678073207e-10
Position 358: 2.858594060198713e-10
Position 343: 8.809140093092267e-11
Position 83: 6.572656627130658e-11
Position 158: 6.361680603855538e-11
Position 355: 3.631660463611141e-11
Position 220: 2.8038831481418585e-11
Position 380: 2.6144259013848845e-11
Position 383: 2.1967643507643135e-11
Position 223: 1.689830491796051e-11
Position 404: 7.824068299632337e-12
