Gene = LCN10
index = 771
Annotated 5SS: [ 173 1079 1708 2124 3010]
Annotated 3SS: [ 938 1597 2015 2910 3405]
SMsplice 5SS: [1079 1708 2124 3010]
SMsplice 3SS: [1597 2015 2910 3405]
top_k =  100
Partition function (log Z): -5.201189304882302

Sorted 5' Splice Sites (High to Low Probability):
Position 3010: 0.9235827381965769
Position 1079: 0.8496213650887074
Position 1708: 0.7945354592776598
Position 173: 0.4761231415614663
Position 2124: 0.3520155604722142
Position 2213: 0.20216715217046485
Position 677: 0.17954508074510506
Position 2347: 0.12259814759505516
Position 125: 0.1216412161029781
Position 1304: 0.010876164834654404
Position 1035: 0.004601585328912093
Position 3293: 0.003431951064340869
Position 521: 0.0030377398573654523
Position 1350: 0.0022218581610587308
Position 1257: 0.0018162343111421094
Position 1521: 0.0017929098778784991
Position 3290: 0.0016905628525805665
Position 1525: 0.000886879550558542
Position 136: 0.0006745205868426139
Position 464: 0.0006118745978731128
Position 440: 0.0005174731683201706
Position 374: 0.0003418263449177899
Position 468: 0.000268550048881562
Position 98: 0.00022327376920044863
Position 92: 1.883676429542447e-06
Position 86: 1.6431833011004792e-06
Position 392: 1.5932682711983697e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2910: 0.9273482934882373
Position 1597: 0.7820332589894242
Position 2015: 0.6564443287951153
Position 3405: 0.5145501457862224
Position 3187: 0.34426354023967565
Position 763: 0.1756296800483988
Position 938: 0.15105137459340845
Position 983: 0.10681780890496097
Position 945: 0.09738926665310169
Position 868: 0.0506841364891805
Position 3262: 0.029558608601345786
Position 3112: 0.028927181175666287
Position 1000: 0.024051992325914033
Position 2058: 0.022484687457347115
Position 3202: 0.02161179542622795
Position 1573: 0.017533886585198995
Position 2253: 0.011427430958687547
Position 3126: 0.010540042272918264
Position 774: 0.008783921338364342
Position 1989: 0.007665072198462589
Position 708: 0.007644661848152673
Position 3166: 0.007397723278152096
Position 1221: 0.0054474676437580895
Position 906: 0.004965066211327506
Position 741: 0.004729157062421653
Position 3371: 0.00464995500423025
Position 3368: 0.004185417361874463
Position 3480: 0.003639048771751175
Position 1385: 0.0035668468116789253
Position 1075: 0.003471655924896781
Position 893: 0.0033041661280012956
Position 1120: 0.0025553412966945466
Position 3238: 0.0024335513470941823
Position 1179: 0.002177348235313452
Position 1034: 0.0020408940734331174
Position 1775: 0.0011473998342855626
Position 1944: 0.000747478752623383
Position 1619: 0.0005456679211118506
Position 562: 0.0005342883752867954
Position 609: 0.00047246973210044867
Position 496: 0.0003363460379886939
Position 570: 7.880712748527574e-06
Position 582: 5.14818169142656e-06
Position 439: 4.499472319013894e-06
Position 318: 4.221030281837018e-06
Position 479: 3.784753516499206e-06
Position 579: 3.4091505338043505e-06
Position 537: 3.165130442560126e-06
Position 643: 2.645449743901476e-06
Position 387: 1.9141899905800856e-06
Position 250: 1.8880000481300892e-06
Position 396: 1.4256414041152967e-06
