Gene = YAE1D1
index = 1582
Annotated 5SS: [ 172 4252]
Annotated 3SS: [4129 5900]
SMsplice 5SS: [ 656 4252]
SMsplice 3SS: [4129 6043]
top_k =  100
Partition function (log Z): -5.810825417663801

Sorted 5' Splice Sites (High to Low Probability):
Position 4252: 0.9933595821563501
Position 656: 0.9041151803472135
Position 4474: 0.3268907480618865
Position 172: 0.20725227682343642
Position 1035: 0.17638097177903603
Position 1474: 0.1177630131969294
Position 3913: 0.052353780302930815
Position 178: 0.01254920078546738
Position 181: 0.009156335633904505
Position 543: 0.0028041190337375287
Position 197: 0.0023932673851390644
Position 149: 0.001934051745098962
Position 40: 0.0017412330801829896
Position 513: 0.0012551750643844733
Position 240: 0.00022721458176227103
Position 204: 0.00014536966197407873
Position 48: 9.692028465227559e-05
Position 672: 9.672511357772872e-05
Position 224: 4.609284773668152e-05
Position 52: 3.975623820886822e-05
Position 120: 2.2884606734216796e-05
Position 45: 1.3256848605427837e-05
Position 13: 1.1362891487465197e-05
Position 207: 1.0330987779509969e-05
Position 28: 9.682905807072014e-06
Position 166: 9.492564353064948e-08
Position 97: 4.9727490912804046e-08
Position 183: 4.911055835775014e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4129: 0.9701494349905221
Position 6043: 0.5332348808631823
Position 287: 0.1532517785726382
Position 4421: 0.1515989622961188
Position 5900: 0.14798628011594508
Position 5363: 0.07824636127779923
Position 4926: 0.07695319756222163
Position 879: 0.06924304856876735
Position 4643: 0.06212485700047293
Position 1361: 0.06081960200984524
Position 4405: 0.0598606957001684
Position 4367: 0.05620061574118924
Position 761: 0.05429978095435908
Position 3757: 0.05235378030293081
Position 4324: 0.04942056283078584
Position 1427: 0.03312298142203201
Position 1291: 0.023820429765052234
Position 5142: 0.020131945297629534
Position 315: 0.01799442600127851
Position 4180: 0.014999882263173267
Position 882: 0.01406572882987631
Position 4377: 0.01338713577346803
Position 4987: 0.012132935236998937
Position 5717: 0.010948371714246934
Position 4667: 0.01037719126911447
Position 4072: 0.01015749369872346
Position 6085: 0.010144215720636635
Position 4468: 0.009259633448758686
Position 5977: 0.008462928851501092
Position 5335: 0.008179799831344441
Position 768: 0.005729247583880074
Position 5042: 0.0037340240715239177
Position 339: 0.0035295940110660843
Position 844: 0.0020873495568394995
Position 4525: 0.0014101036690811815
Position 3130: 0.0005702581853028226
Position 507: 0.000221908102799551
Position 743: 0.0001306779464069613
Position 1023: 7.109324481586698e-05
Position 457: 6.003822162100942e-05
Position 792: 5.647391188671402e-05
Position 695: 5.557694092623512e-05
Position 422: 2.3831688529500443e-05
Position 440: 2.3275322713764724e-05
Position 433: 2.035747128497186e-05
Position 1003: 8.079911367200267e-06
Position 355: 5.6694016725397205e-06
Position 388: 2.2289752177135346e-06
