Gene = GGCT
index = 588
Annotated 5SS: [ 276 4309 6042]
Annotated 3SS: [4162 5905 7608]
SMsplice 5SS: [ 276 6042]
SMsplice 3SS: [5905 6947]
top_k =  100
Partition function (log Z): -5.334904929920037

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.9999163057501779
Position 6042: 0.9680409362390224
Position 4086: 0.4041633524591891
Position 2979: 0.168086323013919
Position 4309: 0.16408231172274976
Position 7104: 0.1107601435806339
Position 2732: 0.03354834904361275
Position 1511: 0.016236476799649888
Position 7296: 0.015733732905494378
Position 994: 0.015007954395508238
Position 7085: 0.012954071468756219
Position 3509: 0.008939317344839489
Position 2811: 0.007074975431511731
Position 7546: 0.0029573446419540956
Position 7234: 0.0026331542197591718
Position 795: 0.0013925858861318311
Position 2647: 0.0012493259279794879
Position 4458: 0.0001777485465095689
Position 386: 3.061346527576213e-05
Position 575: 3.046649407556361e-05
Position 522: 1.020318338902092e-05
Position 571: 2.7512997757131026e-06
Position 465: 8.164963935508961e-07
Position 166: 7.615882609500794e-07
Position 57: 1.4680213378029612e-07
Position 418: 1.0335913804660316e-07
Position 125: 6.108744824964824e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5905: 0.9590520467854949
Position 6947: 0.5746547719958948
Position 7608: 0.42429316204439255
Position 4027: 0.34949309750287977
Position 4162: 0.1699819432303467
Position 2936: 0.112537274773549
Position 6978: 0.0670106958766631
Position 2646: 0.05123400518558773
Position 2731: 0.04437149849523167
Position 3960: 0.03206758886620054
Position 7226: 0.02178353428642585
Position 3922: 0.020830860495768946
Position 6119: 0.019318994659414515
Position 6032: 0.008988889453527625
Position 6126: 0.007494354473990713
Position 958: 0.006573879478841531
Position 1354: 0.005723530187134971
Position 7489: 0.005496559671938235
Position 6901: 0.005419420008251854
Position 6585: 0.005170025540231872
Position 650: 0.004923897839655296
Position 1425: 0.004874830373943982
Position 3370: 0.004665884355597822
Position 835: 0.004146635898207025
Position 3254: 0.0038217620197277384
Position 1298: 0.0036649530988807693
Position 6170: 0.003197701612643489
Position 7856: 0.0026903613290262048
Position 4041: 0.002307067392819759
Position 864: 0.0010858945241073636
Position 1393: 0.0010728856368476107
Position 2674: 0.0010682667262934592
Position 1374: 0.0008994099667179495
Position 3217: 0.0007274070065362924
Position 4920: 0.0006756902085469746
Position 2344: 0.0006709027100400964
Position 2399: 0.0005783358778145231
Position 5159: 0.0004604282337376647
Position 1368: 5.921755285896134e-07
Position 910: 4.6465431082076025e-07
Position 887: 3.95805754993414e-07
Position 1321: 2.7536059602131123e-07
Position 2184: 8.734012486836576e-08
Position 757: 3.582936075909585e-08
Position 813: 3.416470288303255e-08
