Gene = SAP25
index = 1223
Annotated 5SS: [ 51 351 542 788 994]
Annotated 3SS: [ 267  434  633  895 1075]
SMsplice 5SS: [201 351 542 788 994]
SMsplice 3SS: [ 267  451  633  895 1075]
top_k =  100
Partition function (log Z): 2.701298267692352

Sorted 5' Splice Sites (High to Low Probability):
Position 542: 0.9822252013751985
Position 351: 0.979175661963955
Position 994: 0.9349355506569409
Position 788: 0.8990764744356972
Position 51: 0.42536910152138957
Position 201: 0.3048205856557174
Position 162: 0.011525065041853298
Position 536: 0.007096419347484287
Position 508: 0.006054228125680062
Position 1250: 0.005348177042740731
Position 154: 0.0020540813196329643
Position 538: 0.0011671994556018373
Position 1127: 0.00014330886829409407
Position 214: 5.605452286081817e-05
Position 546: 3.0745142914009895e-05
Position 205: 1.7998366607567982e-05
Position 72: 6.656446423871472e-06
Position 136: 6.490225505869246e-06
Position 969: 3.1567355445911525e-07
Position 702: 7.383413606588302e-11
Position 561: 1.6422779001609163e-15
Position 464: 6.782741887322239e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 451: 0.976804508564064
Position 633: 0.9000341446082292
Position 895: 0.88490250405967
Position 1075: 0.8631574099760775
Position 267: 0.5321996305105521
Position 246: 0.09040733404030199
Position 1336: 0.07726052119128772
Position 253: 0.06899609047266216
Position 879: 0.03519604578857272
Position 225: 0.0222527401506853
Position 1213: 0.020585936136714392
Position 434: 0.018872435421132604
Position 1125: 0.01318096439765254
Position 751: 0.010587084179066055
Position 317: 0.006546424432691843
Position 919: 0.006185793566534898
Position 667: 0.005651654514909417
Position 957: 0.0047356564083805225
Position 709: 0.0029879964687544256
Position 1176: 0.002534312904755473
Position 1262: 0.0024767183075621517
Position 712: 0.0018373372971325775
Position 177: 0.0015588558599756882
Position 1284: 0.001224676999788609
Position 866: 0.00109545684911508
Position 843: 0.00092495928039892
Position 1028: 0.0007692421540004188
Position 292: 0.0007050396821431378
Position 647: 0.0007022066728680403
Position 1360: 0.0005966410064287953
Position 423: 0.0005870478886448806
Position 194: 0.00051723426359473
Position 652: 0.0004933978643590268
Position 1404: 0.00047617934380841487
Position 285: 0.0003384219407307403
Position 981: 0.00031271763094149594
Position 850: 0.0002627167395585395
Position 231: 0.00018533999682023456
Position 124: 0.00017263009422624788
Position 287: 0.00015026945131376093
Position 1048: 0.0001131877528499212
Position 731: 0.00010582980662450972
Position 289: 0.00010541425777298627
Position 334: 0.00010378622888273175
Position 148: 6.732855728444303e-05
Position 491: 6.112838582076505e-05
Position 1343: 4.533364979515087e-05
Position 463: 1.993688935733935e-05
Position 508: 1.0031463407643824e-05
Position 199: 5.266099688832673e-06
Position 350: 4.8413531104018005e-06
Position 344: 9.332976278688561e-07
Position 331: 1.2212701432834434e-08
Position 722: 8.19085923773854e-09
