Gene = SAPCD2
index = 1224
Annotated 5SS: [ 699 4327 5067 5511 5726]
Annotated 3SS: [4213 4919 5402 5608 5800]
SMsplice 5SS: [ 699  885 4327 4847 5067 5511 5726]
SMsplice 3SS: [ 794 4213 4661 4919 5402 5608 5800]
top_k =  100
Partition function (log Z): 5.2094272646055275

Sorted 5' Splice Sites (High to Low Probability):
Position 5726: 0.9945486398389061
Position 5511: 0.9932701611631786
Position 4327: 0.9597698650477287
Position 5067: 0.9365453691695785
Position 699: 0.8705223863083819
Position 885: 0.564033733834539
Position 4847: 0.5252218815764855
Position 2508: 0.09151656967059171
Position 4772: 0.07593997095351283
Position 3979: 0.043229681149202955
Position 1711: 0.02225172325732958
Position 4780: 0.015780233937891665
Position 4758: 0.004364914252983226
Position 7047: 0.004220559931729248
Position 5454: 0.002986216948493031
Position 5984: 0.0019112958160582218
Position 2294: 0.0005755536903523865
Position 5517: 0.0003746368099643817
Position 350: 0.00026621966770416306
Position 527: 0.00010073666058379034
Position 286: 5.9981545956611e-05
Position 99: 3.673354058785636e-05
Position 329: 3.402749133738021e-05
Position 557: 1.9673004436691733e-05
Position 25: 1.7719384945119862e-05
Position 610: 1.1335389659849008e-05
Position 499: 1.0986058248179097e-05
Position 266: 6.025764971183502e-06
Position 497: 3.7408742691520286e-06
Position 73: 3.071700089829534e-06
Position 43: 1.5783436642381696e-06
Position 232: 9.999076718284545e-07
Position 37: 2.960637304919051e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5608: 0.9925322981256175
Position 4213: 0.9597698650477289
Position 5402: 0.9439987670414903
Position 4919: 0.671190705910588
Position 4661: 0.5744680881363831
Position 5800: 0.5190492384075542
Position 794: 0.4247887270214496
Position 4846: 0.19011243336535086
Position 6078: 0.09244930464883463
Position 2388: 0.09151656967059173
Position 7462: 0.06718838815173249
Position 7162: 0.054502589771260955
Position 4967: 0.050935946382119755
Position 4757: 0.047626084453575954
Position 3800: 0.043229681149202955
Position 6282: 0.036183983275766204
Position 5803: 0.03364372921056914
Position 6255: 0.03329985437319116
Position 5288: 0.033272053567812314
Position 6796: 0.032430211686761495
Position 7666: 0.025385273407550812
Position 5955: 0.02237263909497622
Position 7270: 0.019802831229964797
Position 7312: 0.019065303848192633
Position 1519: 0.01454440893442417
Position 4928: 0.012604501669017144
Position 6590: 0.010736404432816694
Position 7552: 0.010233093534113152
Position 4891: 0.008199230230935113
Position 769: 0.008097556148953685
Position 6908: 0.0072501791326528104
Position 5582: 0.00717019199703234
Position 5418: 0.006908167723426181
Position 5299: 0.006872394394691118
Position 1604: 0.0056147463885619225
Position 5231: 0.004468708713900568
Position 6897: 0.004245246598707272
Position 6304: 0.0037834889305774786
Position 7370: 0.003674358600468775
Position 4609: 0.002715379742481998
Position 6785: 0.0026645345181951245
Position 6677: 0.0021832189821231556
Position 761: 0.0019369752425905627
Position 1617: 0.001863620600875771
Position 5165: 0.0007011298619181544
Position 2208: 0.0005755536903523864
Position 6959: 0.0005371109092116469
Position 5185: 0.0004507416660812529
Position 597: 0.0003059871277843485
Position 5677: 0.00013179288172808726
Position 5680: 0.00010975405643141578
Position 1361: 9.257016357227121e-05
Position 1411: 8.044165738105314e-05
Position 1625: 5.593551251438047e-05
Position 5683: 1.4527732979803462e-05
