Gene = GPATCH4
index = 612
Annotated 5SS: [  75 2516 3063 3257 3449 5097 5403]
Annotated 3SS: [2378 2988 3163 3361 5004 5351 5633]
SMsplice 5SS: [  75 3063 3257 5097 5403]
SMsplice 3SS: [2988 3163 5004 5234 5633]
top_k =  100
Partition function (log Z): 1.28474344470387

Sorted 5' Splice Sites (High to Low Probability):
Position 3257: 0.9948879475067187
Position 75: 0.9733432593387725
Position 5403: 0.7827629067592664
Position 3063: 0.7101817091349689
Position 5097: 0.6584959194006644
Position 3684: 0.5875967819076007
Position 4345: 0.22248277988776152
Position 3449: 0.18407949363327453
Position 3087: 0.1427246721605007
Position 2516: 0.11374245140521383
Position 5320: 0.08129864041391056
Position 377: 0.06427934172473171
Position 5911: 0.046135841811710106
Position 4891: 0.043483787400816785
Position 4651: 0.03210129595442082
Position 2895: 0.031054532545182905
Position 653: 0.030682031150945983
Position 3933: 0.014523023765723477
Position 2403: 0.01446740070634355
Position 2871: 0.011309728800670465
Position 3465: 0.010544401943226448
Position 681: 0.008262882105694888
Position 132: 0.008140454031176457
Position 3461: 0.001751297265532438
Position 2283: 0.0016156234701690485
Position 3689: 0.0009803837373088442
Position 3016: 0.0008302381069487208
Position 3239: 0.0008215458423268417
Position 35: 0.0005235492173549912
Position 667: 0.00037626193149481197
Position 171: 0.00019528470137973307
Position 3634: 4.259795927937872e-05
Position 103: 4.1780598024413664e-05
Position 100: 3.4839880024137644e-05
Position 323: 2.044271326304403e-05
Position 244: 1.3129914260770968e-05
Position 146: 2.9345813937093016e-06
Position 30: 1.1735830630603345e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3163: 0.9971852402679502
Position 5234: 0.8714477194309889
Position 2988: 0.8514908695512635
Position 5004: 0.684833564606917
Position 5633: 0.6571969236055965
Position 3597: 0.5107599949609846
Position 3361: 0.19243123743579066
Position 4192: 0.16353323373319262
Position 5570: 0.12220495117760305
Position 5487: 0.11401752348714274
Position 2378: 0.09929803830476945
Position 6535: 0.0768566537040547
Position 4283: 0.05894954615456896
Position 3544: 0.05370373403797665
Position 2678: 0.04552887308960328
Position 4772: 0.04348378740081679
Position 3806: 0.042101643594550216
Position 551: 0.0355756445836003
Position 4524: 0.031088893378780236
Position 236: 0.02937902022691245
Position 2452: 0.021754093922843262
Position 3560: 0.020013085086152488
Position 282: 0.011199833181466485
Position 4344: 0.006717656181677139
Position 322: 0.005529717523458904
Position 6158: 0.005118217951953421
Position 3516: 0.005022315526598943
Position 2074: 0.004380672969910782
Position 497: 0.0031529603082371886
Position 3167: 0.0018139145283341794
Position 5745: 0.0016083491313357947
Position 2232: 0.001410638137904584
Position 2270: 0.0013827281259889868
Position 2454: 0.0008619760347349466
Position 2306: 0.0007373280855744028
Position 405: 0.0005625121438451447
Position 3373: 0.0003324720967693394
Position 190: 0.00023865600939385192
Position 248: 0.00022505829097258594
Position 3391: 0.0001669213800514903
Position 3436: 0.00015000426801235932
Position 3368: 0.00013557984596009387
Position 3418: 0.00010175525821876926
Position 3617: 9.476740705093804e-05
Position 554: 1.767893233837211e-05
Position 526: 1.2379220114683805e-05
Position 329: 7.517086499997611e-06
Position 293: 7.457391235123982e-06
Position 174: 1.4372314584220216e-06
Position 302: 1.2593293938063738e-06
Position 160: 1.2296084747181246e-06
Position 333: 8.318065693433341e-07
Position 204: 7.823073591330791e-07
Position 347: 6.301983769188169e-07
Position 358: 3.7100804194099963e-07
Position 198: 3.2902008637469695e-07
Position 213: 2.450830006914274e-07
Position 208: 2.3271107825667964e-07
Position 311: 1.1398020538543634e-07
Position 177: 1.0801343569254711e-07
Position 295: 1.01097964177433e-07
Position 3439: 9.76579189666059e-08
Position 224: 8.571235318137489e-08
