Gene = SWI5
index = 1362
Annotated 5SS: [ 257  610 8486 9888]
Annotated 3SS: [  440  8363  9792 12505]
SMsplice 5SS: [ 257  610 8486 9888]
SMsplice 3SS: [  440  8363  9792 12505]
top_k =  100
Partition function (log Z): -5.182377446961592

Sorted 5' Splice Sites (High to Low Probability):
Position 610: 0.9953256851008333
Position 8486: 0.9693188403485758
Position 9888: 0.9530605120400427
Position 257: 0.9426756540910404
Position 1112: 0.14000527112293418
Position 3279: 0.13053612929631972
Position 10621: 0.0861958242562675
Position 10769: 0.05287033227684364
Position 11950: 0.051003990900220356
Position 105: 0.04650899086512618
Position 10369: 0.03780755488745037
Position 9548: 0.02452867508391851
Position 9633: 0.022394683863595832
Position 9218: 0.017330508415716244
Position 11973: 0.013023188882986907
Position 10111: 0.008828044258291244
Position 144: 0.005126806035593012
Position 11249: 0.003681067330931476
Position 751: 0.0031945928496549775
Position 175: 0.0031590067596516387
Position 522: 0.001944382705383241
Position 123: 0.0010661461298839875
Position 399: 0.0003916482127099477
Position 162: 0.0003844007618339862
Position 280: 0.00016376398310182327
Position 526: 6.669534253559581e-06
Position 499: 4.839209932168862e-06
Position 355: 1.6685296379904956e-08
Position 131: 1.1139838300703112e-11
Position 61: 8.579916337143597e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8363: 0.969318840348576
Position 9792: 0.9518414537798352
Position 12505: 0.7794803265608264
Position 440: 0.7697856633306305
Position 10526: 0.15983210484521704
Position 12596: 0.15475859473430914
Position 499: 0.12865755474000712
Position 3078: 0.12188922540288101
Position 11847: 0.06653413275750983
Position 1014: 0.06345935963941013
Position 9358: 0.05165556100187312
Position 560: 0.050580474819267474
Position 868: 0.032704400487703136
Position 1076: 0.0267132054773333
Position 515: 0.02579453732941823
Position 10264: 0.020341285572922776
Position 10067: 0.01805104454722433
Position 395: 0.013461436482722263
Position 826: 0.012380380878672256
Position 9196: 0.011491928638260556
Position 12485: 0.010910213872033288
Position 328: 0.010017305848304804
Position 2980: 0.008646903893438711
Position 10306: 0.008294913185853122
Position 9976: 0.006521190532772294
Position 691: 0.005922198836172997
Position 8915: 0.005838579777455688
Position 11732: 0.005317185311585532
Position 10181: 0.005217617336346654
Position 11052: 0.004676800423591127
Position 9680: 0.0041879977131979934
Position 12019: 0.0031043537795132116
Position 10043: 0.0017146318317593772
Position 10086: 0.0005775883946785423
Position 379: 0.0002859366898471376
Position 10017: 0.00014722491230138247
Position 355: 0.0001331426256885256
Position 535: 0.00010300664169097143
Position 694: 5.52440239593687e-05
Position 302: 5.414496232571577e-05
Position 732: 3.795453667403132e-05
Position 3359: 2.8146412267684934e-05
Position 343: 9.224925657674035e-06
Position 363: 2.983623013431632e-06
Position 450: 4.009653541558063e-07
Position 397: 3.4591969754325266e-07
Position 420: 2.8483670684405384e-07
Position 418: 1.9272162128031547e-07
