Gene = LCN9
index = 773
Annotated 5SS: [  96  977 1474 2034 2431 2587]
Annotated 3SS: [ 839 1399 1922 2373 2538 2773]
SMsplice 5SS: [  96  977 1474 2034 2431]
SMsplice 3SS: [ 876 1399 1922 2365 2538]
top_k =  100
Partition function (log Z): -2.3214940493931624

Sorted 5' Splice Sites (High to Low Probability):
Position 2431: 0.8445411798704742
Position 2034: 0.8441672901667415
Position 96: 0.8195452560376637
Position 1474: 0.6883236018260205
Position 977: 0.5124703101275727
Position 1088: 0.2927565621013191
Position 1307: 0.24623674065116827
Position 1664: 0.18324379390087814
Position 1547: 0.14540752699908846
Position 112: 0.14180854768435538
Position 1104: 0.041814634658177384
Position 1128: 0.026475180573733523
Position 1242: 0.016255338026996916
Position 268: 0.013224707604270275
Position 1787: 0.012160951221445615
Position 306: 0.011064712882488696
Position 1688: 0.007679157356698578
Position 668: 0.005979070167902281
Position 547: 0.003429201184510014
Position 263: 0.0030815240999350966
Position 2587: 0.0028752915035279254
Position 644: 0.0015199388822946737
Position 2387: 0.0009543203756126
Position 684: 0.0009539841521359511
Position 116: 0.00048717245316200214
Position 98: 0.00043954392060678116
Position 405: 0.0002660006304548212
Position 100: 0.00022440212216608702
Position 249: 0.00017890236575957005
Position 730: 5.769358917748107e-05
Position 1133: 3.6909860036509926e-05
Position 50: 6.782376427064667e-08
Position 87: 3.3097437192277987e-08
Position 106: 3.435586764907466e-09
Position 66: 9.648158814844914e-11
Position 146: 3.695937507279476e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2538: 0.9857845455481354
Position 1922: 0.8050557263269021
Position 876: 0.6618221512492088
Position 1399: 0.5904121570646886
Position 2365: 0.36004295730709085
Position 2328: 0.29983088388352563
Position 1355: 0.23790128277558803
Position 1207: 0.15747900356808273
Position 1572: 0.14145076186370922
Position 1184: 0.13372192139361197
Position 839: 0.1203330585620289
Position 2245: 0.08583178115280948
Position 846: 0.08168682994433407
Position 2342: 0.05875791330073196
Position 2170: 0.042726079688999975
Position 1773: 0.028573416969285104
Position 1990: 0.02013298001294018
Position 1528: 0.019272507488450257
Position 1629: 0.008316118797487317
Position 996: 0.006883071672908688
Position 1823: 0.0055136581701675375
Position 2668: 0.0048405111823882725
Position 897: 0.004146772223224315
Position 1126: 0.0030412457715723335
Position 825: 0.0017855594255482084
Position 182: 0.00113528629895545
Position 221: 0.0010635294959510846
Position 795: 5.5893876070360524e-05
Position 554: 4.49521410716663e-05
Position 197: 7.948118726095279e-06
Position 595: 7.668386406482737e-06
Position 576: 5.002703604477198e-07
Position 613: 4.949838762550547e-07
Position 233: 3.825351758169568e-07
