Gene = PI4KB
index = 1025
Annotated 5SS: [  387  1486 12085 17447 20084 21522 24117 25464 25814 28850 33249 33640]
Annotated 3SS: [ 1283 11147 17401 19855 21293 24006 25358 25689 28583 33115 33518 34623]
SMsplice 5SS: [  387  2913 21522 24117 25464 25814 28850 33249 33640]
SMsplice 3SS: [ 2739 21293 24006 25358 25689 28697 33115 33518 34194]
top_k =  100
Partition function (log Z): -16.810084882059567

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.9966155134509523
Position 2913: 0.9406990256504535
Position 12085: 0.05516416906595088
Position 4888: 0.023630365115615032
Position 8871: 0.018636377743070795
Position 17: 0.017896521369414393
Position 50: 0.01494148428754561
Position 2233: 0.014373887895189213
Position 2114: 0.014176088720090123
Position 1650: 0.00918279155257724
Position 2816: 0.0060943746016385875
Position 1977: 0.003621242445643412
Position 4696: 0.0033750721189116104
Position 1486: 0.002988952604396908
Position 2262: 0.001567731402908536
Position 173: 0.001181019796981252
Position 2107: 0.0011295963832144167
Position 557: 0.0010508775427175091
Position 524: 0.0008688703788288568
Position 1321: 0.0006384111334875912
Position 152: 7.695599789103808e-05
Position 149: 5.021774889453947e-05
Position 143: 3.57397719602516e-05
Position 22: 1.0913333404765607e-05
Position 178: 2.2031137189556913e-06
Position 176: 1.1957034282169948e-06
Position 376: 9.903002101243609e-08
Position 334: 3.8338329914186e-08
Position 253: 8.101061840338024e-09
Position 311: 1.8390750926543341e-09
Position 273: 5.055051543535701e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2739: 0.9554833765774818
Position 15332: 0.3230416681953885
Position 17514: 0.21173346964619752
Position 8370: 0.16585466020433176
Position 11147: 0.16136749194359823
Position 11839: 0.050840097441625605
Position 2040: 0.02759226230287885
Position 11808: 0.0263341539830966
Position 277: 0.022957623227077867
Position 4629: 0.021101826345834632
Position 4607: 0.020702750229134495
Position 8696: 0.018002589254746744
Position 5370: 0.015708457783636602
Position 8587: 0.009648395315992929
Position 8952: 0.008879329043647957
Position 8366: 0.0081507909493432
Position 4758: 0.00691024094387326
Position 466: 0.006190547814957539
Position 5179: 0.006035787682578184
Position 1569: 0.005123344800717902
Position 5727: 0.004723472655649218
Position 5529: 0.004426586273046138
Position 5182: 0.0040819108181365405
Position 8165: 0.0034630570844891716
Position 1283: 0.0034138210507410663
Position 1519: 0.003178000586932252
Position 1951: 0.0030878952985703943
Position 2785: 0.0029302748715299637
Position 1882: 0.002569749424619016
Position 7949: 0.0023763192347557344
Position 234: 0.0023550791497082488
Position 258: 0.002187113814401065
Position 1153: 0.002056801632892985
Position 6358: 0.0018845597214267292
Position 201: 0.0015939605579479749
Position 2097: 0.0014285467228264564
Position 242: 0.001098808114897913
Position 2106: 0.0010645158878288066
Position 3144: 0.0009219896058036267
Position 5791: 0.0007923553232599191
Position 3147: 0.0007876022606839091
Position 5294: 0.000715021160671256
Position 1606: 0.0005776916448109613
Position 5476: 0.0005051046630657752
Position 692: 0.0004446609325971474
Position 218: 0.0004128320592081738
Position 2950: 0.00038160214053329863
Position 3936: 0.00034445055532420616
Position 3960: 0.0003367798453896743
Position 3021: 0.00029639626301945413
Position 786: 0.00027891060586271693
Position 3713: 0.00024303970993092472
Position 960: 0.0002405592231164967
Position 282: 0.0002038140130185608
Position 3003: 0.00017245006362963738
Position 549: 0.0001697330200110779
Position 670: 0.00012844742068305042
Position 512: 0.00011553548797509148
Position 1105: 0.0001108097567731086
Position 591: 9.030873062513947e-05
Position 2741: 8.663982604627366e-05
Position 4821: 7.099439237569398e-05
Position 159: 1.0059731986763323e-06
Position 287: 5.636324590030609e-07
Position 208: 4.1616825526838035e-07
Position 163: 2.2499299677007076e-07
Position 89: 1.2076687758579707e-07
Position 167: 1.098001292833495e-07
Position 172: 5.8511386222098065e-08
Position 332: 5.663656924487727e-08
Position 170: 3.529627955037792e-08
Position 86: 2.6586949216785416e-08
Position 384: 2.2747869151169782e-08
Position 325: 1.4944302942171762e-08
Position 308: 1.3849479932509931e-08
Position 341: 1.154517758742756e-08
