Gene = GPN2
index = 613
Annotated 5SS: [ 612 1329 4325 6138]
Annotated 3SS: [ 1171  4163  6006 10547]
SMsplice 5SS: [ 168 1329]
SMsplice 3SS: [1171 6006]
top_k =  100
Partition function (log Z): -11.761644049764914

Sorted 5' Splice Sites (High to Low Probability):
Position 1329: 0.7715138746033153
Position 168: 0.6643625934485697
Position 4325: 0.3299816556617587
Position 612: 0.20896493209664369
Position 103: 0.18238317154054584
Position 6138: 0.07524161858272375
Position 6173: 0.036762783335753675
Position 1932: 0.032092125036909745
Position 1893: 0.029922677728128937
Position 289: 0.02289476962952689
Position 1588: 0.01928105216115815
Position 700: 0.0161394459078728
Position 1661: 0.011377840386688272
Position 1401: 0.011279970441198398
Position 543: 0.005877481370482623
Position 915: 0.004383208258807554
Position 390: 0.0038378844343023113
Position 405: 0.0017344415016757896
Position 991: 0.0017139183394724341
Position 856: 0.0009272610553426012
Position 359: 0.00021349812955328505
Position 240: 0.00013557656892803908
Position 135: 5.919886385118756e-05
Position 378: 5.6405632794296515e-05
Position 11: 4.0804892432499154e-05
Position 130: 3.5254957540082704e-05
Position 109: 2.6692248011158242e-05
Position 20: 2.4569575152360544e-05
Position 82: 2.644329736914946e-07
Position 24: 1.8499178363973317e-07
Position 57: 7.43450778402941e-08
Position 172: 1.6763658773162917e-08
Position 6: 1.2899509492396757e-08
Position 66: 8.768466122151113e-09
Position 15: 2.617631250007137e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6006: 0.7698963084268746
Position 1171: 0.47445789832277846
Position 4163: 0.3595302017866113
Position 1141: 0.2925087883835965
Position 537: 0.1062401479479823
Position 1880: 0.07854715696888118
Position 8082: 0.07391019253254717
Position 6538: 0.06109167570372813
Position 5981: 0.04035150410891913
Position 3310: 0.036018832938299994
Position 1492: 0.02448243789952387
Position 1211: 0.01801846044960771
Position 4114: 0.014575576497201946
Position 1232: 0.012943773492002889
Position 1689: 0.009730099638227529
Position 1710: 0.008896026514354389
Position 6068: 0.007331146886857909
Position 1504: 0.006941514559144701
Position 1100: 0.006820865174251041
Position 6150: 0.006445845124938193
Position 695: 0.0057658974386268335
Position 5021: 0.003943238449469691
Position 1713: 0.0026914047443644504
Position 1980: 0.0022973579678989184
Position 3306: 0.001862111797307373
Position 1957: 0.0015329619196059543
Position 261: 0.0010539647585082875
Position 542: 0.0010533093068293212
Position 236: 0.000610243771309823
Position 807: 0.00037396708850574446
Position 207: 0.0003592433146288175
Position 494: 0.0002945738029760948
Position 172: 0.00024954013605128084
Position 458: 0.00021315820813495986
Position 468: 6.227652334962271e-05
Position 1297: 5.918282800398212e-05
Position 783: 5.31167391608406e-05
Position 350: 5.0060056237174516e-05
Position 577: 7.039887662079203e-07
Position 599: 3.9536021670916315e-07
Position 289: 1.0965195775479634e-07
