Gene = TSACC
index = 1493
Annotated 5SS: [ 236 2478 7395]
Annotated 3SS: [2319 7265 9453]
SMsplice 5SS: [749]
SMsplice 3SS: [832]
top_k =  100
Partition function (log Z): -11.385773729190632

Sorted 5' Splice Sites (High to Low Probability):
Position 2478: 0.5617317425701237
Position 749: 0.5116934520119771
Position 240: 0.39152488354322224
Position 5352: 0.24099294171927502
Position 1001: 0.2036917637850105
Position 892: 0.15104306126180939
Position 173: 0.059196009646392087
Position 7395: 0.050412185876427026
Position 231: 0.020261850717369537
Position 139: 0.014179261403429922
Position 676: 0.011269967211666591
Position 1292: 0.008254745339618032
Position 1394: 0.008102168299321266
Position 245: 0.0025994725526964006
Position 302: 0.0006460077739242152
Position 297: 0.0003028730717606032
Position 307: 9.218679979728042e-05
Position 71: 6.366937857309396e-05
Position 654: 2.4341778513679293e-05
Position 407: 1.5042791471913707e-05
Position 269: 1.1914784212393672e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2319: 0.4593834408976853
Position 832: 0.4513920686984068
Position 5259: 0.3332587702744877
Position 5618: 0.23174099610639268
Position 5683: 0.2031472860682155
Position 2420: 0.18637669471842938
Position 7305: 0.11876971045728807
Position 5297: 0.07793534862210044
Position 7601: 0.050412185876427026
Position 2660: 0.032738797680809055
Position 1291: 0.026817280493797963
Position 4044: 0.0124609690382114
Position 3192: 0.009043963024662273
Position 1000: 0.007686520607657223
Position 5424: 0.007288413352253062
Position 511: 0.0070476028776167874
Position 5173: 0.003718852553044428
Position 3482: 0.002897589293982622
Position 3171: 0.0025941304493848367
Position 1178: 0.002368349678187224
Position 721: 0.0023365556744786094
Position 2443: 0.0015546801269143954
Position 576: 0.0014708649163973095
Position 971: 0.0010403445871238147
Position 1251: 0.0008895103493490975
Position 885: 0.0005361553711694646
Position 415: 0.00021889369228792217
Position 444: 0.00018757665469747905
Position 389: 0.00016821754576967898
Position 349: 0.00011481460851583138
Position 663: 7.594258194460498e-05
Position 346: 7.593897222595003e-05
Position 620: 7.387140300585e-05
Position 643: 6.508465596165992e-05
Position 334: 6.366073583409991e-05
Position 735: 5.5384727646527305e-05
Position 625: 4.162475715516744e-05
Position 668: 3.269009793125462e-05
Position 529: 1.3518227584109656e-05
Position 557: 1.3288416269654201e-05
Position 793: 1.9534452912250857e-06
