Gene = LDLRAD1
index = 774
Annotated 5SS: [  39  755 3895 5988 7849]
Annotated 3SS: [ 702 3765 5849 7719 8999]
SMsplice 5SS: [ 158 4957 5988 7849]
SMsplice 3SS: [4798 5849 7719 8472]
top_k =  100
Partition function (log Z): -3.576309269922347

Sorted 5' Splice Sites (High to Low Probability):
Position 5988: 0.9523168499055991
Position 7849: 0.9206256275119844
Position 4957: 0.7850999258484909
Position 3895: 0.5121011162311274
Position 158: 0.3799429688220477
Position 5785: 0.30523659179062024
Position 124: 0.23313379130618148
Position 8669: 0.1590758701138927
Position 755: 0.1396673036236143
Position 39: 0.13836075676042278
Position 4444: 0.12641760715478872
Position 56: 0.12481470808261456
Position 8690: 0.11625270240882751
Position 4886: 0.10631688605853067
Position 73: 0.06381485155868155
Position 8581: 0.05009358722755092
Position 3915: 0.04921976345720971
Position 107: 0.04468085783699625
Position 8227: 0.03768659727843807
Position 2227: 0.03323251143939128
Position 8545: 0.030539052190158792
Position 4924: 0.027837872714646952
Position 141: 0.01270252352298525
Position 2399: 0.012696138787803674
Position 2245: 0.01201955151164599
Position 3298: 0.008805654185828123
Position 8585: 0.007874316261992372
Position 8104: 0.0037181825351457636
Position 4018: 0.0026616328876266585
Position 90: 0.0013736903571386781
Position 527: 0.0005851215258246188
Position 347: 0.0003307783819377766
Position 27: 0.0001571433909456449
Position 368: 0.00010280845422455789
Position 1713: 9.238419516539894e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4798: 0.9207182025440805
Position 8472: 0.7776118030773191
Position 7719: 0.7664365649505647
Position 5849: 0.6518489606109308
Position 3765: 0.542471402562499
Position 8999: 0.3702322324264497
Position 5573: 0.3052365917906201
Position 5880: 0.24383533011920017
Position 7668: 0.14901990816693603
Position 7961: 0.14362067553975855
Position 702: 0.13199978742651142
Position 4268: 0.12253801581087746
Position 2142: 0.057948201738840986
Position 5828: 0.05663255917546797
Position 8365: 0.03792653661507057
Position 8856: 0.03455669788982366
Position 3768: 0.018849477125838524
Position 9058: 0.016882195449073944
Position 3237: 0.008805654185828125
Position 8054: 0.007923871987014521
Position 604: 0.0071654950429990245
Position 7573: 0.006891723222213094
Position 6979: 0.006685052925095915
Position 4300: 0.003879591343911275
Position 3993: 0.003150144376942254
Position 7348: 0.0024316330183130007
Position 7531: 0.0024297184301112244
Position 6101: 0.0012652924185193892
Position 651: 0.00026806330671785074
Position 474: 0.00023395784738607206
Position 1607: 9.23841951653988e-05
