Gene = NDUFA5
index = 924
Annotated 5SS: [  481   852  7786 12645]
Annotated 3SS: [  806  7668 12578 16034]
SMsplice 5SS: [  481  7786 12645]
SMsplice 3SS: [ 7668 12578 16034]
top_k =  100
Partition function (log Z): -9.199608969636786

Sorted 5' Splice Sites (High to Low Probability):
Position 7786: 0.9867663983851636
Position 12645: 0.8986492117330439
Position 481: 0.7381023290562836
Position 852: 0.5375809204254495
Position 4812: 0.3500369075139198
Position 10900: 0.2218412033419936
Position 4586: 0.1648590431252449
Position 631: 0.11285258213534745
Position 622: 0.04515881782117455
Position 408: 0.019877601646160252
Position 1186: 0.015043262229173529
Position 1475: 0.008007791779163592
Position 109: 0.006371358549833075
Position 1221: 0.005512980224461863
Position 496: 0.005296405149747879
Position 467: 0.0035002739350569697
Position 2371: 0.0032076569182849387
Position 268: 0.0024129180015900874
Position 523: 0.0024073008382594807
Position 151: 0.0023424782840868437
Position 90: 0.0015209938464506312
Position 433: 0.0014416328268859284
Position 125: 0.0013044131320876142
Position 970: 9.419293488322067e-07
Position 287: 9.08228587247862e-09
Position 188: 7.082586400276373e-09
Position 20: 6.03217692679703e-09
Position 163: 5.143481331741936e-09
Position 154: 1.5213423972440563e-09
Position 758: 5.44411731210252e-10
Position 119: 3.5033551904653834e-11
Position 161: 7.972452484768815e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7668: 0.9867663983851636
Position 12578: 0.9448656265168157
Position 16034: 0.7614544683121347
Position 747: 0.3075285128321883
Position 4710: 0.28288561557986974
Position 10696: 0.24823990142654792
Position 4498: 0.23282986335662567
Position 806: 0.17637265215227835
Position 14765: 0.040049176763228674
Position 14220: 0.025249612154732586
Position 15493: 0.020607033634430234
Position 15282: 0.015719786503951873
Position 13759: 0.01397071409399609
Position 11437: 0.013322327179002849
Position 8891: 0.012897580557959802
Position 925: 0.011373017415040305
Position 12829: 0.009938881213841334
Position 13784: 0.008726489224363101
Position 1354: 0.007225396227112748
Position 1122: 0.005670361032513146
Position 2163: 0.0032076569182849382
Position 13493: 0.0029330498323653182
Position 1246: 0.0012219298695201775
Position 8121: 0.0009361912722453427
Position 3040: 9.675873403162546e-05
Position 625: 2.2699309628743315e-06
Position 306: 1.4113496020437493e-06
Position 772: 8.197711494002717e-07
Position 630: 5.229179834013961e-07
Position 407: 3.928029346801726e-07
Position 252: 3.0870173467061276e-07
Position 428: 2.3615595981083293e-07
Position 650: 2.2947800921574937e-07
Position 656: 9.74328734026392e-08
Position 347: 7.45739672618516e-08
Position 378: 5.543954530877276e-08
Position 513: 1.2522519947331943e-08
Position 404: 1.0703080535820505e-08
Position 370: 9.30893719014905e-09
