Gene = PSMC2
index = 1088
Annotated 5SS: [  223  2868  9045 10036 10880 17175 17845 18526 19394 21250 22702 22896]
Annotated 3SS: [ 2609  9006  9953 10779 17042 17771 18429 19228 21161 22498 22798 22982]
SMsplice 5SS: [  223  2868 10036 10880 17175 17845 18526 19389 21250 22702 22896]
SMsplice 3SS: [ 2771  9953 10779 17042 17771 18429 19193 21161 22498 22798 22982]
top_k =  100
Partition function (log Z): 19.27104697434493

Sorted 5' Splice Sites (High to Low Probability):
Position 10880: 0.9999343006087767
Position 18526: 0.999119292714172
Position 22702: 0.9984717931679533
Position 22896: 0.9975609784790217
Position 223: 0.9973071183693576
Position 21250: 0.9661660017664038
Position 10036: 0.9582736525846962
Position 17175: 0.9373968502583212
Position 2868: 0.9266168209785554
Position 17845: 0.7319535977686626
Position 19389: 0.617773845683195
Position 17434: 0.4663417625660673
Position 9045: 0.3776707811815593
Position 19394: 0.3350487355114123
Position 23084: 0.2083423792800744
Position 822: 0.2078474247853043
Position 19623: 0.14165198021973438
Position 10622: 0.1408891364059858
Position 18868: 0.04117507588070643
Position 19075: 0.034033397626412436
Position 19947: 0.01736583243300634
Position 2125: 0.014807318872866277
Position 19199: 0.007967663997638673
Position 2336: 0.007252105474862489
Position 6490: 0.006536971192655474
Position 15756: 0.006076874759619006
Position 22526: 0.005795398106375833
Position 19399: 0.005678923238486776
Position 17442: 0.005109266553304631
Position 23075: 0.005073260959549082
Position 17137: 0.0026454351301702997
Position 18719: 0.0017032601013015386
Position 632: 0.001266130469584412
Position 18676: 0.0011790923787620233
Position 23016: 0.0011677419429003278
Position 21936: 0.0011053729867105317
Position 578: 0.0005648706167941871
Position 186: 0.00029722698648831865
Position 13814: 0.0002448732063115806
Position 19293: 0.0002163346739534139
Position 14788: 0.00021062833587930167
Position 229: 0.00020212501543309853
Position 542: 0.00019793921424443974
Position 12791: 0.00017767495371712354
Position 13185: 0.00012963069657253605
Position 13173: 0.00011837841948003405
Position 22603: 0.00010201164729775516
Position 13698: 8.476528739459394e-05
Position 199: 5.026942545774495e-05
Position 227: 4.8451380645653954e-05
Position 538: 3.581900640137591e-05
Position 176: 3.004951559233699e-05
Position 22577: 1.606684015104089e-05
Position 22900: 9.066497649896953e-06
Position 22867: 2.375055021608423e-06
Position 22879: 2.3494982646526297e-06
Position 22881: 1.28994539068065e-08
Position 22907: 9.711339988261109e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10779: 0.9998857939375145
Position 18429: 0.9991159624755972
Position 22798: 0.9974161106887944
Position 22498: 0.9806796992472224
Position 22982: 0.9792154716153058
Position 21161: 0.9661660017664053
Position 9953: 0.9582736525846961
Position 17042: 0.9400422853884918
Position 2771: 0.5454393782791613
Position 17250: 0.471451029119372
Position 17771: 0.4349418168979171
Position 19193: 0.43445717796445316
Position 9006: 0.3220871182480787
Position 2609: 0.2854748437273955
Position 19298: 0.2853280344749264
Position 19228: 0.22024373683062604
Position 726: 0.18200271823363748
Position 17685: 0.16456016318696468
Position 19519: 0.1576402724862259
Position 10545: 0.13988680686255783
Position 17560: 0.13245161768378133
Position 23524: 0.07879235028570722
Position 2824: 0.07345495542829046
Position 8967: 0.05558366293347982
Position 18803: 0.05312989508867977
Position 23356: 0.04835583130126114
Position 23994: 0.023612169011756674
Position 22589: 0.022828742388995887
Position 18953: 0.022079171197714395
Position 732: 0.02171397413045578
Position 23751: 0.019701137722368287
Position 23402: 0.017135028271034407
Position 23299: 0.016521208532149136
Position 1985: 0.014364363463015247
Position 19168: 0.012882444715020626
Position 19130: 0.01131108593438062
Position 24185: 0.009801300322912708
Position 2539: 0.008024231996221787
Position 2473: 0.0071174920530664015
Position 2573: 0.007105919494419717
Position 15430: 0.006076874759619004
Position 23031: 0.00551036242964534
Position 6356: 0.005315783473283554
Position 24362: 0.004951148358097425
Position 2211: 0.004515685269812558
Position 23469: 0.0034923404355249633
Position 24475: 0.0029894611291340525
Position 22819: 0.002288567303183379
Position 2172: 0.0021609982331444754
Position 18608: 0.0017113062500717267
Position 728: 0.0016762365834315474
Position 753: 0.001664922755884334
Position 18752: 0.0013976543084331583
Position 19680: 0.0013775401665148286
Position 23465: 0.0012419859509581054
Position 6231: 0.00122118771937193
Position 21856: 0.0011053729867105317
Position 19069: 0.0010515334731935333
Position 23279: 0.0010389067269509725
Position 10488: 0.0010028077287056417
Position 18348: 0.0008325224074218709
Position 22436: 0.0007930692501703108
Position 501: 0.0007895730818948377
Position 2175: 0.0005754219719054559
Position 1895: 0.0004429554098510305
Position 13681: 0.0003296384937061744
Position 14593: 0.00021062833587930167
Position 18637: 0.00019923976965661276
Position 22365: 0.0001570880849558206
Position 18635: 0.00015585691586498737
Position 13014: 0.00013320046318771812
Position 13054: 0.00011480865286485208
Position 12596: 9.947339353343021e-05
Position 12602: 4.3547788371582184e-05
Position 12573: 3.465377181211115e-05
Position 10836: 2.4933443771392104e-05
Position 10815: 2.309504221206643e-05
Position 23009: 9.582102644001508e-06
Position 22890: 6.010074164046418e-06
Position 22871: 5.8728521163315826e-06
