Gene = MAD2L2
index = 813
Annotated 5SS: [  238  9913 10612 11089 11298 14108 14803 15605 15993 16569]
Annotated 3SS: [ 9633 10211 11036 11178 14035 14701 15509 15918 16475 16833]
SMsplice 5SS: [  238 11089 11298 14108 14597 14803 15605 15993 16569]
SMsplice 3SS: [11036 11178 14035 14454 14701 15509 15918 16475 16833]
top_k =  100
Partition function (log Z): 11.111509861543588

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9999429806774727
Position 11298: 0.9979369101446153
Position 11089: 0.9944696648296834
Position 15605: 0.9924830400519132
Position 15993: 0.9776932035733739
Position 16569: 0.9768086617896147
Position 14108: 0.8566009554372307
Position 14803: 0.8363809034643037
Position 14597: 0.708239912788457
Position 14842: 0.15272642832103409
Position 15121: 0.07676512379931197
Position 15126: 0.014349024838761564
Position 15984: 0.007788559991519081
Position 14950: 0.006725374036095353
Position 16381: 0.0066540577485482266
Position 15657: 0.003964002943796663
Position 16177: 0.0029583604380058665
Position 16007: 0.0023181062251928
Position 14894: 0.0018599238085822921
Position 16259: 0.0017513458362718106
Position 16013: 0.0017185086271695
Position 16036: 0.0011660396741603142
Position 16122: 0.0010895258980176525
Position 15005: 0.0009273396715098498
Position 16164: 0.0008494498280931991
Position 11891: 0.0006802216309310508
Position 15607: 0.0005467483229168308
Position 15661: 0.00031636875706773373
Position 2769: 0.00027360926442788835
Position 2742: 0.00023755232157051588
Position 15823: 0.00023052501858295254
Position 11327: 0.00022463532899482305
Position 15573: 0.00019878862677797152
Position 242: 3.069087186817874e-05
Position 658: 2.1878961887301122e-05
Position 588: 2.3158222489829688e-06
Position 1010: 2.1336665193205446e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 16475: 0.9999269356326334
Position 11036: 0.9987263528156366
Position 11178: 0.9939048574876554
Position 14701: 0.9898991777579467
Position 15918: 0.983723685218955
Position 15509: 0.9531077266159949
Position 14035: 0.8566009554372307
Position 14454: 0.7082458274590578
Position 16833: 0.5777772973753839
Position 16783: 0.1742409780926622
Position 16780: 0.16573071981692972
Position 15050: 0.060606745880742774
Position 16839: 0.03513299493913044
Position 15514: 0.02237187116985652
Position 14874: 0.01905657116149748
Position 15540: 0.01764779619604881
Position 14899: 0.014629104752627811
Position 16761: 0.005847613636030626
Position 15796: 0.004986029783074888
Position 17019: 0.004756584979852954
Position 14680: 0.004746406883632
Position 16935: 0.0031016618930138507
Position 16202: 0.003015019901210304
Position 16121: 0.0028524046022194048
Position 16237: 0.002610392863485207
Position 16966: 0.0025939970537305485
Position 15434: 0.0024725448322143843
Position 15674: 0.002393970511998898
Position 16913: 0.0018156044659255778
Position 15933: 0.001779984158021226
Position 17045: 0.0015085117977819073
Position 16104: 0.0013945315982979768
Position 16730: 0.0012280868614937047
Position 15564: 0.00101764743465177
Position 16646: 0.0008983375218903056
Position 16748: 0.000779539214195139
Position 17004: 0.0006524322264053402
Position 16223: 0.000585042496118864
Position 15879: 0.0005214475406703797
Position 2654: 0.0005111615859984039
Position 15446: 0.0004648993671255278
Position 17082: 0.0004333521215479038
Position 15014: 0.0004165394616356428
Position 11732: 0.0003805392457504042
Position 15096: 0.00037365737091541915
Position 15537: 0.0003249375690063458
Position 17149: 0.00031094979364032407
Position 11701: 0.00029968238518064666
Position 16080: 0.00013770014101410934
Position 15837: 0.00012188326858823726
Position 15374: 0.00010152551757424994
Position 15696: 0.00010026346056434466
Position 16505: 6.737342229665445e-05
Position 15739: 9.905021765543885e-07
Position 15719: 2.7757608465695558e-08
