Gene = KISS1
index = 747
Annotated 5SS: [ 111 3713]
Annotated 3SS: [3571 5688]
SMsplice 5SS: [111]
SMsplice 3SS: [5688]
top_k =  100
Partition function (log Z): -7.561099116341283

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9904032647373212
Position 1852: 0.6494800683459246
Position 2118: 0.5611240163866152
Position 3713: 0.28556108654172163
Position 4201: 0.027660995969249327
Position 4277: 0.022587928853565215
Position 652: 0.013294948209379685
Position 2659: 0.011293190040862884
Position 2383: 0.010161260372040392
Position 855: 0.0015613386962107195
Position 52: 1.0010570273326809e-05
Position 146: 1.4608921306173762e-06
Position 318: 9.878105462574241e-08
Position 55: 9.022620278233802e-08
Position 125: 2.4311879309809905e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5688: 0.5987764893233022
Position 1964: 0.5270955911758808
Position 1695: 0.2890827498106359
Position 3571: 0.2863809783545159
Position 5857: 0.2664801396558427
Position 1738: 0.22610243288587828
Position 3995: 0.08265376004909554
Position 1801: 0.06176435110609549
Position 1945: 0.03667856278335366
Position 1646: 0.031959830504454036
Position 3791: 0.022417884812436097
Position 1677: 0.021727420085351355
Position 3334: 0.014878337912815712
Position 2497: 0.013726887916640083
Position 4792: 0.013098139690714791
Position 2338: 0.010948291825545759
Position 2237: 0.008743205003140204
Position 3516: 0.008661996662900094
Position 495: 0.007796058587029651
Position 2024: 0.006431173335133887
Position 1514: 0.004990439051554693
Position 1628: 0.004878245481945804
Position 2286: 0.004794042934565571
Position 1971: 0.0038912905697104957
Position 1703: 0.003794912907332044
Position 1650: 0.0031463736349838017
Position 2571: 0.0030510451357839683
Position 1931: 0.0018399245288440128
Position 2867: 0.0015747990208969777
Position 2989: 0.0015548943082385937
Position 262: 0.0013871160783216882
Position 1557: 0.0012596121121989919
Position 1610: 0.0005036630880889709
Position 1471: 0.00024521764866822227
Position 1598: 0.0001815517194238166
Position 366: 0.00015562287376121172
Position 540: 0.00015433393202156172
Position 478: 0.00011539034724033565
Position 563: 8.516979029654619e-05
Position 2103: 6.537782144574726e-05
Position 433: 3.894769902757681e-05
Position 1866: 1.4965338256892014e-05
Position 1911: 1.15408083036692e-05
Position 1363: 6.307370519090059e-07
Position 404: 1.1814890285849793e-07
Position 566: 1.0628418829852833e-07
Position 618: 9.386465699217218e-08
Position 546: 7.55879572237957e-08
