Gene = DRAXIN
index = 471
Annotated 5SS: [  125 14981 17737 20237 20701 23480]
Annotated 3SS: [14519 17545 20121 20610 23389 27854]
SMsplice 5SS: [  125 17737 20237 20701 21861 23480]
SMsplice 3SS: [17545 20121 20610 21707 23389 26759]
top_k =  100
Partition function (log Z): -21.115472717324867

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9435792883071286
Position 6083: 0.17282016836258512
Position 195: 0.056177456264205554
Position 1057: 0.01091673002315371
Position 733: 0.002309138503835803
Position 2044: 0.002098704204258125
Position 2599: 0.000886068384325607
Position 654: 0.000546007166289586
Position 224: 3.5650346177773126e-05
Position 248: 1.7496246208080087e-05
Position 868: 3.811014230430351e-06
Position 441: 2.388980879590056e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14519: 0.5047073032449632
Position 5959: 0.10473746583884296
Position 9401: 0.10175397486148728
Position 5873: 0.07591381214170109
Position 12424: 0.0582671490984627
Position 5619: 0.0379860926026692
Position 1879: 0.032759292271905376
Position 922: 0.0315506201419442
Position 9888: 0.024471151991381997
Position 2472: 0.018610218818460218
Position 6557: 0.01850573049688854
Position 2727: 0.01842428234065847
Position 9116: 0.01790863579020965
Position 9415: 0.01706646931851025
Position 2209: 0.015970210027783132
Position 7343: 0.012722463000548238
Position 6770: 0.010830349796176487
Position 4578: 0.010246219437437944
Position 1921: 0.009449112190348257
Position 3027: 0.008680204718407983
Position 539: 0.007853464850069287
Position 5579: 0.0075644154901077865
Position 271: 0.005598691031050434
Position 1704: 0.005156236170863416
Position 4425: 0.003926250526400134
Position 3285: 0.0038239253026412004
Position 1002: 0.002668189879785575
Position 2187: 0.0026442229591804793
Position 295: 0.0023414468694074675
Position 728: 0.0022110006624594383
Position 3014: 0.001942142830452999
Position 2008: 0.0018930790475186296
Position 3117: 0.00176640595370871
Position 2957: 0.0015952778117337561
Position 2327: 0.0015409901607948031
Position 624: 0.001265750720704746
Position 2305: 0.001161519620889348
Position 1841: 0.0007052613975993727
Position 520: 0.0006348837190622784
Position 1881: 0.0006285722417983968
Position 1734: 0.0006201288511448937
Position 570: 0.0005409388098595312
Position 494: 0.0005371911403692349
Position 573: 0.00010454030754387593
Position 543: 4.5087924897052836e-05
Position 553: 1.6652170935795065e-05
Position 690: 1.4594210892660948e-05
Position 644: 1.0308365490290426e-05
Position 602: 9.913103298426116e-06
Position 473: 3.4720025846277755e-06
Position 647: 3.045846887017222e-06
Position 635: 2.3996115608828454e-06
