Gene = FCGR2C
index = 550
Annotated 5SS: [  210  7103  8480 10059 10903 14251]
Annotated 3SS: [ 7081  8221  9803 10788 14212 18289]
SMsplice 5SS: [  210  2475  7103  8480 10059 10903]
SMsplice 3SS: [ 2380  7081  8221  9803 10788 14212]
top_k =  100
Partition function (log Z): -7.345820282105083

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9295414964783039
Position 2475: 0.8810278496988139
Position 8480: 0.8226497254318799
Position 10059: 0.7285107422360055
Position 7103: 0.6205718202556981
Position 10903: 0.5848278237315626
Position 1193: 0.5342157117365887
Position 14045: 0.399017234875792
Position 1854: 0.22007554356029388
Position 9533: 0.18094790789359544
Position 596: 0.12875350041338457
Position 7229: 0.073095410005284
Position 787: 0.056126389043350135
Position 1869: 0.027375608200224798
Position 5547: 0.023752245609305375
Position 9325: 0.01616440325691454
Position 6831: 0.008657450820393923
Position 1845: 0.008334168906237099
Position 1818: 0.005447342169052514
Position 4001: 0.00540466580229874
Position 1303: 0.0020306009156746997
Position 603: 0.0001922346129945979
Position 1683: 0.00015475910272654445
Position 331: 4.08758549700576e-05
Position 388: 2.1837092158420694e-05
Position 27: 9.82079766461428e-06
Position 370: 5.71829369184441e-06
Position 299: 5.386522730785998e-06
Position 157: 5.312580166128971e-06
Position 138: 5.1376888318232565e-06
Position 395: 3.811729942231098e-06
Position 214: 2.2497323511744604e-06
Position 253: 1.8514784154928469e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9803: 0.8247451988386745
Position 2380: 0.7916373452276936
Position 7081: 0.6918258254209008
Position 8221: 0.6297727954192113
Position 10788: 0.622871070600106
Position 13946: 0.5529816388520168
Position 14212: 0.4334156829573686
Position 1069: 0.3549493411557948
Position 14141: 0.2456978565398812
Position 1749: 0.21401318583308918
Position 9368: 0.14660780800273138
Position 8376: 0.1181556391564201
Position 1165: 0.09834273217017439
Position 466: 0.09080776531244182
Position 8224: 0.08961421527394249
Position 2348: 0.07535475461160544
Position 9391: 0.039733995288867285
Position 1116: 0.0384838236548163
Position 1761: 0.037206117866521726
Position 5503: 0.025674894629498204
Position 686: 0.024107055830615065
Position 9172: 0.01616440325691454
Position 849: 0.010474119431551316
Position 1675: 0.010013359136197523
Position 2271: 0.009690317204324813
Position 6665: 0.008657450820393937
Position 1091: 0.00699834476465314
Position 10292: 0.006646248695249895
Position 1040: 0.00643521672045674
Position 3803: 0.00540466580229874
Position 7160: 0.005084178102240609
Position 937: 0.004605694569233566
Position 683: 0.004460984817776274
Position 2245: 0.004345432655190349
Position 723: 0.003889632251520153
Position 1071: 0.0021638282348560114
Position 312: 0.002129258060585751
Position 710: 0.0009513121534253465
Position 484: 0.0007112664482360414
Position 2929: 0.000545862262013135
Position 435: 0.0004061729156246242
Position 1224: 0.00019633899759885726
Position 386: 0.0001820518898802044
Position 559: 0.000139119554385179
Position 370: 0.0001015521717735306
Position 1529: 9.633515076802474e-05
Position 326: 9.021903253137614e-05
Position 689: 7.385536107781446e-05
Position 522: 6.518591054661343e-05
Position 1465: 5.842395195851972e-05
Position 404: 4.1191127764795636e-05
Position 754: 3.9476881803914094e-05
Position 303: 2.9831574857212504e-05
Position 727: 2.6001445018799826e-05
Position 479: 2.284649956867509e-05
Position 600: 1.6213789252474244e-05
Position 295: 1.5480116010775084e-05
Position 817: 4.521494588399784e-06
Position 639: 3.1790629763623173e-07
Position 636: 2.789663152206442e-07
Position 606: 2.7444932034830423e-07
Position 393: 2.7369618574513255e-07
Position 571: 2.2161037553598958e-07
Position 322: 5.403349654751128e-08
Position 274: 2.7231686557563985e-08
Position 317: 1.617542316980422e-08
Position 524: 1.0560549273278486e-08
Position 489: 8.81663127587719e-09
Position 575: 8.224533553599344e-09
Position 388: 7.95661796592097e-09
Position 280: 1.0053716748159376e-09
