Gene = LOR
index = 789
Annotated 5SS: [34]
Annotated 3SS: [1226]
SMsplice 5SS: [  34 1176]
SMsplice 3SS: [1086 1244]
top_k =  100
Partition function (log Z): -7.980491077764652

Sorted 5' Splice Sites (High to Low Probability):
Position 34: 0.8790609094088004
Position 1176: 0.8458316365076612
Position 832: 0.09458328991455169
Position 807: 0.03210765242401616
Position 455: 0.020667602782511136
Position 826: 0.006445149290545261
Position 947: 0.004258401794458807
Position 410: 0.0018987836512535197
Position 240: 0.0015402978097185862
Position 174: 0.0013654607636304696
Position 980: 0.0012371446342538885
Position 302: 1.944566949338874e-05
Position 25: 5.706853688777894e-06
Position 839: 3.1590279616002286e-06
Position 377: 5.796999023566862e-07
Position 215: 3.096152420293894e-07
Position 38: 1.1122572067508541e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1086: 0.5992550888308683
Position 1244: 0.3151984019664411
Position 1083: 0.12078843481796177
Position 1282: 0.10679526016751119
Position 1289: 0.10617682110269504
Position 1226: 0.10213876932643168
Position 924: 0.0973012488933908
Position 1641: 0.08687518112745626
Position 1566: 0.08542529109033063
Position 1885: 0.05038803169138446
Position 638: 0.03229326248276586
Position 1785: 0.026386761801722686
Position 1054: 0.021225502510821368
Position 2149: 0.019746134370300802
Position 695: 0.018128444868395256
Position 1888: 0.013552218736623567
Position 1261: 0.009976266414684534
Position 485: 0.00958250578074453
Position 2188: 0.007838320038548837
Position 669: 0.005851747859158056
Position 2390: 0.0047486597869106474
Position 1711: 0.00464703825894414
Position 1335: 0.003852299865607486
Position 1270: 0.003789553517466013
Position 1129: 0.003192680520801015
Position 1033: 0.002663668222973685
Position 134: 0.0025337493491978816
Position 1303: 0.002528928066341391
Position 1953: 0.0022732773538958577
Position 1267: 0.0020620978789913018
Position 642: 0.001874068579167733
Position 290: 0.0018450887008470839
Position 977: 0.0018372447281659076
Position 1860: 0.001816941069290456
Position 154: 0.0018085210834278406
Position 1915: 0.0016687343275222878
Position 1977: 0.0015082610776451615
Position 2275: 0.0012091672623226037
Position 2340: 0.0011729402819381618
Position 1376: 0.0011331958324406163
Position 1167: 0.0010369603097858044
Position 1249: 0.00100932453735709
Position 236: 0.0010070427368330465
Position 1193: 0.0010043060876542803
Position 825: 0.0009312987779196222
Position 860: 0.0008400094190226604
Position 524: 3.510411189592141e-05
Position 609: 2.899000450901087e-05
Position 676: 2.8156666493325824e-05
Position 211: 8.742079786621148e-06
Position 381: 5.796596865845358e-06
