Gene = LEXM
index = 783
Annotated 5SS: [  158  1021  1628  1949  5869  6127  7913  8977 11060 35640]
Annotated 3SS: [  932  1462  1825  5730  5982  7750  8850 10925 35552 35737]
SMsplice 5SS: [  158  1021  1628  1949  5869  6127  7913  8977 11060 35640]
SMsplice 3SS: [  932  1488  1825  5730  5982  7750  8850 10925 35552 35737]
top_k =  100
Partition function (log Z): 4.445388189571156

Sorted 5' Splice Sites (High to Low Probability):
Position 11060: 0.9999024136506891
Position 5869: 0.9985601984539558
Position 6127: 0.9769976874011872
Position 1628: 0.9754544205721354
Position 7913: 0.9706221823140757
Position 158: 0.9214758030750377
Position 8977: 0.8967844797734379
Position 1021: 0.849843256243323
Position 1949: 0.7841681110062247
Position 10502: 0.46091071567468167
Position 7648: 0.2977263558119608
Position 744: 0.19822667666356425
Position 5091: 0.19677564305156484
Position 3606: 0.18766286471872873
Position 703: 0.14545937652529833
Position 1925: 0.13710872560975162
Position 673: 0.0956438725166175
Position 13298: 0.0672908504508464
Position 3508: 0.0656386533629523
Position 11240: 0.06458961249179357
Position 4403: 0.056979665714514655
Position 5304: 0.053437608454575694
Position 6474: 0.04929204249159486
Position 8942: 0.0455129505455172
Position 656: 0.04476775395792901
Position 9056: 0.04466134580207748
Position 6416: 0.03395531995688055
Position 660: 0.025718856563265505
Position 7514: 0.021364669256467635
Position 8507: 0.020748374169515273
Position 6913: 0.017990109703191454
Position 11353: 0.016709205191411985
Position 5221: 0.016566945853715598
Position 8667: 0.01653478263326795
Position 9284: 0.011163618618656258
Position 2991: 0.008255695779495066
Position 1394: 0.007456658449625456
Position 3573: 0.007239787846474025
Position 8177: 0.00723105103458693
Position 2655: 0.006860529606214154
Position 383: 0.006758873550035963
Position 3554: 0.0065545013007959904
Position 1261: 0.004736225471489978
Position 10084: 0.0044099242647065665
Position 8426: 0.0040149329385858945
Position 748: 0.003982082092033965
Position 119: 0.003909960748023712
Position 144: 0.0038657267574327323
Position 697: 0.00291866703083401
Position 480: 0.002689493773377234
Position 650: 0.0026518863435309615
Position 309: 0.0020372108922479242
Position 4634: 0.0008576201522919643
Position 6083: 0.0007085123583601241
Position 8937: 0.0007021210754708839
Position 246: 0.0006060534829208343
Position 3307: 0.0005062193569339235
Position 427: 0.0003601768033640368
Position 99: 0.0003157818265961253
Position 457: 0.00021750426914715393
Position 484: 0.0002139425088293026
Position 501: 0.00010896259643657624
Position 2454: 1.1764800248507293e-05
Position 890: 1.1500842516063681e-05
Position 193: 4.664255005796251e-06
Position 437: 2.3052924448412885e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10925: 0.9999999999999972
Position 5730: 0.9985601984539557
Position 8850: 0.9811939175751129
Position 7750: 0.9706152762051313
Position 5982: 0.9702502468192759
Position 1825: 0.9110210299987845
Position 932: 0.8077849521292039
Position 1488: 0.6069859564870363
Position 17909: 0.5448636307518846
Position 566: 0.465696030719086
Position 10414: 0.3376889627783568
Position 3486: 0.26709580722895115
Position 5002: 0.2667801973598561
Position 1462: 0.19946994964361175
Position 7581: 0.19254401517359335
Position 17735: 0.16518960683284503
Position 1472: 0.15878254988219503
Position 10367: 0.12322175289632505
Position 18804: 0.086958694117096
Position 7413: 0.08636515628216283
Position 6294: 0.07373240126624205
Position 13170: 0.07223286853558131
Position 12492: 0.05716225589655293
Position 4314: 0.053155247002645664
Position 11180: 0.05154299104576478
Position 16416: 0.04763335196399056
Position 7430: 0.04018875972161672
Position 15630: 0.033995800873339595
Position 11161: 0.024131931483660683
Position 12549: 0.022668504746745782
Position 6776: 0.017990109703191454
Position 11293: 0.017094911966562105
Position 8573: 0.016547780666620517
Position 8404: 0.01625391425424128
Position 848: 0.01570816982764449
Position 12261: 0.013781130396649936
Position 9055: 0.011163618618656255
Position 1138: 0.009522407279631042
Position 11974: 0.008573503867783962
Position 868: 0.007964485880890621
Position 1828: 0.007549626498262806
Position 6020: 0.006902075230271316
Position 2541: 0.006860529606214151
Position 9028: 0.0063722860747067785
Position 6355: 0.004572360910665237
Position 8455: 0.004494459915273993
Position 8071: 0.004455468222625202
Position 1440: 0.004451996635349901
Position 9956: 0.0044099242647065665
Position 2908: 0.004288201294347551
Position 6265: 0.0041511063834550705
Position 1259: 0.003974109919158074
Position 2885: 0.0039674944851475135
Position 4152: 0.0038244187118689895
Position 889: 0.0034998078352862236
Position 1018: 0.003440266833086187
Position 8112: 0.0027755828119617283
Position 1707: 0.0026835860331163633
Position 14161: 0.0026628993062861443
Position 8321: 0.002330308381251071
Position 820: 0.002240885299611035
Position 347: 0.002235927273116995
Position 1594: 0.0021737873917346794
Position 364: 0.001802649788293685
Position 8238: 0.001684624557334823
Position 1416: 0.0012524404070471905
Position 1055: 0.001034106847486757
Position 4529: 0.000857620152291965
Position 6405: 0.0007914938881130033
Position 572: 0.0006431376174928421
Position 5956: 0.00055387771000082
Position 3106: 0.0005062193569339236
Position 966: 0.0004039218167637657
Position 707: 0.00034385366088307177
Position 8798: 8.169551333183058e-05
Position 832: 2.4225165255274515e-05
Position 1789: 1.2458511117171392e-05
Position 2344: 5.893014318286007e-06
Position 2308: 5.871785930221285e-06
Position 1795: 5.5007975489138485e-06
Position 1862: 4.626303644389609e-06
Position 1719: 8.473502247541463e-09
