Gene = CIZ1
index = 373
Annotated 5SS: [  158   902  1261  3727  6043 10869 11175 12881 13221 14024 15239 21570
 22184 22538 24495 24831]
Annotated 3SS: [  726  1144  3654  5812 10774 11065 12173 13098 13825 15113 21481 22069
 22387 24424 24708 25182]
SMsplice 5SS: [  385   902  1261  6043 10869 11175 14024 15239 21570 22184 22538 24831]
SMsplice 3SS: [  726  1144  5812 10789 11065 13923 15113 21481 22069 22387 24708 25182]
top_k =  100
Partition function (log Z): 19.306203488438165

Sorted 5' Splice Sites (High to Low Probability):
Position 11175: 0.9996333501778067
Position 902: 0.9934651310767499
Position 1261: 0.9856713962398916
Position 21570: 0.9769639024769741
Position 10869: 0.9642302250744088
Position 22538: 0.9591074286212815
Position 6043: 0.9544352307820464
Position 15239: 0.8598264864088758
Position 24831: 0.8191298233668832
Position 22184: 0.7539979306873968
Position 14024: 0.7261617125885919
Position 8127: 0.5446926521361976
Position 1073: 0.5084848388705661
Position 385: 0.4469709073670392
Position 21986: 0.4402270388563034
Position 24495: 0.4251384643510192
Position 19571: 0.24558271520030137
Position 158: 0.23485699079881844
Position 22222: 0.1982146495440631
Position 13221: 0.18646908003939994
Position 5548: 0.17206213394865189
Position 15274: 0.14017351359112004
Position 548: 0.10411600139786943
Position 369: 0.09294114044716736
Position 24051: 0.06088262303371413
Position 310: 0.05850484910194042
Position 8614: 0.0530289558107332
Position 6050: 0.04556476921794814
Position 12346: 0.028486088522065876
Position 318: 0.02738585006343511
Position 1544: 0.021348430883323586
Position 22514: 0.016757222011989294
Position 11503: 0.01454762472005684
Position 3727: 0.014496113473070671
Position 12517: 0.013624468208995431
Position 21967: 0.013227442537673143
Position 327: 0.011553517434072758
Position 1462: 0.01033002797108693
Position 265: 0.010286781933248248
Position 4400: 0.010015794806839553
Position 22253: 0.009397449917707136
Position 2094: 0.008723074232175443
Position 13486: 0.007898260553522688
Position 1099: 0.007573696213423834
Position 25333: 0.007126436180240312
Position 389: 0.006247649512879855
Position 22552: 0.004847545053867199
Position 10930: 0.0042897101672912255
Position 235: 0.004212234267611224
Position 1895: 0.004205267972038957
Position 10938: 0.0035239870059242634
Position 2260: 0.002141239930405981
Position 658: 0.002012611567970541
Position 429: 0.0015014281797751624
Position 11582: 0.001249042763555659
Position 363: 0.0008043805368579813
