Gene = ARHGEF39
index = 95
Annotated 5SS: [ 256  532  916 1280 1966 2342 2776 3109]
Annotated 3SS: [ 436  794 1160 1894 2212 2545 3019 3284]
SMsplice 5SS: [ 256  532  916 1280 3109]
SMsplice 3SS: [ 436  794 1160 2864 3284]
top_k =  100
Partition function (log Z): 0.7600042635302784

Sorted 5' Splice Sites (High to Low Probability):
Position 532: 0.994852536699124
Position 1280: 0.9368262199977382
Position 256: 0.9027015538694745
Position 916: 0.8781248541870104
Position 3109: 0.8096680621513557
Position 1966: 0.6400731051305115
Position 2342: 0.3742128716002007
Position 2776: 0.21330530728072328
Position 3575: 0.1889614390256534
Position 2048: 0.13305470380851958
Position 1027: 0.11526155200910888
Position 327: 0.040533418139085085
Position 323: 0.02429956094424776
Position 2194: 0.015270160781833735
Position 2762: 0.012173715582037605
Position 137: 0.008460577248140522
Position 247: 0.007524366934391992
Position 302: 0.0035331830237287608
Position 1193: 0.0029467675397670174
Position 341: 0.002375191532854012
Position 897: 0.0019603842435738103
Position 1498: 0.001168300255528939
Position 698: 0.0010495178595749724
Position 151: 0.0005013495364091224
Position 60: 0.0003847031955680627
Position 1322: 0.0002819585310892971
Position 144: 0.0002491180206523215
Position 312: 0.00016429766817829735
Position 613: 0.00015667484747192877
Position 96: 0.0001116493261995177
Position 1970: 0.00010134647677456933
Position 367: 4.986496473132746e-05
Position 304: 1.6442405477130922e-05
Position 633: 1.3124532781939463e-05
Position 98: 4.405569834186685e-06
Position 625: 1.0284355920168512e-08
Position 164: 2.2661332766103227e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 794: 0.9659010410429125
Position 1160: 0.9277031110967672
Position 436: 0.8304988157837926
Position 3284: 0.5607314090847325
Position 2864: 0.5339059744496659
Position 1894: 0.47081669807781984
Position 1872: 0.31795832651189654
Position 3059: 0.2398645504352136
Position 2139: 0.21672858942699683
Position 4404: 0.1839224473110247
Position 5503: 0.17596858636794804
Position 2545: 0.1627614926524985
Position 406: 0.15458504343720592
Position 2109: 0.13854777233482257
Position 2942: 0.055136977891957435
Position 4407: 0.04454053944155101
Position 2478: 0.04192341213823065
Position 4319: 0.03439104768677906
Position 3869: 0.033355140947870496
Position 2512: 0.029417762581209525
Position 3287: 0.02241502902709932
Position 4259: 0.0204269208612487
Position 3411: 0.018000419530809678
Position 2112: 0.01692965654015294
Position 3854: 0.016403540583746185
Position 2212: 0.015638122748061683
Position 817: 0.014806959145026579
Position 3223: 0.011646458607580314
Position 2080: 0.009340158333645899
Position 1001: 0.00902698987123597
Position 3129: 0.006851359044284192
Position 1019: 0.003995808359238376
Position 1958: 0.0030957718936031123
Position 1163: 0.0029022520689799642
Position 915: 0.0028438790115145954
Position 892: 0.0025925739074558222
Position 763: 0.002218599132176155
Position 1932: 0.0020845399666651414
Position 1166: 0.0018726038364526932
Position 1041: 0.0016351684632072896
Position 1914: 0.001505362667083295
Position 458: 0.001418570619780865
Position 1099: 0.0006635183792878811
Position 1208: 0.0005864494781180139
Position 1031: 0.00047504304439403974
Position 1318: 0.00043092429468588605
Position 1062: 0.0003059133336222932
Position 390: 0.0002883310141129495
Position 1238: 0.00028116432360727523
Position 1836: 0.0002501746652338306
Position 659: 0.00013696104832199276
Position 1703: 9.827096011639401e-05
Position 969: 9.621461260774731e-05
Position 864: 7.787616788309263e-05
Position 344: 6.745358266321391e-05
Position 412: 6.209791455682126e-05
Position 820: 5.866403500286967e-05
Position 835: 3.60373350501829e-05
Position 463: 2.4130912884087694e-05
Position 704: 2.311496968791306e-05
Position 798: 2.0274379186186254e-05
Position 742: 1.994496787462011e-05
Position 490: 1.4954967618665167e-05
Position 322: 1.422508214005475e-05
Position 357: 6.85790332492568e-06
Position 286: 5.743578211335678e-06
Position 1003: 4.862432568111045e-06
Position 484: 3.1652912692172254e-06
Position 511: 3.0473368039187028e-06
Position 337: 2.6504127727576733e-06
Position 528: 2.3850483074880863e-06
Position 633: 9.583552116229974e-07
Position 157: 5.278855819836442e-07
Position 162: 4.640362014541676e-07
Position 625: 1.282174900693434e-07
Position 765: 1.1007443079602565e-07
Position 716: 4.434709226578382e-08
Position 204: 4.433053338151184e-08
Position 211: 3.011351450363728e-08
Position 894: 1.6905083801169572e-08
Position 667: 1.4371591582161198e-08
Position 177: 1.0957352501194685e-08
Position 159: 6.963557348705034e-09
Position 237: 3.950091559054847e-09
Position 291: 3.267807228949525e-10
