Gene = SRA1
index = 1328
Annotated 5SS: [ 883 1164 6329 7250]
Annotated 3SS: [1037 6125 7140 7398]
SMsplice 5SS: [ 883 1164 7250]
SMsplice 3SS: [1037 7140 7398]
top_k =  100
Partition function (log Z): -5.112557123812299

Sorted 5' Splice Sites (High to Low Probability):
Position 1164: 0.9980817469652974
Position 7250: 0.8562569326281582
Position 883: 0.7856666291353032
Position 49: 0.6399336536906697
Position 7470: 0.35885217812256176
Position 869: 0.12174990192871442
Position 7485: 0.0976801455047144
Position 550: 0.05976528090393772
Position 7256: 0.03826207736358729
Position 374: 0.03516472662564536
Position 6329: 0.021724905075515437
Position 803: 0.009403952457863846
Position 462: 0.005801658566428131
Position 243: 0.0033990386766209056
Position 260: 0.002284424162276731
Position 94: 0.0021001246199649484
Position 1701: 0.0017930138430346547
Position 325: 0.0017391356002905652
Position 160: 0.0014913510400617962
Position 913: 0.0011766465264176373
Position 1341: 2.5845694466216925e-05
Position 1216: 9.149270168328063e-06
Position 1309: 5.228588893671406e-06
Position 1515: 3.809013119691763e-06
Position 53: 1.7638708640009495e-07
Position 34: 1.6059861224443344e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7398: 0.920180246850615
Position 1037: 0.8878596174821054
Position 7140: 0.7737257724355455
Position 717: 0.3665824404264075
Position 741: 0.20389427298186863
Position 7920: 0.16248260376532261
Position 8032: 0.13613695726961594
Position 7185: 0.12079323755619993
Position 7625: 0.1073155196318169
Position 977: 0.10061547625796816
Position 7368: 0.04233949061616904
Position 673: 0.03923479602141983
Position 7975: 0.030444252540493703
Position 654: 0.026918477340444096
Position 7590: 0.023688867091926837
Position 706: 0.022280603871558495
Position 6125: 0.021724905075515437
Position 983: 0.01151315773539503
Position 693: 0.008944291648152955
Position 7972: 0.006215074595452089
Position 1514: 0.00433478625291882
Position 5663: 0.004314931408144516
Position 4374: 0.004141262925684697
Position 5394: 0.003290706453982118
Position 8175: 0.0024405931576860374
Position 1653: 0.002072781118290463
Position 4525: 0.002071523746152661
Position 1340: 0.0014902838171032265
Position 1258: 0.0012054145679415687
Position 2619: 0.0009585398633015365
Position 2190: 0.0008772435704296372
Position 846: 0.0005870806451122023
Position 627: 0.000541116693942261
Position 2213: 0.0002533907966085785
Position 591: 0.0002507084305571741
Position 143: 0.0002257867876933943
Position 406: 0.000209771656839339
Position 1387: 0.00019667141813510942
Position 1072: 1.0420915234205355e-05
Position 562: 7.369877146217739e-06
Position 1090: 9.235672101860659e-07
Position 1421: 3.7958655191304546e-07
