Gene = RP9
index = 1190
Annotated 5SS: [  170  8860 10084 12120 12898]
Annotated 3SS: [ 8828  9953 12027 12835 13957]
SMsplice 5SS: [  170 10084 12120 12898]
SMsplice 3SS: [ 9953 12027 12835 13957]
top_k =  100
Partition function (log Z): -0.4416913435174239

Sorted 5' Splice Sites (High to Low Probability):
Position 12120: 0.9999394143903925
Position 170: 0.9997761346884271
Position 12898: 0.90096578232947
Position 10084: 0.8621394193817612
Position 8860: 0.6366358171062445
Position 3768: 0.3610285646179133
Position 5697: 0.1822584163561257
Position 5022: 0.07176241260013615
Position 14032: 0.06507294040926624
Position 12893: 0.06325745587459689
Position 4405: 0.05974688553415851
Position 1913: 0.04591996344494251
Position 12490: 0.014576164075620202
Position 12733: 0.006520068439863216
Position 1222: 0.0015360643833393407
Position 5089: 0.001467074266503891
Position 4054: 0.0014073227126083436
Position 3827: 0.0011183799649686346
Position 3268: 0.0009194072299756313
Position 2572: 0.00085879364946474
Position 3772: 0.0008218197352242518
Position 241: 7.593801015622738e-05
Position 309: 7.498628742501561e-05
Position 501: 7.15286737487658e-05
Position 925: 6.802366112163245e-07
Position 73: 4.289884211854194e-07
Position 164: 3.03115210765822e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12027: 0.9592981748663083
Position 12835: 0.9504802401443468
Position 9953: 0.7951804321333722
Position 8828: 0.6366358171062444
Position 13957: 0.5604952089202132
Position 3677: 0.2817820511775891
Position 13998: 0.2379454629656078
Position 5571: 0.1762246802527335
Position 4939: 0.07322948686664003
Position 9823: 0.06695898724838914
Position 13257: 0.06139242446229316
Position 14443: 0.055128227833746525
Position 3686: 0.04752083196380268
Position 12003: 0.03960691124329841
Position 14338: 0.033168818779369454
Position 14031: 0.03221739498845896
Position 14483: 0.027902453937935383
Position 4237: 0.02396141861837226
Position 4256: 0.022554350733682123
Position 12560: 0.020278513527452455
Position 1746: 0.019480611538783606
Position 3716: 0.019063556214481928
Position 1778: 0.01754913553927547
Position 13135: 0.015177590678808068
Position 12595: 0.013426917108606188
Position 3435: 0.013093852324191815
Position 4344: 0.012967823085533268
Position 12373: 0.010844373946332066
Position 14151: 0.00815460104781631
Position 14299: 0.006761415710322355
Position 12767: 0.006401144527135967
Position 5597: 0.0060337361033921426
Position 12801: 0.005930274797736138
Position 1781: 0.00489920576681209
Position 1831: 0.003781706543080994
Position 12353: 0.0037317901292881323
Position 1032: 0.0015360643833393411
Position 3961: 0.0012599775323237962
Position 3509: 0.001193006096288361
Position 11924: 0.001034328280785729
Position 3090: 0.0009194072299756313
Position 2449: 0.00085879364946474
Position 12523: 0.0006880286008401877
Position 3469: 0.00031546654175231015
Position 13964: 0.00026752902250792984
Position 4213: 0.0002632930965708635
Position 1880: 0.00020930405699033945
Position 3876: 7.487478816966883e-05
Position 3926: 7.24703921148785e-05
