Gene = ASNS
index = 101
Annotated 5SS: [  192   824  2765  3635  8284 13330 13689 14265 15853 17190 17963 19238
 19483]
Annotated 3SS: [  545  2728  3362  8045 13143 13586 14136 15725 17082 17861 19155 19326
 20073]
SMsplice 5SS: [  192  3635  8284 12968 13330 13689 13901 14265 15853 17190 19238 19483]
SMsplice 3SS: [ 3362  8045 12835 13143 13586 13811 14136 15725 17082 19155 19326 20073]
top_k =  100
Partition function (log Z): 10.479237001373543

Sorted 5' Splice Sites (High to Low Probability):
Position 8284: 1.0000000000000013
Position 14265: 1.0000000000000009
Position 17190: 1.0000000000000007
Position 13689: 0.9707963025021493
Position 3635: 0.9287128357423753
Position 192: 0.9209081224444238
Position 13330: 0.8349574224756962
Position 15853: 0.6693381369263622
Position 13901: 0.6544074058496011
Position 19238: 0.5741153978979711
Position 19483: 0.4956621346328
Position 4878: 0.49089609920011257
Position 17532: 0.4085804423699406
Position 19257: 0.30622341252335045
Position 2765: 0.25796872989396025
Position 17963: 0.15531247919161412
Position 15858: 0.13125846135307412
Position 2964: 0.12134038290265076
Position 350: 0.09430569040933014
Position 19242: 0.08902481424626621
Position 19435: 0.04912855926884366
Position 15849: 0.03913200925458481
Position 15074: 0.036428394469430754
Position 2856: 0.029423999610329345
Position 15272: 0.02629084181326619
Position 18361: 0.025061635768591124
Position 100: 0.02310963746950259
Position 13724: 0.01847903880362311
Position 3539: 0.01587827710031585
Position 16416: 0.014301544167680775
Position 824: 0.012088115971616858
Position 1763: 0.009047844667356373
Position 16506: 0.007390057731471774
Position 3099: 0.0069345207790437605
Position 3181: 0.006873508204731774
Position 4453: 0.006647688904001122
Position 3798: 0.005742779251960447
Position 620: 0.002346734081132372
Position 104: 0.001066752130344662
Position 17489: 0.0009111392326751477
Position 2465: 0.0007323453566853862
Position 2615: 0.0004439967201877705
Position 850: 0.00040796676459456984
Position 17688: 0.00031433225779619803
Position 1085: 0.0002920331971229876
Position 1551: 0.000280434510667417
Position 502: 0.00021080960919989992
Position 49: 6.339203086712578e-05
Position 315: 4.024262433727203e-05
Position 39: 4.137212641465899e-06
Position 201: 2.9183349522572306e-06
Position 53: 2.946210497580521e-07
Position 131: 2.1089411486787964e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8045: 1.000000000000001
Position 17082: 1.0000000000000007
Position 13586: 0.9892753413057733
Position 20073: 0.9751369864283411
Position 19155: 0.9663186506849574
Position 13143: 0.8349574224756964
Position 14136: 0.8128541044865901
Position 13811: 0.6586055745719248
Position 19326: 0.5606248324406014
Position 4785: 0.45682285463332745
Position 3362: 0.4504551784404916
Position 2728: 0.41427723639944897
Position 15725: 0.41157543259003404
Position 3436: 0.2635155425286584
Position 15618: 0.2154886542852208
Position 15676: 0.21266452065876623
Position 3565: 0.21260065719185633
Position 17433: 0.16870569666922736
Position 17395: 0.15541160814953486
Position 17861: 0.0845362585223775
Position 14180: 0.07176901608801452
Position 17787: 0.07099843069005274
Position 14177: 0.05556141103880568
Position 17401: 0.0449070581723585
Position 17270: 0.03941162519630295
Position 268: 0.038874721852595225
Position 14935: 0.03666605029910051
Position 4817: 0.03407324456678516
Position 13997: 0.0285600682396379
Position 16297: 0.02169160189915255
Position 15191: 0.019487004610346553
Position 18212: 0.019246370707859378
Position 3414: 0.018019734681684458
Position 14095: 0.014052052127234918
Position 14062: 0.013005179297393503
Position 774: 0.01268618512640612
Position 1689: 0.00904784466735637
Position 4241: 0.006647688904001122
Position 2824: 0.006382891148873049
Position 18154: 0.005815265060731755
Position 3735: 0.005742779251960447
Position 19798: 0.005738917731430954
Position 19220: 0.0051242674720538735
Position 15143: 0.0038626695482286634
Position 2865: 0.0018810138423939525
Position 15155: 0.0014910524868430224
Position 15232: 0.0012124593381781757
Position 191: 0.0011444435181636136
Position 17371: 0.0010555934151921318
Position 19641: 0.0009884537910308554
Position 309: 0.0007775504623350701
Position 233: 0.0007092859750687627
Position 2314: 0.0005960930960320651
Position 2501: 0.0004439967201877705
Position 432: 0.00035657691809012204
Position 17626: 0.0003143322577961982
Position 1503: 0.0002072076130664601
Position 396: 0.00015119218416339054
Position 2138: 0.00013625226065332128
Position 1456: 7.322689760095683e-05
Position 755: 5.1628889642322065e-05
Position 905: 5.0301917285974024e-05
Position 272: 4.496216630789009e-05
