Gene = UBIAD1
index = 1520
Annotated 5SS: [855]
Annotated 3SS: [12437]
SMsplice 5SS: [  116  2107 12527]
SMsplice 3SS: [ 2043 12437 14357]
top_k =  100
Partition function (log Z): -11.36805938539678

Sorted 5' Splice Sites (High to Low Probability):
Position 2107: 0.9489483372401137
Position 12527: 0.6372698450192319
Position 855: 0.4769689784263723
Position 116: 0.42017671727061606
Position 230: 0.27626318662276683
Position 618: 0.10169067979258613
Position 944: 0.10100903555760901
Position 280: 0.06078789198815113
Position 724: 0.058770229960489306
Position 578: 0.035134209095881254
Position 123: 0.01083670319840579
Position 341: 0.007770875063514966
Position 5533: 0.0036673118098166104
Position 157: 0.0025733403811246092
Position 555: 0.0008155597333395416
Position 755: 0.00019232645641185293
Position 2574: 4.269195289718551e-05
Position 126: 1.320979243967318e-07
Position 460: 8.678582738078076e-08
Position 70: 5.495033789837126e-08
Position 150: 3.301858869074219e-10
Position 155: 3.040552463396965e-10
Position 173: 1.7237552612793782e-11
Position 206: 9.816349628020377e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2043: 0.9493513509611499
Position 12437: 0.7422233313037894
Position 14357: 0.3713248890086979
Position 652: 0.3505106122576324
Position 13354: 0.1937468205469247
Position 851: 0.11299284910729523
Position 5431: 0.09833240120451402
Position 12612: 0.0721981354636092
Position 884: 0.046668335475156815
Position 8799: 0.04303172142837578
Position 712: 0.03627724184514813
Position 5650: 0.0226233698688706
Position 4465: 0.020500703530015988
Position 7897: 0.013486113522785625
Position 5683: 0.011657953220596361
Position 546: 0.010867533784146535
Position 7795: 0.010624063075835993
Position 6242: 0.009125710308852748
Position 7381: 0.008085053940618264
Position 4486: 0.0046923238092054665
Position 7361: 0.00339046427285262
Position 5470: 0.003143672650721449
Position 3165: 0.002530276623702628
Position 570: 0.002096720457161699
Position 1012: 0.0011987995965544414
Position 340: 0.0005912998863016401
Position 3209: 0.0005698009418841184
Position 1428: 0.0003823199913012394
Position 298: 0.0003154868999258205
Position 531: 0.00012098999818363082
Position 428: 8.267421612670592e-05
Position 2424: 4.269195289718551e-05
Position 201: 4.125651408035273e-05
Position 457: 3.511429584866835e-05
Position 486: 3.0678626179082436e-05
Position 432: 7.58454524069159e-06
Position 453: 5.492838255907347e-06
Position 670: 4.852983479096441e-06
Position 355: 2.740952686784739e-06
Position 501: 2.6793122691397107e-06
Position 681: 2.082845838108165e-06
