Gene = GeneID_692866dufa13
index = 84
Annotated 5SS: [ 117 1380]
Annotated 3SS: [1158 2078]
SMsplice 5SS: [ 117 1380]
SMsplice 3SS: [1158 2078]
top_k =  500
Partition function (log Z): -4.031251975269302

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.9780247914275584
Position 1380: 0.8645769106067993
Position 2012: 0.13765737765592942
Position 1057: 0.020943849820719188
Position 1496: 0.018661714326146685
Position 293: 0.01324850245551577
Position 829: 0.009159677577556681
Position 1948: 0.008406787728547499
Position 1373: 0.008290430560772433
Position 1077: 0.006934851635889621
Position 946: 0.005597235902707815
Position 1736: 0.005086609586648254
Position 976: 0.0029340661440808305
Position 646: 0.0028647466805881306
Position 121: 0.0025844664023670647
Position 1891: 0.0016289672348024154
Position 2037: 0.001032096938255174
Position 32: 0.0008519541738442021
Position 308: 0.0007551275154794255
Position 1327: 0.00045382467206385256
Position 730: 0.00039958260199624853
Position 1638: 0.0003016778691315023
Position 1545: 0.0002350791389961312
Position 1993: 0.0002216559671845052
Position 827: 0.00022105806219496803
Position 1838: 0.0002161954775735531
Position 181: 0.00020950504097262367
Position 1531: 0.00020649334408405297
Position 1052: 0.00019018456953145423
Position 2004: 0.00011687102952713989
Position 663: 0.00011141624971055794
Position 710: 6.546855918879079e-05
Position 1919: 5.76701031987196e-05
Position 1586: 5.6455724326579477e-05
Position 164: 5.608317996398355e-05
Position 1651: 5.17364966772645e-05
Position 1671: 4.2173346983634436e-05
Position 1365: 3.69391634556838e-05
Position 1842: 3.152135069617747e-05
Position 2031: 2.733767589409975e-05
Position 2079: 2.3892204508298118e-05
Position 725: 2.2396122443947797e-05
Position 1540: 1.7980171513915226e-05
Position 2053: 1.7826303340064373e-05
Position 1450: 1.5581320823453014e-05
Position 1198: 1.557688806106917e-05
Position 2026: 1.2624800819862285e-05
Position 1415: 1.1125774915798709e-05
Position 1916: 1.0465069940713447e-05
Position 789: 9.698740311758488e-06
Position 334: 6.5842777901507e-06
Position 810: 5.592717904725321e-06
Position 2245: 4.876082742243481e-06
Position 147: 6.525895916869552e-09
Position 327: 3.8607275356208256e-09
Position 230: 1.8511090377420082e-09
Position 192: 1.4935265606632585e-09
Position 455: 4.556672633130792e-10
Position 349: 3.8104510881923667e-10
Position 446: 3.317121193986031e-10
Position 493: 2.5579533977806543e-10
Position 187: 2.5546822319673246e-10
Position 610: 1.3688780879929202e-10
Position 676: 6.171556258671832e-11
Position 172: 1.1562693463069173e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2078: 0.8934910503879024
Position 1158: 0.8313221220278033
Position 1883: 0.2173644463454367
Position 1296: 0.0386077116704036
Position 861: 0.018794261775480568
Position 1405: 0.012047249529185913
Position 2129: 0.009546606540073412
Position 893: 0.00837128009298158
Position 1495: 0.00822563658923796
Position 1241: 0.007760012619453023
Position 899: 0.006024554592240959
Position 826: 0.0044753776148094265
Position 896: 0.004082617500093502
Position 1247: 0.0035256850633658384
Position 683: 0.0030058716358429428
Position 902: 0.0023894664071251594
Position 710: 0.0016625401444931764
Position 1229: 0.001640706521749825
Position 921: 0.0015771549694954866
Position 645: 0.0015327920971141408
Position 1833: 0.001516006458842488
Position 924: 0.001301966630730315
Position 1860: 0.0012112669343667189
Position 1916: 0.0011982423034924289
Position 1302: 0.001154438755551112
Position 426: 0.0008816085163260632
Position 1258: 0.0008742694261588703
Position 202: 0.0008346885062981149
Position 1336: 0.0006671392189943257
Position 610: 0.0006027428819157553
Position 1322: 0.000582752195989949
Position 740: 0.0005463947440751565
Position 1617: 0.0005099817357310249
Position 1676: 0.0004611127286933052
Position 552: 0.00044219234386570457
Position 1965: 0.0003899756101841197
Position 225: 0.0002608132603072647
Position 478: 0.00024597843630173557
Position 1035: 0.0002409835554981175
Position 449: 0.00022743381898404996
Position 403: 0.00022111080724787017
Position 406: 0.0001970693033284819
Position 180: 0.00018688383347825993
Position 1330: 0.00018027524021655992
Position 592: 0.00016243478456355145
Position 1750: 0.0001579417491026464
Position 629: 0.00015301375284371618
Position 789: 0.00012180557460530903
Position 1686: 0.00012061611546496955
Position 797: 0.0001111757595024658
Position 327: 9.554136028000796e-05
