Gene = LOC110385598
index = 837
Annotated 5SS: [560]
Annotated 3SS: [703]
SMsplice 5SS: [560]
SMsplice 3SS: [703]
top_k =  500
Partition function (log Z): -9.417089141220515

Sorted 5' Splice Sites (High to Low Probability):
Position 560: 0.7196785046854929
Position 789: 0.33458829383979893
Position 396: 0.22841446010052804
Position 923: 0.06762370833631823
Position 112: 0.031935930143917525
Position 205: 0.027136595813373902
Position 933: 0.016462931158375757
Position 440: 0.011305683242461954
Position 1063: 0.010065548623707432
Position 8: 0.008320149409246705
Position 1114: 0.008231293880512516
Position 1257: 0.006900785873271097
Position 1263: 0.005901130930527576
Position 1827: 0.004884909365907312
Position 1039: 0.0023610854167594223
Position 1750: 0.0022253107010955443
Position 1043: 0.0013756174806837192
Position 173: 0.0012218152901103758
Position 831: 0.0010928999239808686
Position 2442: 0.0010840620373993681
Position 618: 0.0010762063505133184
Position 1363: 0.0009368984042420211
Position 887: 0.0009000096878751109
Position 180: 0.000846422381302287
Position 763: 0.0008136929199764684
Position 509: 0.0005747692812900837
Position 1500: 0.0005632463634220955
Position 2718: 0.0005487443565653142
Position 950: 0.0004510403320232204
Position 565: 0.00039270127678614215
Position 1135: 0.0003525753021328777
Position 608: 0.0003427683901560184
Position 1232: 0.00032667598288269457
Position 368: 0.00027592998012027385
Position 197: 0.00027127018217350317
Position 1427: 0.00025116292508814333
Position 1794: 0.00016397619203212529
Position 935: 0.00016219040586726971
Position 254: 9.512727584166114e-05
Position 217: 3.662235538188191e-05
Position 373: 3.281646815977035e-05
Position 133: 2.605884811613379e-05
Position 453: 2.019730552508206e-05
Position 215: 1.9314602328178516e-05
Position 101: 1.7668329798262953e-05
Position 235: 1.696619463150891e-05
Position 464: 1.584770379134528e-05
Position 470: 7.902882944892567e-06
Position 228: 7.656771382174056e-06
Position 427: 5.608429198715249e-06
Position 272: 4.949911257608016e-06
Position 60: 4.896719028092919e-06
Position 128: 4.250671287892419e-06
Position 257: 2.498899518564661e-06
Position 766: 2.2446152256976707e-06
Position 1338: 1.946925556273042e-06
Position 243: 1.945188678520644e-06
Position 376: 1.4410935424642428e-06
Position 371: 1.3103540978474182e-06
Position 289: 5.153606764329256e-07
Position 717: 4.4572230624821697e-07
Position 340: 2.8312376548843166e-07
Position 1372: 1.5588314856938166e-07
Position 1443: 1.532888607204866e-07
Position 657: 3.9772364506204204e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 703: 0.7997181664171115
Position 1738: 0.37270585814963064
Position 932: 0.07357238906192438
Position 2320: 0.055220546898996435
Position 2689: 0.05246136181901588
Position 462: 0.02068406135405645
Position 2831: 0.016211009191000384
Position 295: 0.012609950333782996
Position 1130: 0.011177349199379107
Position 2131: 0.010540950090896785
Position 1094: 0.00841877026221959
Position 272: 0.006759553604514987
Position 1575: 0.006665070257038738
Position 243: 0.006152522169391355
Position 2185: 0.005996139213638502
Position 762: 0.005271102162995921
Position 1326: 0.004843688398511138
Position 1313: 0.003716026581324202
Position 2491: 0.0036698248829942466
Position 751: 0.0036124583646839417
Position 759: 0.003548866266918269
Position 1249: 0.0015439125787331778
Position 968: 0.0015043546699532967
Position 2284: 0.0012572441890575205
Position 2699: 0.0011524997008017358
Position 2804: 0.0010623838324183735
Position 2138: 0.0009584582087436694
Position 2440: 0.0007018870761261222
Position 1639: 0.0006951188778086639
Position 2014: 0.0006741298150967062
Position 1780: 0.0005627075174458113
Position 890: 0.0005325896378041211
Position 2560: 0.0005087113181812597
Position 1253: 0.0003979090713980818
Position 2632: 0.0003946203286674047
Position 800: 0.0003846165715154987
Position 2788: 0.0003622047625871961
Position 639: 0.0003232689521917968
Position 959: 0.00026851239050838685
Position 2069: 0.0002659631720846887
