Gene = Exo70
index = 1159
Annotated 5SS: [ 158  377  959 2432 3225 3607 3810]
Annotated 3SS: [ 210  446 2366 2493 3283 3675 3864]
SMsplice 5SS: [ 158  377  959 2432 3225 3607 3810]
SMsplice 3SS: [ 210  446 2366 2493 3283 3675 3864]
top_k =  100
Partition function (log Z): 19.34588051113626

Sorted 5' Splice Sites (High to Low Probability):
Position 3225: 0.9982572459113497
Position 959: 0.9952953678741162
Position 3810: 0.9951769304067395
Position 158: 0.9870844189871593
Position 377: 0.9755193650975542
Position 3607: 0.9393832957191284
Position 2432: 0.8838126295822764
Position 3611: 0.054741885256576125
Position 3076: 0.018619857449173348
Position 1314: 0.010987103165792123
Position 2638: 0.010106459895365204
Position 2668: 0.009778562463071485
Position 1682: 0.009521729901010632
Position 2729: 0.0066382211318397576
Position 687: 0.00397086150793086
Position 3565: 0.0033193074917085325
Position 1132: 0.002043366256352016
Position 1461: 0.0019603533504419005
Position 3014: 0.0016434704811501889
Position 1878: 0.0015474549820454514
Position 20: 0.0015409882153013463
Position 3584: 0.0014714622092325252
Position 3816: 0.001454120400537667
Position 963: 0.001422101937837671
Position 2864: 0.0012428203599082757
Position 1849: 0.0011063910534585219
Position 2463: 0.0010880310161405452
Position 2123: 0.0010637613021019599
Position 645: 0.0010493983124887343
Position 25: 0.0007107094870563768
Position 1976: 0.000551153690435978
Position 3324: 0.00040974726827071436
Position 2645: 0.0003661562782031265
Position 3761: 0.00034008230094250325
Position 725: 0.00033532059547794685
Position 675: 0.0003166695798633717
Position 3586: 0.0002628941619785498
Position 939: 0.00023523736964422363
Position 3: 0.00022068850791315026
Position 70: 0.00020312446592882528
Position 730: 0.00020011900787386127
Position 835: 0.00015598100152134782
Position 1329: 0.00015489957612928047
Position 5: 0.00013378562068595845
Position 1024: 0.00012942297233348017
Position 3393: 0.00011388622669295418
Position 1686: 0.00011111721444815646
Position 3333: 8.981738333643713e-05
Position 509: 8.898288054515152e-05
Position 990: 8.69141998611204e-05
Position 623: 5.6112317062429494e-05
Position 3825: 5.410578873504166e-05
Position 3091: 4.6056322951578024e-05
Position 3473: 1.61151795879897e-05
Position 3517: 1.4991099162066964e-05
Position 856: 1.2049376344476949e-05
Position 3444: 8.379377368537412e-06
Position 49: 6.04504553915874e-06
Position 162: 4.999204914821054e-06
Position 126: 2.49106932705413e-06
Position 244: 2.275186335825132e-06
Position 167: 1.1947145168151954e-06
Position 74: 8.327556164253125e-07
Position 554: 1.7328100458786703e-07
Position 281: 1.0628730984158729e-07
Position 337: 4.359866062222285e-09
Position 2930: 2.6132519716506978e-09
Position 421: 2.326378725316685e-14
Position 170: 1.8364864678305055e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3675: 0.9991553046638875
Position 3283: 0.996692531552032
Position 2366: 0.9755676411216936
Position 446: 0.9694023457894547
Position 3864: 0.969146345180811
Position 210: 0.952391794249505
Position 2493: 0.7782596409645981
Position 3130: 0.08174295331043108
Position 2536: 0.060907670621483986
Position 226: 0.028232669650669822
Position 3885: 0.025159030823623706
Position 1211: 0.023835735392747564
Position 2286: 0.012113675285178682
Position 790: 0.010317538863377617
Position 2713: 0.007184831490737827
Position 2506: 0.004673598334510026
Position 2247: 0.0038637284925850017
Position 2555: 0.0035152274328043263
Position 1172: 0.0027787200691967943
Position 83: 0.002521749503023011
Position 3875: 0.0023570957677730127
Position 214: 0.002068658424622859
Position 303: 0.0016892205778876095
Position 2503: 0.0014964767701556964
Position 1024: 0.0013864942121614785
Position 3393: 0.001111376459640473
Position 477: 0.0009790430081941383
Position 3289: 0.0009002937931932319
Position 2305: 0.0007335290705419901
Position 752: 0.0005782924334696545
Position 238: 0.0005644167405512507
Position 281: 0.0005142738290296113
Position 3324: 0.00044777011505048905
Position 2548: 0.000404084879327763
Position 2569: 0.0003569843568266894
Position 703: 0.00034707357009537796
Position 2572: 0.0003306933017620543
Position 2586: 0.00024452655624843095
Position 3915: 0.00023619025518070345
Position 910: 0.0002138892943086655
Position 455: 0.000196112018130194
Position 3687: 0.0001836104056223766
Position 619: 0.00015608845334053257
Position 1045: 0.00013925851716542188
Position 2032: 0.0001281035949009246
Position 136: 0.00012002941276286722
Position 700: 0.00011078495987447214
Position 3455: 0.00010460685908543902
Position 506: 0.0001041539135651292
Position 126: 0.00010134214513573144
Position 1034: 9.489469192050267e-05
Position 765: 8.38753362469e-05
Position 530: 7.794877515252526e-05
Position 3910: 5.57935456044364e-05
Position 300: 3.947735533686746e-05
Position 3919: 3.783146680830671e-05
Position 62: 2.9142457496628512e-05
Position 91: 2.6451769308673156e-05
Position 3889: 2.4394668797788255e-05
Position 345: 2.2428212496988223e-05
Position 3967: 8.557188354971558e-06
Position 324: 6.978815719753199e-06
Position 3714: 6.599048023453649e-06
Position 3696: 3.0347336713955663e-06
Position 348: 2.067586814858063e-06
Position 572: 1.6042660644051443e-06
Position 1122: 9.769189464499435e-07
Position 517: 3.418277924671145e-07
Position 154: 3.333568136442375e-10
