Gene = bwa
index = 1637
Annotated 5SS: [ 508 2914 3124 6256]
Annotated 3SS: [2656 2985 5962 6986]
SMsplice 5SS: [ 508 2914 3124 6256]
SMsplice 3SS: [2656 2985 5962 6986]
top_k =  100
Partition function (log Z): -0.6018100677881095

Sorted 5' Splice Sites (High to Low Probability):
Position 2914: 0.9917924475403079
Position 3124: 0.975257027296419
Position 508: 0.8893025838204347
Position 6256: 0.7952536626354089
Position 1335: 0.5815226286841955
Position 2526: 0.13725181823318844
Position 5729: 0.10605819835277058
Position 5558: 0.0561024759415696
Position 2088: 0.0494694343932742
Position 512: 0.04758922396765948
Position 1550: 0.040432472889154095
Position 5537: 0.03337846764366623
Position 3098: 0.023003596486924665
Position 4988: 0.01307111980564132
Position 6373: 0.011026593312736038
Position 1611: 0.010987536454318898
Position 456: 0.00982159252539693
Position 6343: 0.009168750519651296
Position 6389: 0.00850654989580016
Position 157: 0.007936224584642064
Position 961: 0.006772723369146781
Position 47: 0.0066808227694461954
Position 2896: 0.00580730670434032
Position 1509: 0.004452875917665293
Position 3270: 0.004109688289952831
Position 535: 0.0036235851908955137
Position 495: 0.0023237062104865323
Position 4810: 0.0018971215337936186
Position 7233: 0.0014089563789819771
Position 516: 0.0008932188200453038
Position 539: 0.0008144607186192805
Position 532: 0.0004954473316379571
Position 1229: 4.3979627428846976e-05
Position 546: 1.4550937169837501e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2985: 0.9930181192721086
Position 2656: 0.9106322599119153
Position 5962: 0.8880437010365834
Position 6986: 0.8209067427210694
Position 618: 0.32258147575073126
Position 5438: 0.23727265147732615
Position 1406: 0.11256350333676952
Position 1443: 0.11128156858407573
Position 661: 0.05610371950935554
Position 1467: 0.046134126494955505
Position 574: 0.044797788312387746
Position 6747: 0.043276627815625045
Position 645: 0.03858833397607267
Position 1072: 0.028189919688780273
Position 2710: 0.02751327324500365
Position 2661: 0.023753350278016953
Position 1102: 0.015884870142750935
Position 4809: 0.01307111980564132
Position 1123: 0.012667645422192482
Position 586: 0.011533281413040155
Position 7014: 0.01118786183070217
Position 6120: 0.01081226412204864
Position 902: 0.009451868881470163
Position 622: 0.007010435616601058
Position 1979: 0.006204008254399521
Position 1217: 0.0058297630352390235
Position 6455: 0.005440868853980568
Position 2997: 0.005076479935826756
Position 1047: 0.003288838219374014
Position 849: 0.0031389757751801926
Position 3182: 0.0027568387805545673
Position 3814: 0.002611711815599361
Position 7284: 0.001408956378981976
Position 1228: 0.001343528809568394
Position 6488: 0.0012350444175579255
Position 1076: 0.000723199365127295
Position 1257: 0.000705211615058174
Position 3321: 0.00012509192246060473
Position 3541: 9.272711518446484e-05
