Gene = Atox1
index = 38
Annotated 5SS: [201 368]
Annotated 3SS: [291 978]
SMsplice 5SS: [201 368]
SMsplice 3SS: [291 978]
top_k =  100
Partition function (log Z): -2.1404705548827487

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.956062612571833
Position 368: 0.9056425604245943
Position 1161: 0.1441778473869589
Position 395: 0.03064767446127706
Position 399: 0.02471434534626336
Position 1337: 0.020385650458690358
Position 666: 0.0175754224923515
Position 438: 0.012199496629595198
Position 1139: 0.010775517642781358
Position 645: 0.00919134261710023
Position 205: 0.006702260875899033
Position 649: 0.00498850209354685
Position 388: 0.004342947567321787
Position 636: 0.0026399792291174414
Position 640: 0.00229808973974286
Position 675: 0.0021213763825166957
Position 224: 0.002089757534071153
Position 1168: 0.001947839199698013
Position 414: 0.001931076186619265
Position 1365: 0.0019142077597332366
Position 522: 0.0018452572858652723
Position 889: 0.0017768751089738178
Position 442: 0.0015849240894317675
Position 1101: 0.0015753063629846522
Position 219: 0.00027172565390259673
Position 518: 0.00019723561551730198
Position 454: 0.0001939005858410989
Position 432: 0.00014655592845028113
Position 372: 8.887287907850664e-05
Position 672: 6.207811856673602e-05
Position 655: 4.5014477151651794e-05
Position 169: 4.10529493456316e-05
Position 756: 3.1723047401792575e-05
Position 468: 2.0280128153243448e-05
Position 12: 1.1543861427851354e-05
Position 141: 4.880382948292678e-06
Position 101: 3.0156032521518577e-06
Position 72: 1.3972433132684421e-06
Position 405: 1.0170793728390504e-06
Position 80: 2.9658663806538816e-07
Position 125: 1.5531424383418753e-07
Position 87: 1.3570330137767663e-07
Position 426: 1.3279087941013653e-07
Position 117: 4.0207733426153985e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9620926724326212
Position 978: 0.9460600726060683
Position 1439: 0.10862081499078458
Position 552: 0.059258241697268774
Position 1396: 0.04712118163449419
Position 1316: 0.018130061144170255
Position 1291: 0.012910631515372405
Position 1344: 0.0031654326082027422
Position 1216: 0.002476058393502163
Position 886: 0.0022579873451424952
Position 719: 0.0021762631315568994
Position 789: 0.0014112801363257114
Position 983: 0.0011843647097315292
Position 569: 0.0011349490388767652
Position 809: 0.0010361271989982072
Position 816: 0.0008971692900121512
Position 526: 0.0001766511187792538
Position 306: 0.00014192752234022543
Position 68: 2.1099574927834034e-08
Position 335: 9.670564365885117e-09
Position 104: 6.296739232290752e-09
Position 141: 9.589514057655266e-12
Position 152: 7.125259595463318e-12
Position 312: 5.644783423862003e-12
