Gene = schuy
index = 1868
Annotated 5SS: [627]
Annotated 3SS: [689]
SMsplice 5SS: [627]
SMsplice 3SS: [689]
top_k =  100
Partition function (log Z): -6.33842655789486

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9959433839712952
Position 1215: 0.0190277591408104
Position 1212: 0.005546646686251861
Position 920: 0.0020988620703860255
Position 595: 0.0019548234643485393
Position 1728: 0.0016421870676482577
Position 231: 0.0012642387989360716
Position 234: 0.0010958684047017763
Position 740: 0.0008041561933140477
Position 1893: 0.0005941109295192046
Position 131: 0.0005891787580853987
Position 439: 0.0005399599348078445
Position 1602: 0.00041833580929706175
Position 1725: 0.0003793733516899843
Position 1269: 0.0003010181107263716
Position 1092: 0.00025940565533192484
Position 158: 0.00020345174007806822
Position 522: 0.00017182926580171435
Position 1272: 0.00016412463143285376
Position 690: 0.00014308356194156558
Position 1895: 0.00010940001676128873
Position 1871: 4.3589533789779805e-05
Position 277: 2.5033090537247745e-05
Position 443: 6.883072467349758e-06
Position 496: 6.80534153762184e-06
Position 144: 3.641555979172077e-06
Position 358: 3.5618496043139933e-06
Position 446: 2.281507986003686e-06
Position 520: 1.640453070511714e-06
Position 543: 1.0337643795032102e-06
Position 1320: 1.465240231835572e-07
Position 171: 5.56694575115547e-09
Position 401: 3.065041446860937e-09
Position 287: 6.614885951819888e-10
Position 19: 3.295920611106509e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 689: 0.9976218609381423
Position 1268: 0.014298560467032774
Position 1465: 0.01133181919321705
Position 1791: 0.002965499021449583
Position 734: 0.0017392628895265033
Position 982: 0.0007910942139307528
Position 1964: 0.0007214353344969646
Position 296: 0.000694944573287306
Position 1030: 0.00046162796673007635
Position 811: 0.00033280186063112656
Position 1330: 0.0002765736120936984
Position 199: 0.00025435274845262757
Position 406: 0.0002295272610724364
Position 566: 0.00021738683245268314
Position 1480: 0.00020230299632936676
Position 186: 0.0001987349135139509
Position 484: 0.0001639042096976268
Position 1660: 0.00012077987139964477
Position 778: 0.00010984319228585659
Position 334: 0.00010282763468520658
Position 645: 8.031824264517277e-05
Position 844: 7.780980588181479e-05
Position 1151: 7.288569367039405e-05
Position 1027: 6.090692254012234e-05
Position 284: 4.5078055515802395e-05
Position 1931: 4.3589533789779805e-05
Position 365: 4.239285069863337e-05
Position 468: 2.4827529584199733e-05
Position 432: 2.037010297200269e-05
Position 219: 1.5697401725406307e-05
Position 262: 1.5594208947638858e-05
Position 227: 1.121380120979618e-05
