Gene = Rrp1
index = 1458
Annotated 5SS: [1253 1392 1795]
Annotated 3SS: [1313 1453 1856]
SMsplice 5SS: [1253 1392 1795]
SMsplice 3SS: [1313 1453 1856]
top_k =  100
Partition function (log Z): 4.905945473435764

Sorted 5' Splice Sites (High to Low Probability):
Position 1795: 0.9971322244941162
Position 1253: 0.9900268307813285
Position 1392: 0.9458691569737098
Position 1523: 0.2368475639102898
Position 2627: 0.08943986179183715
Position 1383: 0.052155051284365005
Position 994: 0.03207885157524997
Position 2072: 0.027380478775327826
Position 1085: 0.01796546017174612
Position 2144: 0.006480920362410215
Position 1561: 0.005255820074376352
Position 1550: 0.004287962379446712
Position 18: 0.004107993793496687
Position 1527: 0.0031370178824066145
Position 2543: 0.002828014765617371
Position 1642: 0.002558281266298671
Position 158: 0.002157544654993397
Position 973: 0.00196094728998264
Position 2045: 0.001770920852923642
Position 2520: 0.0017088480348144087
Position 829: 0.0016071960259646763
Position 2442: 0.0015481091064468043
Position 2529: 0.0014269888596810509
Position 928: 0.0008612413971151925
Position 1096: 0.0003528348123542497
Position 1210: 0.0002429270002667593
Position 1208: 0.00024221983019027975
Position 2598: 0.00012071841322047577
Position 493: 0.00011612805538917595
Position 556: 8.999158035179907e-05
Position 625: 7.109751731666882e-05
Position 337: 6.707199895701759e-05
Position 1511: 5.1628193130852844e-05
Position 1403: 4.1391712561452935e-05
Position 15: 3.862002805016893e-05
Position 168: 2.6705760257344224e-05
Position 1213: 1.9674107851037334e-05
Position 786: 1.3569973968835521e-05
Position 32: 1.1364322613057222e-05
Position 94: 8.051048107144558e-06
Position 919: 7.736958206552383e-06
Position 778: 6.681509455526609e-06
Position 198: 5.788111296580827e-06
Position 13: 5.399779910829019e-06
Position 409: 4.243609317724218e-06
Position 189: 3.6966838293202545e-06
Position 496: 3.376083666206546e-06
Position 1274: 3.252061057003647e-06
Position 112: 2.9907710499303917e-06
Position 1748: 1.540548005115894e-06
Position 1734: 4.367700141335893e-07
Position 1721: 2.3344390102087343e-07
Position 1893: 2.180904661632518e-07
Position 1755: 2.045623291073179e-07
Position 1352: 1.1671081344095539e-07
Position 1012: 1.0256928427995681e-07
Position 1024: 9.287071371529566e-08
Position 2012: 7.720660979111179e-08
Position 2022: 5.138146858353669e-08
Position 2054: 8.354729847022152e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1453: 0.9973831855144145
Position 1856: 0.9968274423870455
Position 1313: 0.9960939675056436
Position 1603: 0.1819455105108671
Position 2682: 0.09830238132904726
Position 1678: 0.0522267944174129
Position 1048: 0.03351715391265851
Position 2141: 0.017182652062226175
Position 1137: 0.013402898292515912
Position 2621: 0.011783624258213776
Position 1706: 0.011337720164214832
Position 1675: 0.004697604800398086
Position 72: 0.0036770282624002176
Position 2234: 0.0018931207977106149
Position 1149: 0.0017139761044762767
Position 2716: 0.0016510021259572576
Position 2320: 0.001048033452826675
Position 1319: 0.0010300802923294454
Position 883: 0.0009551954882248332
Position 1865: 0.0009434793508325972
Position 225: 0.0007645949812753873
Position 1657: 0.000740972368068287
Position 1615: 0.000686601450440585
Position 2132: 0.0004521380981670227
Position 2088: 0.0003920682149570725
Position 1459: 0.00032397718353735294
Position 1146: 0.00028076014202227525
Position 1880: 0.00024528646237719046
Position 681: 0.00023801856174367094
Position 1071: 0.0001518587378832484
Position 1059: 9.596642264169796e-05
Position 1012: 8.913926857302801e-05
Position 1684: 4.2980662312704347e-05
Position 1727: 3.156665991948164e-05
Position 1938: 4.421094841228327e-06
Position 1470: 3.275964773358712e-07
