Gene = Ca-Ma2d
index = 1050
Annotated 5SS: [ 760 5475 5836 5971 6412 6625 7186 7496 7661 8149 8510]
Annotated 3SS: [4144 5658 5892 6034 6475 6679 7252 7566 7726 8337 8570]
SMsplice 5SS: [ 760 5475 5971 6412 6625 7186 7496 7661 8149 8510]
SMsplice 3SS: [4144 5658 6034 6475 6679 7252 7566 7726 8337 8570]
top_k =  100
Partition function (log Z): 34.019051840216946

Sorted 5' Splice Sites (High to Low Probability):
Position 6625: 0.9988134630521452
Position 5971: 0.9983309933511381
Position 7186: 0.9983266397654509
Position 5475: 0.9967837327811052
Position 6412: 0.9926703021703935
Position 7496: 0.9901553808355549
Position 7661: 0.9874080263715761
Position 8149: 0.9554860741817952
Position 8510: 0.9308135531430459
Position 760: 0.8971674123511153
Position 5836: 0.4729939485179104
Position 8654: 0.17036602236635878
Position 9383: 0.1495584178996239
Position 50: 0.11552286988507109
Position 4959: 0.043436668437890964
Position 6763: 0.025991555297946386
Position 4362: 0.02314554830893485
Position 2346: 0.022316360893110187
Position 8449: 0.0214549834195441
Position 9694: 0.01982336391595418
Position 8137: 0.014590562499507062
Position 553: 0.010262466058575979
Position 7833: 0.009151072132920962
Position 4351: 0.008437815027371403
Position 5587: 0.0083427903180204
Position 9498: 0.007524914719550508
Position 1614: 0.006933366417500426
Position 1106: 0.006542785654462912
Position 113: 0.006113532763924639
Position 8054: 0.006008357464721416
Position 1366: 0.0059398037596154135
Position 7667: 0.005050297851253262
Position 1067: 0.004898038996320573
Position 4332: 0.004720570012052072
Position 1181: 0.004204808676964289
Position 6418: 0.004182346635614245
Position 4337: 0.0038262138750089097
Position 787: 0.003768139317433948
Position 601: 0.003592029177521733
Position 461: 0.0029853707243164595
Position 9753: 0.002718947156589987
Position 5585: 0.002483396650091169
Position 4229: 0.002360303249956168
Position 764: 0.0019369229736808278
Position 2226: 0.0017203983537787384
Position 797: 0.0016187851941273888
Position 6917: 0.0015629703547573948
Position 2299: 0.0015323482085905752
Position 606: 0.0014567140191479263
Position 4299: 0.0014351250504852436
Position 1966: 0.001384853817760626
Position 7814: 0.0012789587290600467
Position 6155: 0.0010202595750506782
Position 7768: 0.0008434504838341218
Position 7758: 0.0008024132588901634
Position 6629: 0.0007428090311508025
Position 1277: 0.0007361809547788481
Position 409: 0.0006953165043739478
Position 8153: 0.000680639449598101
Position 1885: 0.0006495700312757393
Position 6416: 0.0006401446318188807
Position 8294: 0.0006298022233884143
Position 6898: 0.000622152000587555
Position 8024: 0.0005836828148594928
Position 6398: 0.0004929974675291425
Position 7641: 0.0004478372115096695
Position 5390: 0.0004419534301119351
Position 5301: 0.0003579173978169223
Position 128: 0.00033528112612805255
Position 6816: 0.0002987934840006641
Position 619: 0.0002982086263441332
Position 7485: 0.0002539047679197331
Position 8514: 0.00023577490702792993
Position 442: 0.00022655221267203914
Position 7060: 0.00021327130790220464
Position 4796: 0.00020910766671013387
Position 8159: 0.00018950187420118796
Position 7470: 0.00016288576504667871
Position 7500: 0.0001589838814784052
Position 458: 0.00014755031423721346
Position 7665: 0.00013365927335358608
Position 5768: 0.00011739360957941294
Position 531: 0.00010787763580152738
Position 5850: 9.868649442173486e-05
Position 8456: 9.406193544085052e-05
Position 7149: 7.276562599080318e-05
Position 294: 7.272360698425623e-05
Position 542: 6.165080693037703e-05
Position 5481: 5.717374495410514e-05
Position 7325: 5.1431017611317436e-05
Position 8488: 4.2432387736565934e-05
Position 6287: 2.5958313396215044e-05
Position 6335: 2.5422808085923197e-05
Position 482: 2.157046650827485e-05
Position 379: 2.1445547621410165e-05
Position 480: 1.6970516152446974e-05
Position 1078: 1.6667616753263676e-05
Position 6960: 1.4864539842452559e-05
Position 415: 1.4196242157142704e-05
Position 126: 3.433634561386584e-06
Position 6575: 3.5565868886340144e-07
Position 7603: 2.0697985742096556e-07
Position 6792: 7.275740527007427e-08
Position 6782: 5.733122824716867e-08
Position 6904: 5.1329680437269166e-08
Position 5993: 2.2811365462564023e-08
Position 6572: 1.3803549169997533e-08
Position 5983: 7.80825310305028e-09
Position 7177: 5.492114684620266e-09
Position 5985: 3.3116830998989496e-09
Position 4238: 2.9936861278375958e-09
Position 4946: 2.868147826190384e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4144: 0.9998555747853496
Position 6679: 0.9988021988565831
Position 6475: 0.9978331459584883
Position 7252: 0.9970323469036663
Position 7726: 0.9950411324455671
Position 8337: 0.965045568514442
