Gene = Sse
index = 1526
Annotated 5SS: [ 166  446  981 1398 1751 2134]
Annotated 3SS: [ 249  508 1037 1451 1807 2189]
SMsplice 5SS: [ 166  446  981 1398 1751 2134]
SMsplice 3SS: [ 249  508 1037 1451 1807 2189]
top_k =  100
Partition function (log Z): 11.137395006720762

Sorted 5' Splice Sites (High to Low Probability):
Position 446: 0.9992965490230814
Position 981: 0.9884662431288863
Position 1398: 0.9562917922079801
Position 2134: 0.9557858071508188
Position 166: 0.9419053856530476
Position 1751: 0.8439694822162745
Position 922: 0.06535366528427829
Position 1386: 0.029509836841951045
Position 683: 0.018784038880112132
Position 637: 0.016582970917753945
Position 596: 0.00788930550076969
Position 2014: 0.006302094541144104
Position 1180: 0.004377754762657518
Position 1719: 0.0035282833790781223
Position 1713: 0.003356686727491836
Position 72: 0.003305884910432082
Position 1401: 0.0011261799291657339
Position 2479: 0.0010658277030344279
Position 1598: 0.0009554383022649174
Position 2076: 0.0008998826983407215
Position 790: 0.0008344498962175792
Position 2411: 0.0007354993180823298
Position 2404: 0.0004231876303214758
Position 1749: 0.0003458177163638766
Position 2499: 0.0003273033333203706
Position 2467: 0.0003231371576167844
Position 1389: 0.000291310001222196
Position 796: 0.00027013803302880756
Position 2103: 0.00024341792108580643
Position 894: 0.0001572523310543046
Position 1113: 0.00014937875459537428
Position 985: 0.00014336520812017892
Position 2423: 0.00012869219686772754
Position 860: 0.0001242678741740238
Position 1192: 9.9036534368939e-05
Position 52: 7.384686077117822e-05
Position 961: 6.497917598121186e-05
Position 2460: 6.3161839054817e-05
Position 2282: 6.0056913264434314e-05
Position 941: 4.283727054878476e-05
Position 139: 2.417270957966477e-05
Position 106: 2.0492822200239176e-05
Position 318: 1.6732858444784518e-05
Position 130: 1.4335710674306039e-05
Position 147: 1.2085635504852566e-05
Position 19: 8.0234678538427e-06
Position 225: 6.331156613372341e-06
Position 231: 5.814125893869629e-06
Position 732: 2.721550182103581e-06
Position 237: 2.5059236152766645e-06
Position 1986: 5.402156223166176e-07
Position 1869: 5.164051339994594e-07
Position 1348: 3.886911740624629e-07
Position 1940: 2.1795845326723056e-07
Position 385: 1.927161771273923e-07
Position 349: 6.523263230609453e-08
Position 329: 2.8703227870137113e-08
Position 1315: 2.6408625159099057e-08
Position 536: 1.1278434210918712e-09
Position 294: 9.053736932198171e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 508: 0.9763832407141664
Position 1037: 0.975295949087292
Position 1451: 0.9108928851412199
Position 249: 0.9107162561457371
Position 1807: 0.8264416503840661
Position 2189: 0.8185341633208186
Position 2272: 0.09070692714915735
Position 977: 0.06063972515737863
Position 2195: 0.04783047355288474
Position 1493: 0.038787100480094865
Position 317: 0.0341027787182742
Position 1458: 0.024691267069779557
Position 1815: 0.022167808233894137
Position 524: 0.021420571462731755
Position 695: 0.015552655778550356
Position 1209: 0.014904825233036743
Position 654: 0.009203935696106376
Position 1242: 0.007858461819548631
Position 865: 0.006763925219439654
Position 2244: 0.005797516364475181
Position 754: 0.005331770998648064
Position 1482: 0.004884182130093107
Position 793: 0.00476181215112278
Position 2543: 0.004584049069847873
Position 1614: 0.003301702567629868
Position 1642: 0.0029742583607923205
Position 1835: 0.002836182268350576
Position 743: 0.0019862368662055957
Position 1541: 0.0006417912061559752
Position 2276: 0.0005928482917531308
Position 886: 0.0005751982385109152
Position 1562: 0.0003798501208420804
Position 545: 0.00033228415863135677
Position 1099: 0.00031054729523197173
Position 880: 0.00028049414795094517
Position 796: 0.00026528267871514034
Position 2171: 0.0002148078444473428
Position 139: 0.0001982320114535396
Position 921: 0.00018112325716384013
Position 1134: 0.00014543929108159814
Position 1017: 8.442155769202685e-05
Position 1313: 8.070832998149959e-05
Position 329: 3.8708829074064775e-05
Position 396: 3.1462094997379806e-05
Position 324: 2.5317171142610336e-05
Position 335: 1.3644746203086768e-05
Position 144: 9.742974499395357e-06
Position 119: 5.206143372827624e-06
Position 89: 4.835597737484844e-06
Position 383: 1.863325076708573e-06
Position 275: 1.4406212353227129e-06
Position 536: 6.210751008153399e-07
Position 398: 4.335938849872171e-07
Position 181: 3.0249355929253214e-07
Position 299: 2.6258826245671055e-07
Position 434: 1.4180006027759154e-07
Position 414: 4.9377421667324245e-08
Position 557: 4.9289786452110034e-08
Position 164: 6.8158292225774736e-09
Position 113: 4.8063282667241665e-09
Position 72: 3.6188206929236782e-09
Position 64: 3.244553406370119e-09
Position 158: 2.7154819185572915e-10
