Gene = l(3)mbn
index = 1755
Annotated 5SS: [ 279  447 2454 3735 4001]
Annotated 3SS: [ 337 2309 2813 3937 4068]
SMsplice 5SS: [ 279  447 2454 2982 4001]
SMsplice 3SS: [ 337 2309 2813 3937 4068]
top_k =  100
Partition function (log Z): 5.537405662727611

Sorted 5' Splice Sites (High to Low Probability):
Position 2454: 0.9988351096091299
Position 447: 0.9953616219626754
Position 4001: 0.8640554690348099
Position 2982: 0.8112161119331115
Position 279: 0.7061309615931626
Position 3735: 0.5127408821712142
Position 1977: 0.07224254080247783
Position 3422: 0.054171702896983684
Position 70: 0.010083791905151135
Position 2907: 0.007948473579371286
Position 3900: 0.004538410345747553
Position 25: 0.004266270941326632
Position 2096: 0.003520680686921196
Position 3197: 0.003282130772502866
Position 455: 0.002290693280372963
Position 2669: 0.0020629533169706036
Position 2708: 0.0019109254563203048
Position 1168: 0.0014458659422725314
Position 1952: 0.0006878972575096355
Position 126: 0.0006677366984523638
Position 2444: 0.0006078836132641573
Position 826: 0.0004880632945956052
Position 166: 0.0004814135322705894
Position 2878: 0.0004518356225358464
Position 2722: 0.0003522946430996591
Position 3069: 0.00034193167447842186
Position 505: 0.00033365409103518873
Position 1594: 0.00031932499788524796
Position 733: 0.0003068492802757191
Position 1253: 0.0002987202052250798
Position 120: 0.0002723541686320115
Position 881: 0.0002584965594537655
Position 2901: 0.0002464846498666877
Position 2448: 0.00020344450125750702
Position 266: 0.00020253773246097737
Position 89: 0.0001829511294852754
Position 270: 0.00013461591004859015
Position 2458: 0.00010657395870004055
Position 20: 4.623855393586587e-05
Position 213: 4.006494039441682e-05
Position 283: 3.5199142404595155e-05
Position 291: 2.8353163460800052e-05
Position 164: 1.0238800777535215e-05
Position 81: 9.526930195895211e-06
Position 274: 7.98643360778961e-06
Position 179: 6.043894217987951e-06
Position 193: 4.2026798477121055e-06
Position 29: 2.4277865604729733e-06
Position 158: 1.6830544136745823e-06
Position 27: 1.0429343006139554e-06
Position 53: 1.015093973103488e-06
Position 146: 9.298090024650697e-07
Position 2543: 1.8966472429203854e-07
Position 386: 1.0537003250930756e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2813: 0.9966277390653314
Position 2309: 0.9925487682062148
Position 4068: 0.873182275832539
Position 337: 0.7180445434185184
Position 3937: 0.4686670569276314
Position 3049: 0.3626124330071399
Position 3780: 0.27936888125131226
Position 3485: 0.10720932042057953
Position 1697: 0.04730032479709425
Position 3548: 0.04701146614860823
Position 3899: 0.03374730712066218
Position 3611: 0.02744775613509816
Position 3152: 0.025379287697262193
Position 546: 0.011608819431454847
Position 1909: 0.011298886675416868
Position 3413: 0.009838066163466176
Position 2959: 0.009001612016158048
Position 1455: 0.006417319418823574
Position 1772: 0.006333384353857838
Position 3178: 0.005858425980120164
Position 3440: 0.004258428850865376
Position 3080: 0.0032483048054802377
Position 3648: 0.002517640978644568
Position 2592: 0.0019992521779985447
Position 2522: 0.0017167210906741956
Position 179: 0.0015447070407868255
Position 2752: 0.0014533187493198517
Position 1567: 0.0012343159595458169
Position 1625: 0.001181369897887246
Position 1434: 0.0008119125027604954
Position 2604: 0.0006736917387915013
Position 386: 0.0006682813331507123
Position 2764: 0.0006137999918801796
Position 189: 0.0003728877496565023
Position 2842: 0.00029865627929995703
Position 2817: 0.00026545120081761887
Position 2043: 0.00024209500955595892
Position 2858: 0.0001615931710794845
Position 2620: 0.00016115863491902147
Position 1160: 7.611403217817515e-05
Position 1952: 6.941516897687948e-05
Position 2060: 6.622355295065019e-05
Position 1108: 4.9148087884001994e-05
Position 937: 2.2962895681362227e-05
Position 1009: 2.2914783851010085e-05
Position 67: 9.457987594430934e-06
Position 291: 9.869153505934194e-07
Position 283: 1.435857420689499e-07
Position 400: 1.0327345533049126e-07
Position 424: 6.999563205454204e-08
Position 1163: 3.555699498197442e-08
Position 1061: 2.625120155523595e-08
Position 1035: 2.3141566778928974e-08
Position 829: 2.154343926842256e-08
