Gene = tctn
index = 1909
Annotated 5SS: [189 612]
Annotated 3SS: [259 670]
SMsplice 5SS: [189 612]
SMsplice 3SS: [259 670]
top_k =  100
Partition function (log Z): -4.883405086405913

Sorted 5' Splice Sites (High to Low Probability):
Position 612: 0.9972713980463228
Position 189: 0.7011439140944002
Position 1016: 0.039922532843961744
Position 411: 0.015619361505658161
Position 959: 0.015014680368950612
Position 1070: 0.009762222536182658
Position 1300: 0.008476204964367814
Position 424: 0.002355476470794845
Position 2148: 0.0015907832984939172
Position 1293: 0.000765252441792603
Position 1084: 0.0004236243145422281
Position 409: 0.0003844539359035469
Position 256: 0.00028129290002139545
Position 172: 0.00011483843442572203
Position 418: 3.309077054914451e-05
Position 296: 3.245937501827886e-05
Position 110: 1.8722719199682198e-05
Position 193: 1.8003206213366367e-05
Position 163: 1.5449116711246713e-05
Position 177: 1.3939859716177905e-05
Position 616: 1.3745170086100223e-05
Position 604: 5.351312282062335e-06
Position 602: 4.2975976974947856e-06
Position 652: 2.969554066641302e-06
Position 677: 1.6836244018580863e-06
Position 82: 1.3317289126024142e-07
Position 46: 4.2027926319071316e-08
Position 89: 1.0518419658928557e-08
Position 219: 8.527674553260336e-09
Position 289: 2.853169245584311e-09
Position 312: 7.016466411841223e-10
Position 514: 2.1999478377170995e-11
Position 545: 1.2244116525973624e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 670: 0.7962472501038154
Position 259: 0.643883095353025
Position 1132: 0.05856051360191136
Position 734: 0.053913384617232996
Position 2088: 0.047155833039985474
Position 1989: 0.04148882044010072
Position 435: 0.03586534057460651
Position 481: 0.0353749176527847
Position 1228: 0.03381887252505259
Position 1369: 0.015356827053641515
Position 701: 0.0074652247109443974
Position 1708: 0.003662287819340633
Position 282: 0.0030732827198227675
Position 1136: 0.002914643417562399
Position 2451: 0.002738741129316136
Position 1564: 0.0020984492544304408
Position 2322: 0.0018311804224111
Position 2200: 0.0015907832984939183
Position 2060: 0.0011956366786439606
Position 677: 0.0009967285350099525
Position 1314: 0.0009894243311704522
Position 1070: 0.0007234938463732582
Position 327: 0.0006142409692637693
Position 1420: 0.0005481828358977425
Position 384: 0.0002928200645254494
Position 537: 0.000263541078206287
Position 348: 0.0002043882297143294
Position 294: 0.0001874411492232098
Position 332: 0.00011834182559475033
Position 403: 5.549081347993187e-05
Position 513: 2.4948293535233374e-05
Position 300: 1.6144033814962606e-05
Position 288: 9.384168504581785e-06
Position 565: 6.291710295985939e-06
