Gene = stai
index = 1895
Annotated 5SS: [20834 21567 21814 22034 22477]
Annotated 3SS: [21396 21627 21886 22320 22600]
SMsplice 5SS: [  173  1422 21567 21814 22034 22477]
SMsplice 3SS: [ 1316 21396 21627 21886 22320 22600]
top_k =  100
Partition function (log Z): 6.091303572671935

Sorted 5' Splice Sites (High to Low Probability):
Position 1422: 1.000000000000003
Position 21814: 0.9997194688502196
Position 21567: 0.9991992136127387
Position 22034: 0.9693958846731271
Position 173: 0.8241474740580761
Position 22477: 0.7142129408122238
Position 22540: 0.051801975684301754
Position 22247: 0.050186357400696525
Position 401: 0.04438771672550431
Position 516: 0.02867378369274043
Position 98: 0.02511963915941142
Position 340: 0.02088979422602614
Position 22087: 0.016768443331923222
Position 22233: 0.015621080069073425
Position 567: 0.014784624322557033
Position 22521: 0.011092341001899153
Position 22465: 0.010440448854821831
Position 22737: 0.008131770572862535
Position 35: 0.007397599356119866
Position 707: 0.007348783231639183
Position 65: 0.007146467304277223
Position 22527: 0.004388470539562798
Position 372: 0.004018848021118377
Position 569: 0.0035150868540766976
Position 747: 0.003361680048896686
Position 344: 0.0030089569151659696
Position 571: 0.0029960585234669263
Position 318: 0.0027577949437257204
Position 23341: 0.0027266266588947623
Position 22413: 0.0023443245829252645
Position 22481: 0.0016108743241621676
Position 23626: 0.0015231758634205127
Position 23860: 0.0009314921511231109
Position 22264: 0.0007823220572139464
Position 24123: 0.0007683266952007673
Position 22483: 0.0007006636944177405
Position 109: 0.00044569261720089524
Position 22091: 0.0004347809342673793
Position 22222: 0.0003029114925417933
Position 22012: 0.00012622668999647077
Position 22057: 0.00010111739451989864
Position 22237: 6.462902989813043e-05
Position 21843: 5.088636868462929e-05
Position 22038: 4.006092083474789e-05
Position 22073: 2.6938331286732143e-05
Position 22289: 1.4472566842432272e-05
Position 21967: 1.2111699518826759e-05
Position 22125: 3.680951856610164e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 21396: 1.0000000000000027
Position 22600: 0.9659593244932229
Position 21886: 0.9359247349794414
Position 21627: 0.8994977646235645
Position 1316: 0.788375307847571
Position 22320: 0.7881119996054028
Position 1023: 0.09232051803808114
Position 21634: 0.08424735695220575
Position 1253: 0.07995736643949737
Position 22353: 0.04085283756248755
Position 21898: 0.03516501200497751
Position 22115: 0.028030802584222744
Position 22084: 0.026136503472627838
Position 21863: 0.02361179877072135
Position 21637: 0.012607538447624191
Position 688: 0.012520288511445998
Position 650: 0.009464588451756448
Position 162: 0.00588401443511659
Position 172: 0.004696441414836401
Position 23960: 0.004399222087845838
Position 22796: 0.003427475463936566
Position 22125: 0.002889926142485789
Position 21729: 0.002833691944264448
Position 1342: 0.002586454301421243
Position 948: 0.002315373549320998
Position 741: 0.0018796470109557863
Position 23679: 0.0018280345970706341
Position 24173: 0.0016060318522308032
Position 22841: 0.0014617667867050483
Position 21931: 0.0013625234450926654
Position 23464: 0.0010268833371618175
Position 21910: 0.0007525365065548453
Position 22530: 0.0005464891601355151
Position 22233: 0.0002992734108922564
Position 22377: 0.00026209935917234
Position 22800: 0.00017025236620195602
Position 22866: 0.00016172545034903016
Position 22214: 0.00013054688873936844
Position 21934: 9.284220375462242e-05
Position 21937: 7.998582246873715e-05
Position 22237: 4.703748949528384e-05
