Gene = grnd
index = 1719
Annotated 5SS: [ 786 1518]
Annotated 3SS: [1208 1599]
SMsplice 5SS: [ 786 1518]
SMsplice 3SS: [1208 1599]
top_k =  100
Partition function (log Z): -4.0801844669141545

Sorted 5' Splice Sites (High to Low Probability):
Position 1518: 0.979250953031348
Position 844: 0.3374704035840886
Position 961: 0.11166553066067028
Position 346: 0.10861158408015571
Position 519: 0.08131667690223078
Position 96: 0.062144863007363736
Position 790: 0.042308007151903006
Position 645: 0.04063740971566608
Position 380: 0.03734195360229657
Position 922: 0.02998217178479831
Position 1792: 0.024026084765337442
Position 728: 0.018926149448132965
Position 1524: 0.018779015757753797
Position 873: 0.01661031902481278
Position 89: 0.015808035333270323
Position 460: 0.014248622333543015
Position 34: 0.013813088125544569
Position 623: 0.012693802283629053
Position 2010: 0.011868778498729316
Position 983: 0.010943636112012965
Position 1872: 0.010847701930838307
Position 1728: 0.006816091804995371
Position 350: 0.005711508279655341
Position 106: 0.0050113460804827575
Position 371: 0.004968945880777447
Position 138: 0.004597617149132157
Position 895: 0.00439662661490571
Position 7: 0.004346686707901598
Position 240: 0.004169681184741712
Position 780: 0.003411380035250442
Position 378: 0.003391469234208004
Position 66: 0.00292722316082103
Position 38: 0.002916480028823926
Position 1857: 0.0029159231462374843
Position 766: 0.0026615953221550658
Position 443: 0.002202083769139169
Position 867: 0.002113132270600055
Position 1887: 0.001992418003531503
Position 2472: 0.0019407400599275215
Position 354: 0.00192999924525062
Position 1638: 0.0016404198010260467
Position 282: 0.0014743312611068544
Position 195: 0.0013492774166816586
Position 52: 0.0011886177474613397
Position 136: 0.0009095380588504405
Position 446: 0.0008611626674107446
Position 557: 0.0007628613722331066
Position 1838: 0.0004201804117493767
Position 1544: 0.0003343999563304694
Position 565: 0.00011102661264941689
Position 856: 7.799928302484246e-05
Position 1725: 4.823931420513826e-06
Position 1683: 4.703598672971524e-06
Position 1737: 2.746476996381047e-06
Position 45: 1.586393588442581e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1599: 0.9770929739390461
Position 1208: 0.8627226772882671
Position 909: 0.11583181802877379
Position 1945: 0.04764357710565899
Position 2066: 0.020190227822113913
Position 1327: 0.011944828906193057
Position 842: 0.009422757169571081
Position 1924: 0.008812457313495375
Position 1039: 0.007944866873408096
Position 150: 0.003814996466635048
Position 2590: 0.002805572637658012
Position 1666: 0.00209870196044915
Position 626: 0.0017777120009387472
Position 2164: 0.001021880127584667
Position 170: 0.0010160982614628251
Position 188: 0.0010012283685046986
Position 1872: 0.0005395923186339678
Position 2553: 0.00041779939230748045
Position 480: 0.0003094965461666741
Position 1782: 0.00022556356708985708
Position 561: 0.00016295811456217704
Position 298: 6.162589334391673e-05
