Gene = Ptth
index = 1393
Annotated 5SS: [383 816]
Annotated 3SS: [491 873]
SMsplice 5SS: [383 816]
SMsplice 3SS: [491 873]
top_k =  100
Partition function (log Z): -6.202353476033905

Sorted 5' Splice Sites (High to Low Probability):
Position 816: 0.8228989416251934
Position 383: 0.7444360490083994
Position 268: 0.04866080480815706
Position 1003: 0.028825131150041414
Position 585: 0.026324183296651853
Position 221: 0.00840299197907394
Position 810: 0.008331897436791273
Position 637: 0.007048665818391572
Position 1116: 0.0032156749271832967
Position 734: 0.0019788183959816657
Position 379: 0.0015571531610440023
Position 4: 0.0007797568895090432
Position 231: 0.0004549096619659992
Position 1090: 0.0004524702713281844
Position 178: 0.00042922523440938994
Position 113: 0.00034229136622494744
Position 308: 0.00019992777486132853
Position 1130: 0.00010012356830970926
Position 205: 8.123059039635392e-05
Position 41: 3.1050688403703415e-05
Position 8: 2.466099532418668e-05
Position 193: 1.1728702337520472e-05
Position 353: 1.0098973418654532e-05
Position 181: 9.92433551044545e-06
Position 184: 6.591226141369006e-06
Position 198: 4.408723574995588e-06
Position 186: 2.213959270966064e-06
Position 387: 1.699539484332603e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 873: 0.9321844016914269
Position 491: 0.44850789091480564
Position 696: 0.07114254134383385
Position 550: 0.056248986557542374
Position 795: 0.03671518135688847
Position 328: 0.03001677971117378
Position 540: 0.024331728363990265
Position 526: 0.022893736483541746
Position 1074: 0.02137000679785761
Position 722: 0.015240413208857837
Position 1170: 0.007666874074024636
Position 267: 0.007020084327198548
Position 986: 0.006360167424833764
Position 554: 0.005893627339829854
Position 436: 0.005886619558628926
Position 1059: 0.0036945368151917383
Position 433: 0.0026058303028385836
Position 673: 0.0018654486325083435
Position 220: 0.001323335090864213
Position 655: 0.0011355378842271189
Position 330: 0.0011235183105036657
Position 679: 0.0010192605111782784
Position 308: 0.0001813352599580897
Position 1180: 0.00010012356830970935
Position 93: 2.8706933735932587e-05
Position 363: 1.9289756370846182e-05
Position 336: 1.852185520589419e-05
Position 105: 7.74473322396876e-06
Position 339: 7.209936363185328e-06
Position 836: 5.861877147466319e-06
Position 144: 3.71342132448289e-06
Position 75: 1.5061174135119565e-06
Position 342: 1.033141317383766e-06
Position 102: 6.928777365622817e-07
Position 357: 3.7792752682929086e-07
