Gene = poe
index = 1841
Annotated 5SS: [  177   453   989  3411  4000 10055 10317 11059 12784 13323 15316 16968]
Annotated 3SS: [  357   575  1243  3471  4068 10111 10365 11119 12839 13379 15370 17030]
SMsplice 5SS: [  453   989  1374  1970  3411  4000  4294 10055 10317 11059 12784 13323
 15316 15500 16968]
SMsplice 3SS: [  642  1243  1809  2090  3471  4068  9338 10111 10365 11119 12839 13379
 15370 16522 17030]
top_k =  100
Partition function (log Z): 35.089456983900476

Sorted 5' Splice Sites (High to Low Probability):
Position 4294: 1.0000000000000027
Position 13323: 0.9999577575739005
Position 4000: 0.9997567618913377
Position 16968: 0.9983112748370501
Position 15316: 0.9973159706103196
Position 10317: 0.9956368382611178
Position 3411: 0.9943775077767661
Position 10055: 0.9871173791051712
Position 12784: 0.9857443367991644
Position 11059: 0.9451472469236246
Position 453: 0.7740637133313839
Position 1970: 0.6960450523268242
Position 15500: 0.695957344386497
Position 1374: 0.6779560246225711
Position 177: 0.6048951412797711
Position 989: 0.5826862000800663
Position 13687: 0.16739509534248145
Position 11490: 0.07789743166914088
Position 13713: 0.0765989081663646
Position 12263: 0.0759797502390495
Position 1082: 0.07399490218930865
Position 11876: 0.06221621389886357
Position 16811: 0.059634165253653594
Position 11067: 0.04625315012518039
Position 1078: 0.03893509063596469
Position 13756: 0.02670080453070365
Position 13101: 0.02573284357304441
Position 10892: 0.025388721034903472
Position 1316: 0.021666997180669768
Position 1914: 0.02157080352276266
Position 1310: 0.011193006203140794
Position 13090: 0.010532294656501856
Position 16361: 0.009394309217172415
Position 15625: 0.009030175980045482
Position 10529: 0.006566963398459676
Position 11074: 0.006481956035754105
Position 742: 0.005081334909252214
Position 15815: 0.0042207292406785555
Position 868: 0.004164973116880959
Position 14124: 0.0041180472148321
Position 13736: 0.004010563398229442
Position 974: 0.0038859464317522138
Position 758: 0.003495852971957453
Position 889: 0.003334969176490627
Position 14062: 0.0028714395621022657
Position 1587: 0.0024626196181938
Position 1653: 0.0024190666512235
Position 905: 0.0023225138036668492
Position 1045: 0.00196844080521595
Position 11035: 0.0018701280674177344
Position 12071: 0.001325107423821218
Position 17168: 0.001266695421376248
Position 1036: 0.0010362468612685007
Position 15178: 0.000840818708768214
Position 13480: 0.0008246782356977409
Position 10194: 0.0007587588021227446
Position 4: 0.0007129859307114728
Position 251: 0.000712590068537369
Position 181: 0.00032550298847895947
Position 13512: 0.0002841759679618158
Position 767: 0.0002124645672052629
Position 11296: 0.00020401791534716167
Position 15174: 0.0001849595184095989
Position 282: 0.0001732604909379724
Position 13528: 0.0001372445585705724
Position 221: 0.00013052780023090546
Position 14926: 0.00012621119441588724
Position 594: 9.783278075573068e-05
Position 119: 8.595916847137563e-05
Position 565: 8.549771055881715e-05
Position 14510: 8.458999729932343e-05
Position 145: 7.928867616721631e-05
Position 1312: 5.680800014134231e-05
Position 148: 4.398153622912016e-05
Position 13291: 4.2227307084960156e-05
Position 13499: 2.3726485765190513e-05
Position 94: 1.833611668183312e-05
Position 3739: 1.4020139996662298e-05
Position 17126: 1.1327746890483595e-05
Position 13: 1.131715037617055e-05
Position 3498: 1.040195448413397e-05
Position 97: 8.672223251398528e-06
Position 60: 6.51039698296306e-06
Position 20: 5.1090114806856756e-06
Position 13497: 4.4605466082313454e-06
Position 224: 3.1584092694142438e-06
Position 242: 1.821872512860898e-06
Position 503: 6.400214859267501e-07
Position 520: 4.808890828568755e-07
Position 457: 3.934894019276205e-07
Position 11047: 8.359441118326897e-08
Position 10667: 7.235843477385868e-08
Position 13559: 6.949960075937421e-08
Position 16863: 3.3620936311845615e-08
Position 13168: 6.7989054163949115e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4068: 1.0000000000000002
Position 15370: 0.9999961236308186
Position 11119: 0.9994042448866666
Position 17030: 0.9989337520134085
Position 13379: 0.9988006417206173
Position 1243: 0.9976915062197143
Position 10365: 0.9950017696457886
Position 12839: 0.9938678942926442
Position 3471: 0.9781900216391103
Position 10111: 0.9648264089619434
Position 9338: 0.9304917101497465
Position 2090: 0.725156975192961
Position 642: 0.6721160118670322
Position 16522: 0.5745057977022127
Position 1809: 0.4451202291348132
Position 13820: 0.24967430434767743
Position 12534: 0.20685486212452442
Position 357: 0.18947445466137935
Position 242: 0.15265365266447162
Position 2033: 0.1390697971556998
Position 16721: 0.09427112699115588
Position 2198: 0.07705033314006692
Position 16867: 0.059196509868800706
Position 8753: 0.05674450468673389
Position 13152: 0.03626513525348593
Position 16383: 0.031259651619690354
Position 575: 0.029906367165283297
Position 10146: 0.027153269195705366
Position 10967: 0.025765887199530293
Position 14107: 0.02037621823312531
Position 2125: 0.019577786057559096
Position 1468: 0.017278581336921894
Position 3765: 0.01598417797374717
Position 397: 0.015638713583846497
Position 293: 0.01431909156774184
Position 16209: 0.013825789111050032
Position 324: 0.00850061214341567
Position 822: 0.008154471750930573
Position 10175: 0.007893776287368337
Position 1571: 0.004999971976148876
Position 224: 0.004960444644131345
Position 14194: 0.004071732659709381
Position 14037: 0.0031936185100533473
Position 251: 0.0030292886319159963
Position 13924: 0.0029623822113125945
Position 1773: 0.002944311080593558
Position 15562: 0.00273712522582189
Position 916: 0.002253138794856967
Position 1789: 0.0021568852004861193
Position 12847: 0.0017214898282377222
Position 10835: 0.0017012017703729942
Position 17251: 0.001599434905384439
Position 10971: 0.0015213396708788798
Position 520: 0.001517205250216099
Position 13576: 0.001414013743007537
Position 10371: 0.001400833278896856
Position 10590: 0.0013427655222463426
Position 10615: 0.0011767414978260445
Position 15995: 0.0009689144396173074
Position 11367: 0.0007825832707787989
Position 12867: 0.0007357781984885559
Position 13434: 0.0006407832800424846
Position 71: 0.000637097902324613
Position 513: 0.0005724509420624046
Position 935: 0.0005666108768941136
Position 15676: 0.00041736315910015424
Position 13405: 0.0003886643534944988
Position 10600: 0.00020038587733150137
Position 384: 0.00016265191032501433
Position 376: 0.00015636815262177366
Position 17148: 0.00011059066805898656
Position 1229: 9.634875904748857e-05
Position 198: 6.294267630508689e-05
Position 124: 4.210482920350292e-05
Position 448: 3.1503964037604356e-05
Position 103: 1.1488955276419294e-05
Position 163: 9.35889239381337e-06
Position 1179: 8.759602787027457e-06
Position 300: 6.440844005229069e-06
Position 15403: 3.2808482750222857e-06
Position 1279: 1.3639833096819321e-06
Position 1081: 1.1847897688568357e-06
Position 10377: 7.039622254611415e-07
Position 651: 1.137764872418149e-08
Position 498: 9.488839872618203e-09
