Gene = ens
index = 1696
Annotated 5SS: [  97  782 1002 2595 2801 3430 4162 4900 6243 7562 7789 8670 8973 9415
 9632]
Annotated 3SS: [ 727  893 2337 2660 3313 3906 4758 5576 7387 7618 7847 8741 9049 9470
 9697]
SMsplice 5SS: [ 782 2595 2801 3430 4900 7562 7789 8670 8973 9415 9632]
SMsplice 3SS: [2337 2660 3313 4758 7387 7618 7847 8741 9049 9470 9697]
top_k =  100
Partition function (log Z): 40.28750957220085

Sorted 5' Splice Sites (High to Low Probability):
Position 4900: 0.9999999999999968
Position 7562: 0.9998739769900596
Position 8973: 0.9996374574497583
Position 8670: 0.9995882587695333
Position 7789: 0.9991088016877987
Position 3430: 0.9961087244928958
Position 2801: 0.995611203066526
Position 9415: 0.9950948325018824
Position 782: 0.9778636884489978
Position 2595: 0.9727955625374917
Position 9632: 0.9215398011719489
Position 4156: 0.3563980165058505
Position 962: 0.3000767430525602
Position 1002: 0.27867777842323693
Position 5937: 0.24505132057378784
Position 4455: 0.22354166896133135
Position 4162: 0.20422250624419885
Position 6919: 0.1368797992049322
Position 660: 0.10311736464486283
Position 8079: 0.08676527569525333
Position 9848: 0.05518087746987297
Position 36: 0.055039816735268046
Position 666: 0.05289419715230036
Position 5350: 0.04931330724157559
Position 1274: 0.031095755581308556
Position 97: 0.029074639801760557
Position 541: 0.026256598953951323
Position 2599: 0.026246386511440276
Position 4474: 0.017059943876241938
Position 2211: 0.01687545002210746
Position 6243: 0.016224509321134263
Position 6660: 0.014690806428347787
Position 7921: 0.013773794583067272
Position 553: 0.010841287319321302
Position 1343: 0.01057066305907598
Position 2158: 0.01013497460286751
Position 9868: 0.00998152697706749
Position 551: 0.00923537066923171
Position 3691: 0.007995978609222885
Position 549: 0.007747467850814197
Position 10515: 0.007613981029756648
Position 2124: 0.006826025423226271
Position 1598: 0.00566592457785981
Position 833: 0.005297097931095427
Position 545: 0.004654452855595301
Position 537: 0.004110275231154711
Position 547: 0.0029323692023918513
Position 9317: 0.002886201472054169
Position 9226: 0.0026616045598288787
Position 3679: 0.0024997998492976127
Position 41: 0.0019116538128773537
Position 4284: 0.001666752343096769
Position 2791: 0.0012856037539808664
Position 378: 0.0012196327324928667
Position 3707: 0.0010274854327425723
Position 9216: 0.0010062228053478407
Position 348: 0.0009647296991344453
Position 2818: 0.0009540226159165773
Position 350: 0.0007732323704793573
Position 9429: 0.0007121299076699585
Position 3580: 0.0006214992795198378
Position 3109: 0.0005854237320995759
Position 2769: 0.0005506186025283571
Position 266: 0.0005406572813415239
Position 124: 0.0005328352989429756
Position 527: 0.0003662839587445036
Position 1155: 0.00032973592262359195
Position 2573: 0.00031696212268704255
Position 2764: 0.0002081904287369079
Position 3798: 0.00019751011355427286
Position 207: 0.00018749260095745105
Position 3685: 0.00015239968924554066
Position 3589: 0.00014393403733511267
Position 21: 0.00014051753087189722
Position 811: 0.00013671778497312785
Position 2523: 0.00011403168067767616
Position 3173: 9.598697117418885e-05
Position 1166: 9.569575377246267e-05
Position 442: 8.758161689630311e-05
Position 153: 5.204706657256078e-05
Position 213: 4.420105841502172e-05
Position 9833: 3.4489586486323605e-05
Position 7906: 1.4800931526535173e-05
Position 7970: 7.325462487480788e-06
Position 755: 6.114613930517804e-06
Position 3460: 1.2699914617913695e-06
Position 9006: 4.50590940696441e-07
Position 7798: 1.3423867335642357e-07
Position 8977: 4.421915638198767e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2660: 0.999567702519154
Position 8741: 0.9990920792936042
Position 7618: 0.9970500965687552
Position 9049: 0.9925581284410964
Position 7847: 0.9921634192010089
Position 3313: 0.9777747413937561
Position 7387: 0.9479869836807788
Position 2337: 0.9452207737140172
Position 9697: 0.8919762680546124
Position 9470: 0.834108505986643
Position 4758: 0.7723834773861286
Position 893: 0.6715428127783055
Position 3906: 0.38201950443231397
Position 727: 0.2847068662664535
Position 3552: 0.2451178999329629
Position 4379: 0.18955034183162686
Position 9489: 0.15889156209408975
Position 5576: 0.10781823785060494
Position 6376: 0.09391100380519557
Position 5417: 0.08598933128242946
Position 8154: 0.0854793386631983
Position 6824: 0.0816503529140766
Position 5175: 0.07894103051394984
Position 9914: 0.0746227271117069
Position 4807: 0.07456397657751497
Position 4761: 0.06181313316623513
Position 4952: 0.037550169803271666
Position 3831: 0.03636789808169785
Position 3573: 0.030222026978178725
Position 7031: 0.025206277656816416
Position 4617: 0.019202868875175905
Position 96: 0.014325933960992177
Position 9766: 0.012459327614743266
Position 7969: 0.011950664800125427
Position 3273: 0.011684223436269481
Position 93: 0.01119677755692333
Position 11633: 0.009829025966962774
Position 1219: 0.007904098186311326
Position 3336: 0.006464228297108922
