Gene = cmb
index = 1650
Annotated 5SS: [ 395  863 1493 1712 3305 3687 4290 5791]
Annotated 3SS: [ 705 1094 1618 1773 3417 3747 4679 5848]
SMsplice 5SS: [ 395  863 1493 1712 3305 3687 4290 5791]
SMsplice 3SS: [ 705 1094 1618 1773 3414 3747 4679 5848]
top_k =  100
Partition function (log Z): 14.79786760335132

Sorted 5' Splice Sites (High to Low Probability):
Position 3687: 0.9994688855812616
Position 1712: 0.9969850726900811
Position 5791: 0.9893595053293729
Position 395: 0.976928516495157
Position 1493: 0.9050535132279156
Position 4290: 0.8836163139111969
Position 863: 0.8682205156941232
Position 3305: 0.8670829614299354
Position 3046: 0.22640805304390899
Position 5632: 0.15656657492544554
Position 2050: 0.1204401852238396
Position 1525: 0.08515802064022494
Position 5155: 0.07273357610826103
Position 4408: 0.04976917768007467
Position 2210: 0.04293416405039436
Position 4223: 0.029136083422005746
Position 4091: 0.026784760062720212
Position 1250: 0.01910898967385069
Position 1024: 0.011621380110032734
Position 6011: 0.008640666256568681
Position 3227: 0.00639970056622526
Position 2074: 0.005605295264417252
Position 4814: 0.005109942375645539
Position 3926: 0.004057095255174191
Position 6437: 0.00404823171512732
Position 203: 0.003481699570285875
Position 824: 0.0032132471732983373
Position 3116: 0.0029295053160086964
Position 3300: 0.0023572527446992816
Position 963: 0.0014498006302929467
Position 5941: 0.0012790957734262428
Position 2518: 0.0012073211202887951
Position 399: 0.0011881330752190511
Position 2131: 0.0011060041969428165
Position 1720: 0.0011041979911062467
Position 1476: 0.0010173333624731785
Position 45: 0.000987767967234751
Position 2786: 0.000979541842788597
Position 1039: 0.000978264723441187
Position 1254: 0.0009516070174962284
Position 219: 0.0008658173593115766
Position 2696: 0.0007516291934057357
Position 1716: 0.0006379575050347224
Position 4516: 0.000575458641338092
Position 224: 0.0002521019884211052
Position 1218: 0.0002374270338313516
Position 23: 0.00022953025875442775
Position 245: 0.0002006888996970743
Position 1415: 0.00014514309049307145
Position 1484: 0.00012705237007336461
Position 2037: 0.00011450494949122653
Position 1532: 0.00011031057518982817
Position 1401: 0.00010561271001975461
Position 2383: 8.568657134601785e-05
Position 95: 5.350935458569778e-05
Position 51: 4.7042234099915845e-05
Position 1487: 4.1108055132515774e-05
Position 4: 3.619215794978478e-05
Position 143: 2.6547658198474095e-05
Position 468: 2.479867518015295e-05
Position 17: 2.3349976208517322e-05
Position 80: 2.1802275413569828e-05
Position 3839: 1.676662649196231e-05
Position 3905: 1.496773694614935e-05
Position 3823: 1.2048798587056056e-05
Position 262: 7.536141245164976e-06
Position 85: 3.158007829144589e-06
Position 1662: 2.201691268592167e-06
Position 786: 1.9263216150223327e-06
Position 828: 1.3598239415603991e-06
Position 935: 1.1964656666356939e-06
Position 66: 1.152304209580806e-06
Position 881: 7.956598571039854e-07
Position 268: 2.552381186371651e-07
Position 88: 1.7712209159063073e-07
Position 273: 1.6961197374885987e-07
Position 2067: 6.051285602265497e-08
Position 512: 4.1223312853075884e-08
Position 415: 4.064520140515395e-08
Position 2008: 3.61493219673014e-08
Position 1736: 2.5931190227445118e-08
Position 528: 1.2523075033161233e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1773: 0.9997901419222229
Position 5848: 0.9883241526784061
Position 1618: 0.9803091920100849
Position 1094: 0.9586364707434685
Position 3747: 0.9415984765445389
Position 705: 0.7552745392391039
Position 4679: 0.6916107502590523
Position 3414: 0.5386160636629921
Position 5715: 0.34761470990183674
Position 3417: 0.32738488467004806
Position 717: 0.1050112990263018
Position 5236: 0.10258575071735986
Position 3141: 0.09104348551155246
Position 3377: 0.08738271185553191
Position 2865: 0.08447226832929444
Position 3097: 0.06580835837179685
Position 3144: 0.05485420382063068
Position 4155: 0.02818040118953149
Position 2115: 0.0266229530190805
Position 5202: 0.025262110346755132
Position 3772: 0.023961186976343668
Position 1414: 0.02317576798019639
Position 3753: 0.017264476810862406
Position 4712: 0.014522395520275523
Position 1553: 0.013924180209508426
Position 632: 0.010383447519159107
Position 6160: 0.010375701911110785
Position 3981: 0.010022710881245315
Position 4877: 0.00920637130281348
Position 1392: 0.008053709529476311
Position 5205: 0.007599640723747405
Position 1147: 0.005912522715011729
Position 4449: 0.003126227917003697
Position 1281: 0.002931800887901263
Position 4602: 0.0028757691373828237
Position 6495: 0.0027473670714965753
Position 1096: 0.0025794119440376985
Position 644: 0.0024374653146007554
Position 3064: 0.0023757790605780003
Position 618: 0.0016489175225717543
Position 741: 0.0015523016283180012
Position 444: 0.0015211606051779485
Position 935: 0.0013066384294111763
Position 291: 0.0013035251299928186
Position 6492: 0.0013008646436307456
Position 6008: 0.0012790957734262428
Position 316: 0.0010401566779648537
Position 4343: 0.0008338464616282265
Position 762: 0.0006196035593287524
Position 516: 0.000495089757102365
Position 3780: 0.00047442971067068306
Position 5968: 0.00042415516036817545
Position 1660: 0.00037087976292615716
Position 142: 0.00036811678888269564
Position 1039: 0.00035744836847544597
Position 83: 0.00022916482641240914
Position 439: 0.00017702892717333602
Position 1175: 0.00016828143501554228
Position 785: 0.00015230666055169388
Position 956: 0.00012313632586274267
Position 990: 0.00012268207970400497
Position 1111: 9.863874701026572e-05
Position 319: 8.855963026238162e-05
Position 801: 6.549960277359442e-05
Position 531: 5.688252062286148e-05
Position 1803: 4.170529518775494e-05
Position 773: 2.8991375627938914e-05
Position 528: 2.510156101595602e-05
Position 807: 2.150902083327158e-05
Position 577: 2.132790102610049e-05
Position 254: 1.9819444561148102e-05
Position 759: 1.7602900786070628e-05
Position 177: 1.5072311712688477e-05
Position 273: 6.913498006237456e-06
Position 3811: 3.190932064763748e-06
Position 1814: 2.700921659122609e-06
Position 158: 1.917524325722938e-06
Position 168: 7.939624528851673e-07
Position 1850: 4.407734738672802e-07
Position 189: 4.2237220969264765e-07
Position 322: 3.517801465947474e-07
Position 582: 1.1252688490825351e-08
