Gene = TMS1
index = 1539
Annotated 5SS: [ 159 1082 1257 1500 1772 2235]
Annotated 3SS: [ 525 1146 1315 1561 2071 2298]
SMsplice 5SS: [ 159 1082 1257 1500 1772 2235]
SMsplice 3SS: [ 525 1146 1315 1561 1836 2298]
top_k =  100
Partition function (log Z): 20.113747335352862

Sorted 5' Splice Sites (High to Low Probability):
Position 2235: 0.997394820278917
Position 1082: 0.997336778534697
Position 1257: 0.9971707399151637
Position 1500: 0.992568884515982
Position 1772: 0.9826855481415472
Position 159: 0.7961311518002966
Position 187: 0.19684559884110256
Position 23: 0.05954979248207826
Position 1922: 0.03147607007808294
Position 2009: 0.025299490386956357
Position 631: 0.013345654553698214
Position 777: 0.012081478764804634
Position 612: 0.011707134694699297
Position 2001: 0.00741737779589416
Position 2021: 0.005720967370023647
Position 1735: 0.0037380968069514503
Position 808: 0.0034147932426933213
Position 2229: 0.002165470769479808
Position 2344: 0.0015247340311008207
Position 2568: 0.0013307681278799538
Position 461: 0.0009696886794613267
Position 2607: 0.0007786001603484523
Position 799: 0.0006844838409522576
Position 994: 0.0006508539302378537
Position 2411: 0.0005270646185243467
Position 2373: 0.0004758613288942103
Position 2571: 0.0004533682103798746
Position 788: 0.0004246961124248913
Position 990: 0.0003236816141418207
Position 2520: 0.00030108534893125627
Position 640: 0.0002463654939101469
Position 1463: 0.00023622869943733398
Position 2573: 0.00023491638389751973
Position 1477: 0.00016883273678002485
Position 95: 9.171324081725967e-05
Position 30: 9.151803938840862e-05
Position 2468: 6.173211123286635e-05
Position 415: 6.0509811302591914e-05
Position 2447: 5.926748057855992e-05
Position 1191: 2.832934648485088e-05
Position 1456: 2.8312445124766835e-05
Position 1261: 2.2027529890970692e-05
Position 1266: 2.1949873620603125e-05
Position 1263: 1.4882267462498337e-05
Position 1382: 1.3936559935396038e-05
Position 1769: 1.3298259672962878e-05
Position 1317: 6.95975504453371e-06
Position 2375: 5.658263148748009e-06
Position 1692: 5.542533912600461e-06
Position 1202: 4.564461513515092e-06
Position 2457: 4.3482045412714076e-06
Position 1339: 3.114454333356791e-06
Position 391: 2.4650003989557213e-06
Position 1778: 2.3895734597130738e-06
Position 1368: 1.0171998715005215e-06
Position 10: 7.930922580981064e-07
Position 1707: 5.995082320526801e-07
Position 63: 1.104026714405183e-07
Position 84: 9.095453630291146e-08
Position 145: 4.345018580523112e-08
Position 232: 3.4657057106819417e-08
Position 1465: 3.073601043784954e-08
Position 1484: 2.42910480507447e-08
Position 107: 4.908838991883201e-09
Position 2182: 3.631924172065784e-09
Position 1448: 1.7478446679046897e-11
Position 1162: 1.6843429427165347e-11
Position 1165: 1.3780336497868551e-11
Position 1530: 4.242751447345908e-12
Position 1045: 5.144027417898747e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9997000973104937
Position 1315: 0.9975026009137843
Position 1146: 0.9972540037352003
Position 525: 0.9923791705651062
Position 1561: 0.9799125817260749
Position 1836: 0.4091828221299959
Position 2080: 0.21276150398713992
Position 2071: 0.20064952788628898
Position 2083: 0.19395162962252158
Position 84: 0.055400782579433906
Position 2092: 0.035341085546203695
Position 897: 0.02816019640061532
Position 725: 0.007915158016318811
Position 675: 0.007022425632085102
Position 1563: 0.00562018335001123
Position 2655: 0.0041872874172076205
Position 1579: 0.00324331331905619
Position 1816: 0.0025243889790222177
Position 2098: 0.0024911752257448577
Position 1567: 0.0014465147090675838
Position 1627: 0.001273913877852501
Position 867: 0.0011865573613041496
Position 2462: 0.0011460872436771217
Position 225: 0.0010573626594320503
Position 457: 0.0008880253451703624
Position 2433: 0.0006038223498374674
Position 1032: 0.0004696953819598545
Position 1150: 0.0003875143914266324
Position 553: 0.0002916038150160613
Position 1649: 0.00025921735933805357
Position 1380: 0.00025805461202048585
Position 1901: 0.00022157749619445248
Position 1162: 0.00019740403468569324
Position 1400: 0.00018026275289526026
Position 1721: 0.00017323796155063994
Position 107: 0.00013286066167330927
Position 1438: 0.00010650709221839093
Position 222: 9.677040412690686e-05
Position 370: 8.42410349454722e-05
Position 95: 8.219339263898594e-05
Position 308: 5.4702638777679066e-05
Position 150: 5.1573571773428174e-05
Position 1295: 2.4883158809082613e-05
Position 1408: 1.5685843376632674e-05
Position 1599: 1.5159851308399176e-05
Position 1317: 1.062545613315077e-05
Position 1760: 4.546793268515015e-06
Position 1339: 4.019649198466644e-06
Position 158: 7.961383126427909e-07
Position 474: 5.719795031577705e-07
Position 338: 4.269018771901906e-07
Position 58: 6.24317382197977e-11
Position 129: 6.236814105167601e-11
Position 182: 7.367358590293822e-13
